solving instance mcnd arcs c38 3 6 sinabc3
Couenne 0.5.8 -- an Open-Source solver for Mixed Integer Nonlinear Optimization
Mailing list: couenne@list.coin-or.org
Instructions: http://www.coin-or.org/Couenne
couenne: 
ANALYSIS TEST: Reading problem: 0.1 seconds
Reformulating problem: 1443.6 seconds
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1        TIME 0       29 1090.1117
Loaded instance "/tmp/jl_5dG7rJ/model.nl"
Constraints:        50960
Variables:          46730 (250 integer)
Auxiliaries:         5362 (0 integer)

Coin0506I Presolve 53240 (-481) rows, 47150 (-4942) columns and 328210 (-5682) elements
Clp0006I 0  Obj 0 Primal inf 3847.4907 (400) Dual inf 4.0811411e+13 (4465)
Clp0029I End of values pass after 460 iterations
Clp0006I 460  Obj 0 Primal inf 3847.4907 (400) Dual inf 4.0811411e+13 (4465)
Clp0006I 951  Obj 129921.72 Primal inf 2996.618 (387) Dual inf 4.8287462e+13 (4929)
Clp0006I 1442  Obj 218466.34 Primal inf 2285.8968 (345) Dual inf 7.7053493e+13 (7200)
Clp0006I 1933  Obj 298688.93 Primal inf 1328.7433 (330) Dual inf 1.2273776e+14 (11312)
Clp0006I 2424  Obj 333327.97 Primal inf 889.89977 (317) Dual inf 1.1754004e+15 (11912)
Clp0006I 2915  Obj 369046.8 Primal inf 500.87557 (234) Dual inf 3.9042459e+15 (15536)
Clp0006I 3406  Obj 414007.22 Primal inf 175.93982 (127) Dual inf 1.5224859e+16 (16216)
Clp0006I 3898  Obj 422279.19 Primal inf 59.424689 (52) Dual inf 6.8972655e+14 (16206)
Clp0006I 4389  Obj 424782.27 Primal inf 28.281554 (25) Dual inf 4.9696782e+14 (16523)
Clp0006I 4843  Obj 427376.23 Primal inf 4.3793713 (6) Dual inf 8.3709223e+13 (17811)
Clp0006I 5334  Obj 397221.38 Dual inf 2.8404952e+08 (19653)
Clp0006I 5825  Obj 362159.58 Dual inf 90385724 (17874)
Clp0006I 6316  Obj 352086.75 Dual inf 69002610 (20599)
Clp0006I 6807  Obj 345700.83 Dual inf 5.2170498e+08 (18822)
Clp0006I 7298  Obj 338072.68 Dual inf 1.1125452e+08 (20025)
Clp0006I 7789  Obj 328559.56 Dual inf 72046077 (17828)
Clp0006I 8280  Obj 317117.32 Dual inf 1.6874075e+08 (18592)
Clp0006I 8771  Obj 305261.26 Dual inf 2.2257577e+08 (20461)
Clp0006I 9262  Obj 298584.02 Dual inf 56296361 (18216)
Clp0006I 9753  Obj 292988.23 Dual inf 53604850 (18868)
Clp0006I 10244  Obj 284912.3 Dual inf 4.6208904e+08 (19064)
Clp0006I 10735  Obj 273822.22 Dual inf 1.1726482e+08 (20691)
Clp0006I 11226  Obj 267192.39 Dual inf 1.684255e+08 (21794)
Clp0006I 11717  Obj 256489.55 Dual inf 3.4077175e+08 (21120)
Clp0006I 12208  Obj 253255.56 Dual inf 2.7128232e+08 (19626)
Clp0006I 12699  Obj 243715.53 Dual inf 85118206 (23014)
Clp0006I 13190  Obj 238898.31 Dual inf 96415486 (18950)
Clp0006I 13681  Obj 234607.67 Dual inf 1.3533217e+08 (21929)
Clp0006I 14172  Obj 230908.94 Dual inf 1.6709133e+08 (21546)
Clp0006I 14661  Obj 227611.01 Dual inf 2.5178623e+08 (21386)
Clp0006I 15152  Obj 224375.12 Dual inf 1.5263581e+09 (20308)
Clp0006I 15643  Obj 221424.89 Dual inf 61340396 (19006)
Clp0006I 16134  Obj 217936.59 Dual inf 1.1924823e+08 (20474)
Clp0006I 16610  Obj 212578.89 Dual inf 1.6354375e+08 (21845)
Clp0006I 17101  Obj 208043.34 Dual inf 6.917953e+08 (21850)
Clp0006I 17585  Obj 203192.26 Dual inf 1.1241569e+08 (22912)
Clp0006I 18059  Obj 200773.42 Dual inf 1.2498157e+08 (22145)
Clp0006I 18522  Obj 197459.09 Dual inf 1.0910109e+08 (21367)
Clp0006I 19011  Obj 193312.96 Dual inf 45847412 (19863)
Clp0006I 19483  Obj 191180.5 Dual inf 59455550 (19858)
Clp0006I 19953  Obj 185424.41 Dual inf 79873144 (20220)
Clp0006I 20430  Obj 181202.27 Dual inf 1.0264594e+08 (20353)
