# seed = 1254829604

param N := 20;

param M := 10;

param Umax := 100.000000;

param: C :=
1	31332.225964
2	1410.997916
3	7218.103539
4	853.737606
5	7286.348364
6	5811.051239
7	1438.926465
8	924.121155
9	555.534472
10	194.607457
;

param: a :=
1	0.148130
2	0.171766
3	0.147125
4	0.176224
5	0.199220
6	0.189895
7	0.162815
8	0.186070
9	0.115961
10	0.170791
11	0.126128
12	0.160074
13	0.174646
14	0.189776
15	0.174798
16	0.141217
17	0.125045
18	0.158062
19	0.147544
20	0.170814
;

param: b :=
1	32.064700
2	74.790299
3	49.739334
4	62.775384
5	77.941307
6	10.557156
7	75.365203
8	53.741083
9	68.788269
10	73.552157
11	74.886183
12	29.641960
13	24.163628
14	59.607795
15	38.062015
16	10.247617
17	21.278626
18	79.163076
19	40.527833
20	69.562562
;

param: c :=
1	19.159885
2	35.592871
3	81.366751
4	4.874779
5	13.619428
6	1.274312
7	98.891497
8	32.324729
9	64.658110
10	53.933692
11	94.044051
12	7.819468
13	32.241888
14	59.879523
15	50.058966
16	8.941892
17	60.799786
18	90.667672
19	64.675405
20	73.673392
;

param: d :=
1	-17.830774
2	-38.822306
3	-77.629961
4	-57.449413
5	-77.623871
6	-72.765275
7	-18.025188
8	-78.337098
9	-2.672280
10	-24.334014
11	-60.252914
12	-38.651299
13	-26.462236
14	-77.898954
15	-60.543590
16	-4.849033
17	-80.911313
18	-34.118433
19	-20.213756
20	-69.306631
;

param: weight :=
1	87.306749
2	83.799878
3	7.071766
4	72.472027
5	66.370035
6	67.158530
7	57.959085
8	15.769589
9	91.246726
10	16.941717
11	97.289689
12	57.307918
13	7.077056
14	81.457990
15	36.035837
16	86.054467
17	61.415455
18	41.106659
19	14.924941
20	91.746972
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
11	100.000000
12	100.000000
13	100.000000
14	100.000000
15	100.000000
16	100.000000
17	100.000000
18	100.000000
19	100.000000
20	100.000000
;

