# seed = 1

param N := 10;

param M := 1;

param Umax := 100.000000;

param: C :=
1	22300.000000
;

param: a :=
1	0.199764
2	0.170425
3	0.172463
4	0.142821
5	0.142039
6	0.115906
7	0.117958
8	0.155764
9	0.179886
10	0.159610
;

param: b :=
1	21.951587
2	24.316947
3	24.882820
4	20.647322
5	20.486938
6	63.012538
7	19.895002
8	12.423773
9	9.717502
10	59.126500
;

param: c :=
1	99.011206
2	65.671354
3	83.173658
4	33.571726
5	13.535797
6	12.919832
7	62.883266
8	11.857591
9	89.077516
10	77.242100
;

param: d :=
1	-78.178571
2	-12.007543
3	-40.473088
4	-75.791127
5	-67.455878
6	-92.630715
7	-2.592934
8	-53.381151
9	-72.422178
10	-32.846307
;

param: weight :=
1	66.000000
2	85.000000
3	12.000000
4	3.000000
5	7.000000
6	98.000000
7	69.000000
8	7.000000
9	79.000000
10	20.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;
