solving instance mcnd nodes c100_400_10_V_L_10 3 6 sinabc3
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 6700 rows, 5500 columns and 30600 nonzeros
Model fingerprint: 0x8a610394
Model has 200 function constraints treated as nonlinear
  100 POW, 100 SIN
Variable types: 5000 continuous, 500 integer (500 binary)
Coefficient statistics:
  Matrix range     [1e-01, 7e+01]
  Objective range  [1e+00, 1e+02]
  Bounds range     [1e+00, 1e+10]
  RHS range        [5e+00, 9e+00]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 2467 rows and 817 columns
Presolve time: 0.05s
Presolved: 5033 rows, 4684 columns, 22786 nonzeros
Presolved model has 100 quadratic objective terms
Presolved model has 100 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 4285 continuous, 399 integer (399 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   31374    5.0052495e+02   5.369666e+02   0.000000e+00      5s
   56952    1.0289687e+03   3.382742e+02   0.000000e+00     10s
   79884    1.5632967e+03   2.093468e+02   0.000000e+00     15s
   98280    2.0267904e+03   7.880375e+01   0.000000e+00     20s
  116408    2.2270754e+03   0.000000e+00   0.000000e+00     25s

Root relaxation: objective 2.227075e+03, 116408 iterations, 24.70 seconds (15.45 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 2227.07544    0  148          - 2227.07544      -     -   24s
     0     0 2321.85817    0  190          - 2321.85817      -     -   28s
H    0     0                    3259.9792184 2321.86289  28.8%     -   28s
H    0     0                    2930.9792184 2321.86289  20.8%     -   28s
     0     0 2322.64938    0  193 2930.97922 2322.64938  20.8%     -   29s
     0     0 2376.01410    0  202 2930.97922 2376.01410  18.9%     -   32s
     0     0 2377.70621    0  205 2930.97922 2377.70621  18.9%     -   33s
     0     0 2398.22442    0  236 2930.97922 2398.22442  18.2%     -   47s
     0     0 2399.46310    0  235 2930.97922 2399.46310  18.1%     -   48s
     0     0 2405.33068    0  225 2930.97922 2405.33068  17.9%     -   56s
H    0     0                    2930.9778145 2405.34392  17.9%     -   56s
H    0     0                    2930.9773202 2405.34392  17.9%     -   56s
H    0     0                    2930.9767558 2405.34392  17.9%     -   56s
H    0     0                    2930.9764724 2405.34392  17.9%     -   56s
     0     0 2406.54010    0  231 2930.97647 2406.54010  17.9%     -   57s
     0     0 2408.96618    0  228 2930.97647 2408.96618  17.8%     -   58s
     0     0 2409.25584    0  218 2930.97647 2409.25584  17.8%     -   58s
     0     0 2410.66742    0  210 2930.97647 2410.66742  17.8%     -   59s
     0     0 2410.74719    0  215 2930.97647 2410.74719  17.7%     -   60s
     0     0 2411.18949    0  214 2930.97647 2411.18949  17.7%     -   60s
     0     0 2411.24280    0  258 2930.97647 2411.24280  17.7%     -   61s
     0     0 2411.74863    0  266 2930.97647 2411.74863  17.7%     -   61s
     0     0 2411.83509    0  270 2930.97647 2411.83509  17.7%     -   61s
     0     0 2415.06631    0  202 2930.97647 2415.06631  17.6%     -   64s
     0     0 2415.41947    0  232 2930.97647 2415.41947  17.6%     -   65s
     0     0 2417.09483    0  248 2930.97647 2417.09483  17.5%     -   65s
     0     0 2417.13363    0  256 2930.97647 2417.13363  17.5%     -   65s
     0     0 2417.47108    0  248 2930.97647 2417.47108  17.5%     -   66s
     0     0 2417.52683    0  242 2930.97647 2417.52683  17.5%     -   66s
     0     0 2417.82583    0  255 2930.97647 2417.82583  17.5%     -   66s
H    0     0                    2926.3755999 2417.87914  17.4%     -   70s
H    0     0                    2919.8573973 2417.87914  17.2%     -   70s
H    0     0                    2916.7502924 2417.87914  17.1%     -   70s
H    0     0                    2916.0996205 2417.87914  17.1%     -   73s
H    0     0                    2916.0420239 2417.87914  17.1%     -   73s
H    0     0                    2915.9910932 2417.87914  17.1%     -   73s
H    0     0                    2915.9910777 2417.87914  17.1%     -   74s
     0     2 2417.87914    0  255 2915.99108 2417.87914  17.1%     -   74s
     1     3 2439.19725    1  233 2915.99108 2417.87914  17.1%  3640   75s
     5     7 2454.56333    3  232 2915.99108 2447.27739  16.1%  3582   80s
    10    12 2461.71684    5  236 2915.99108 2447.27739  16.1%  3110   85s
    19    21 2495.72726   11  202 2915.99108 2447.27739  16.1%  2300   90s
H   26    26                    2915.9910704 2447.27739  16.1%  1979   95s
H   27    27                    2873.5101177 2447.27739  14.8%  2131   96s
H   27    27                    2873.5100264 2447.27739  14.8%  2131   96s
