solving instance mcnd nodes c100_400_10_F_L_10 3 6 sqrt
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 6600 rows, 5300 columns and 30300 nonzeros
Model fingerprint: 0x22abeb90
Model has 100 function constraints treated as nonlinear
  100 POW
Variable types: 4800 continuous, 500 integer (500 binary)
Coefficient statistics:
  Matrix range     [2e-02, 3e+02]
  Objective range  [1e+00, 1e+03]
  Bounds range     [9e-16, 1e+10]
  RHS range        [5e+00, 9e+00]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.

Warning: Completing partial solution with 500 unfixed non-continuous variables out of 500
User MIP start did not produce a new incumbent solution

Presolve removed 2515 rows and 701 columns
Presolve time: 0.06s
Presolved: 4585 rows, 4600 columns, 21808 nonzeros
Presolved model has 100 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 4201 continuous, 399 integer (399 binary)

Root relaxation: objective 1.798392e+04, 5361 iterations, 0.88 seconds (0.75 work units)
Another try with MIP start

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 17983.9239    0  108          - 17983.9239      -     -    0s
H    0     0                    26545.358789 17983.9239  32.3%     -    0s
H    0     0                    25812.358789 17983.9239  30.3%     -    1s
     0     0 19621.9570    0  205 25812.3588 19621.9570  24.0%     -    2s
H    0     0                    25369.044312 19622.0714  22.7%     -    2s
     0     0 19689.1998    0  197 25369.0443 19689.1998  22.4%     -    2s
     0     0 20131.2259    0  178 25369.0443 20131.2259  20.6%     -    3s
H    0     0                    25369.044280 20131.2674  20.6%     -    3s
     0     0 20133.4585    0  183 25369.0443 20133.4585  20.6%     -    4s
     0     0 20408.9061    0  170 25369.0443 20408.9061  19.6%     -    5s
H    0     0                    24259.669632 20408.9146  15.9%     -    5s
H    0     0                    24112.669632 20408.9146  15.4%     -    5s
     0     0 20413.3940    0  105 24112.6696 20413.3940  15.3%     -    6s
     0     0 20524.1825    0  198 24112.6696 20524.1825  14.9%     -    7s
     0     0 20544.4833    0  207 24112.6696 20544.4833  14.8%     -    7s
     0     0 20556.9873    0  189 24112.6696 20556.9873  14.7%     -    8s
     0     0 20559.5843    0  190 24112.6696 20559.5843  14.7%     -    8s
     0     0 20574.6408    0  106 24112.6696 20574.6408  14.7%     -    8s
H    0     0                    23947.363690 20574.6523  14.1%     -    8s
     0     0 20575.1199    0  214 23947.3637 20575.1199  14.1%     -    9s
     0     0 20576.7632    0  213 23947.3637 20576.7632  14.1%     -    9s
     0     0 20577.4740    0  187 23947.3637 20577.4740  14.1%     -    9s
     0     0 20582.8886    0  200 23947.3637 20582.8886  14.0%     -    9s
     0     0 20584.7335    0  216 23947.3637 20584.7335  14.0%     -   10s
     0     0 20588.9873    0  179 23947.3637 20588.9873  14.0%     -   10s
     0     0 20589.4783    0  215 23947.3637 20589.4783  14.0%     -   10s
     0     0 20594.3192    0  188 23947.3637 20594.3192  14.0%     -   10s
H    0     0                    23609.291220 20594.3297  12.8%     -   10s
H    0     0                    22588.291220 20594.3297  8.83%     -   10s
H    0     0                    22465.826308 20594.3297  8.33%     -   10s
     0     0 20594.7488    0  191 22465.8263 20594.7488  8.33%     -   11s
     0     0 20595.3204    0  236 22465.8263 20595.3204  8.33%     -   11s
     0     0 20595.3513    0  235 22465.8263 20595.3513  8.33%     -   11s
     0     0 20598.8604    0  197 22465.8263 20598.8604  8.31%     -   11s
     0     0 20603.3264    0  195 22465.8263 20603.3264  8.29%     -   12s
H    0     0                    21931.476400 20603.3300  6.06%     -   12s
     0     2 20603.3431    0  195 21931.4764 20603.3431  6.06%     -   16s
    10    12 20902.3202    7  164 21931.4764 20719.7213  5.53%  1276   20s
    25    27 20960.1803   19  134 21931.4764 20719.7213  5.53%  1164   25s
    42    44 21215.8599   33  103 21931.4764 20719.7213  5.53%  1073   30s
    60    62 21210.9503   49   55 21931.4764 20719.7213  5.53%  1009   35s
   109    97 21166.1230    3  132 21931.4764 20719.7318  5.53%   705   40s
   125   111 21691.7783   14  130 21931.4764 20719.7318  5.53%   741   45s
   144   120 21246.0777    9  130 21931.4764 20808.1082  5.12%   761   50s
   179   155 21509.7060   41   42 21931.4764 20808.1082  5.12%   696   55s
   206   174 21555.1522    8  201 21931.4764 20809.8055  5.11%   686   60s
H  208   174                    21931.476333 20809.8055  5.11%   685   61s
   233   190 21545.0628    5  172 21931.4763 20830.0138  5.02%   672   65s
H  234   189                    21931.476294 20830.0138  5.02%   669   65s
