# seed = 1254829604

param N := 10;

param M := 5;

param Umax := 100.000000;

param: C :=
1	10122.348454
2	14927.294152
3	1408.867051
4	351.775109
5	14.759259
;

param: a :=
1	0.173963
2	0.190009
3	0.148296
4	0.110015
5	0.135721
6	0.172649
7	0.170531
8	0.161634
9	0.175029
10	0.199042
;

param: b :=
1	99.733842
2	83.921180
3	97.874975
4	28.529834
5	50.756488
6	96.130607
7	9.021699
8	22.553577
9	2.802268
10	87.257398
;

param: c :=
1	62.014368
2	92.873031
3	2.213140
4	54.607887
5	58.238600
6	48.531062
7	9.872047
8	81.285573
9	58.061041
10	21.919083
;

param: d :=
1	-11.657305
2	-62.367512
3	-9.413019
4	-58.659040
5	-85.315611
6	-64.941280
7	-67.454936
8	-45.493377
9	-22.757391
10	-46.350469
;

param: weight :=
1	52.243930
2	93.806457
3	41.570797
4	16.657456
5	40.442733
6	11.036823
7	97.390750
8	60.584205
9	93.455357
10	29.312374
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;

