node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,457.0,137.0,243.0,450.0,768.0,7.541176
2.0,200.0,60.0,173.0,320.0,546.0,12.264463
3.0,530.0,159.0,415.0,768.0,1310.0,11.091667
4.0,376.0,113.0,395.0,731.0,1247.0,14.874286
5.0,334.0,101.0,300.0,555.0,946.0,12.705882
6.0,790.0,237.0,248.0,459.0,783.0,4.441441
7.0,375.0,113.0,182.0,337.0,575.0,6.871921
8.0,446.0,134.0,289.0,535.0,912.0,9.172996
9.0,296.0,89.0,371.0,686.0,1170.0,17.755814
10.0,315.0,95.0,117.0,216.0,368.0,5.231939
11.0,681.0,205.0,301.0,556.0,949.0,6.246479
12.0,238.0,72.0,188.0,348.0,593.0,11.171642
13.0,232.0,70.0,184.0,340.0,580.0,11.216374
14.0,569.0,171.0,280.0,517.0,882.0,6.947115
15.0,603.0,181.0,453.0,839.0,1430.0,10.636364
16.0,398.0,120.0,204.0,378.0,645.0,7.268293
17.0,332.0,100.0,195.0,361.0,616.0,8.331522
18.0,524.0,157.0,328.0,608.0,1037.0,8.876513
19.0,223.0,67.0,151.0,279.0,475.0,9.586957
20.0,191.0,58.0,141.0,260.0,444.0,10.407407
21.0,233.0,70.0,196.0,362.0,618.0,11.877778
22.0,376.0,113.0,221.0,408.0,696.0,8.297071
23.0,245.0,74.0,210.0,389.0,663.0,12.12844
24.0,273.0,82.0,161.0,297.0,507.0,8.333333
25.0,638.0,192.0,477.0,883.0,1506.0,10.587983
26.0,314.0,94.0,243.0,449.0,766.0,10.946309
27.0,551.0,166.0,378.0,699.0,1192.0,9.696262
28.0,436.0,131.0,359.0,664.0,1133.0,11.651822
29.0,419.0,126.0,179.0,331.0,564.0,6.025237
30.0,292.0,88.0,252.0,467.0,797.0,12.236111
