node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1625.0,1300.0,968.0,1793.0,3058.0,5.545213
2.0,1867.0,1493.0,798.0,1477.0,2520.0,3.978102
3.0,1630.0,1304.0,907.0,1681.0,2867.0,5.183234
4.0,1263.0,1010.0,1093.0,2024.0,3453.0,8.05905
5.0,1660.0,1328.0,1115.0,2064.0,3521.0,6.251613
6.0,1667.0,1334.0,991.0,1835.0,3131.0,5.53379
7.0,2887.0,2309.0,1684.0,3119.0,5321.0,5.432032
8.0,1021.0,817.0,852.0,1577.0,2691.0,7.771654
9.0,1835.0,1468.0,922.0,1708.0,2913.0,4.676775
10.0,1387.0,1109.0,887.0,1643.0,2802.0,5.956055
11.0,2141.0,1713.0,883.0,1636.0,2791.0,3.840727
12.0,1546.0,1237.0,1325.0,2455.0,4188.0,7.982888
13.0,1264.0,1011.0,769.0,1424.0,2430.0,5.664377
14.0,2560.0,2048.0,1398.0,2589.0,4416.0,5.083558
15.0,1291.0,1033.0,1343.0,2487.0,4243.0,9.690571
16.0,1486.0,1189.0,763.0,1413.0,2409.0,4.778047
17.0,1750.0,1400.0,1121.0,2077.0,3543.0,5.965854
18.0,1193.0,955.0,1027.0,1903.0,3245.0,8.015924
19.0,2009.0,1608.0,1078.0,1997.0,3407.0,4.996793
20.0,1999.0,1599.0,1472.0,2726.0,4651.0,6.858398
21.0,1598.0,1278.0,925.0,1714.0,2923.0,5.391638
22.0,1778.0,1422.0,1260.0,2333.0,3980.0,6.598266
23.0,1960.0,1568.0,637.0,1179.0,2011.0,3.022853
24.0,1520.0,1216.0,745.0,1379.0,2352.0,4.561851
25.0,1454.0,1163.0,1057.0,1957.0,3339.0,6.768844
26.0,1749.0,1399.0,1074.0,1989.0,3392.0,5.716522
27.0,1575.0,1260.0,848.0,1571.0,2680.0,5.015436
28.0,2231.0,1785.0,1270.0,2352.0,4013.0,5.299942
29.0,2201.0,1761.0,1413.0,2617.0,4464.0,5.975552
30.0,2017.0,1613.0,1163.0,2155.0,3675.0,5.371385
