node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,2245.0,674.0,2624.0,4862.0,8293.0,16.560049
2.0,1681.0,505.0,2739.0,5074.0,8655.0,23.084691
3.0,3788.0,1137.0,6540.0,12116.0,20669.0,24.455449
4.0,1166.0,350.0,2687.0,4977.0,8490.0,32.647226
5.0,3850.0,1155.0,3685.0,6826.0,11644.0,13.553613
6.0,2624.0,787.0,3886.0,7199.0,12280.0,20.976407
7.0,2763.0,829.0,4294.0,7954.0,13569.0,22.010421
8.0,1274.0,382.0,3509.0,6501.0,11090.0,39.030675
9.0,688.0,207.0,595.0,1102.0,1879.0,12.241158
10.0,866.0,260.0,1179.0,2185.0,3727.0,19.297784
11.0,4192.0,1258.0,9260.0,17155.0,29266.0,31.286256
12.0,1841.0,553.0,3571.0,6616.0,11287.0,27.473262
13.0,2972.0,892.0,3772.0,6988.0,11921.0,17.978314
14.0,4313.0,1294.0,5557.0,10294.0,17561.0,18.245151
15.0,2318.0,696.0,2731.0,5060.0,8632.0,16.690994
16.0,3370.0,1011.0,7655.0,14182.0,24193.0,32.172348
17.0,1088.0,327.0,2018.0,3738.0,6376.0,26.277839
18.0,2828.0,849.0,4122.0,7636.0,13027.0,20.645896
19.0,3944.0,1183.0,3992.0,7396.0,12617.0,14.336916
20.0,3149.0,945.0,2674.0,4954.0,8451.0,12.025729
