node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,680.0,204.0,923.0,1710.0,2917.0,19.243243
2.0,233.0,70.0,450.0,832.0,1420.0,27.317073
3.0,230.0,69.0,368.0,682.0,1163.0,22.723404
4.0,904.0,272.0,716.0,1326.0,2262.0,11.217391
5.0,371.0,112.0,498.0,922.0,1572.0,18.993151
6.0,655.0,197.0,606.0,1122.0,1915.0,13.11435
7.0,285.0,86.0,219.0,405.0,691.0,10.873563
8.0,633.0,190.0,553.0,1025.0,1748.0,12.383513
9.0,548.0,165.0,517.0,957.0,1633.0,13.367033
10.0,453.0,136.0,426.0,788.0,1344.0,13.310526
11.0,418.0,126.0,593.0,1098.0,1872.0,20.084906
12.0,352.0,106.0,361.0,669.0,1141.0,14.539749
13.0,629.0,189.0,474.0,879.0,1498.0,10.674584
14.0,343.0,103.0,526.0,975.0,1663.0,21.781513
15.0,572.0,172.0,539.0,997.0,1701.0,13.34
16.0,662.0,199.0,463.0,857.0,1461.0,9.898039
17.0,683.0,205.0,692.0,1281.0,2186.0,14.339578
18.0,341.0,103.0,453.0,839.0,1431.0,18.812155
19.0,407.0,123.0,255.0,472.0,805.0,8.858209
20.0,343.0,103.0,448.0,829.0,1415.0,18.529412
21.0,404.0,121.0,362.0,670.0,1143.0,12.701887
22.0,902.0,271.0,522.0,966.0,1648.0,8.191489
23.0,589.0,177.0,618.0,1144.0,1952.0,14.87062
24.0,484.0,146.0,569.0,1053.0,1796.0,16.634058
25.0,416.0,125.0,496.0,918.0,1566.0,16.9
26.0,428.0,129.0,688.0,1274.0,2173.0,22.793103
27.0,280.0,84.0,404.0,747.0,1275.0,20.420513
28.0,365.0,110.0,384.0,711.0,1213.0,14.894273
29.0,104.0,31.0,263.0,487.0,830.0,36.015152
30.0,260.0,78.0,381.0,705.0,1202.0,20.764977
