node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,3071.0,922.0,9087.0,16834.0,28718.0,41.905211
2.0,295.0,89.0,858.0,1589.0,2711.0,41.304878
3.0,2639.0,792.0,5194.0,9621.0,16413.0,27.871245
4.0,3065.0,920.0,4679.0,8668.0,14786.0,21.617938
5.0,1863.0,559.0,4414.0,8178.0,13951.0,33.565052
6.0,2647.0,794.0,4458.0,8259.0,14090.0,23.860238
7.0,3459.0,1038.0,10086.0,18684.0,31874.0,41.298246
8.0,2009.0,603.0,2785.0,5159.0,8800.0,19.629431
9.0,443.0,133.0,1155.0,2140.0,3650.0,36.935135
10.0,1769.0,531.0,3266.0,6051.0,10322.0,26.147436
11.0,2229.0,669.0,4590.0,8503.0,14505.0,29.166667
12.0,1891.0,568.0,2494.0,4620.0,7882.0,18.685279
13.0,3813.0,1144.0,11318.0,20967.0,35768.0,42.040252
14.0,1252.0,376.0,3133.0,5803.0,9899.0,35.439655
15.0,3503.0,1051.0,5286.0,9793.0,16705.0,21.370016
16.0,2497.0,749.0,2953.0,5471.0,9333.0,16.754171
17.0,1564.0,470.0,2062.0,3819.0,6515.0,18.668224
18.0,2434.0,731.0,4994.0,9252.0,15783.0,29.060811
19.0,2775.0,833.0,5205.0,9643.0,16451.0,26.56939
20.0,1636.0,491.0,2801.0,5188.0,8851.0,24.24656
