node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,207.0,62.0,173.0,320.0,545.0,11.830508
2.0,165.0,50.0,145.0,268.0,457.0,12.429688
3.0,205.0,62.0,182.0,337.0,574.0,12.607143
4.0,661.0,199.0,325.0,601.0,1025.0,6.95389
5.0,449.0,135.0,306.0,567.0,967.0,9.646302
6.0,195.0,59.0,224.0,415.0,707.0,16.28125
7.0,553.0,166.0,322.0,596.0,1016.0,8.240964
8.0,476.0,143.0,173.0,321.0,547.0,5.155629
9.0,610.0,183.0,402.0,745.0,1271.0,9.33871
10.0,458.0,138.0,350.0,648.0,1106.0,10.832335
11.0,152.0,46.0,78.0,145.0,246.0,7.283019
12.0,404.0,121.0,275.0,510.0,869.0,9.652344
13.0,415.0,125.0,352.0,652.0,1112.0,12.029851
14.0,447.0,134.0,141.0,260.0,443.0,4.443223
15.0,340.0,102.0,233.0,431.0,735.0,9.697802
16.0,394.0,119.0,199.0,369.0,629.0,7.151786
17.0,761.0,229.0,470.0,871.0,1485.0,8.746212
18.0,784.0,236.0,319.0,590.0,1006.0,5.75039
19.0,567.0,170.0,371.0,687.0,1171.0,9.259928
20.0,296.0,89.0,352.0,652.0,1113.0,16.882353
21.0,313.0,94.0,227.0,419.0,715.0,10.263514
22.0,472.0,142.0,268.0,496.0,846.0,8.029674
23.0,223.0,67.0,158.0,293.0,499.0,10.068966
24.0,101.0,31.0,81.0,150.0,256.0,11.346154
25.0,543.0,163.0,403.0,747.0,1274.0,10.51746
26.0,595.0,179.0,302.0,559.0,954.0,7.192698
27.0,451.0,136.0,246.0,456.0,778.0,7.740741
28.0,212.0,64.0,137.0,254.0,433.0,9.166667
29.0,551.0,166.0,399.0,738.0,1259.0,10.234987
30.0,442.0,133.0,138.0,256.0,436.0,4.422594
