node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,103.0,82.0,557.0,1031.0,1759.0,50.795918
2.0,52.0,42.0,428.0,793.0,1352.0,77.181818
3.0,70.0,56.0,1065.0,1973.0,3366.0,142.5
4.0,70.0,56.0,455.0,843.0,1437.0,60.833333
5.0,145.0,116.0,536.0,993.0,1693.0,34.633333
6.0,109.0,87.0,548.0,1015.0,1731.0,47.222222
7.0,109.0,87.0,570.0,1056.0,1802.0,49.15
8.0,117.0,94.0,524.0,970.0,1654.0,41.858974
9.0,86.0,69.0,328.0,607.0,1035.0,35.772727
10.0,92.0,73.0,404.0,749.0,1277.0,41.232143
11.0,58.0,47.0,590.0,1093.0,1865.0,95.384615
12.0,184.0,147.0,750.0,1389.0,2370.0,38.028169
13.0,143.0,115.0,714.0,1322.0,2255.0,46.511628
14.0,143.0,115.0,649.0,1201.0,2049.0,42.272727
15.0,181.0,145.0,787.0,1458.0,2487.0,40.7
16.0,145.0,116.0,717.0,1328.0,2264.0,46.324675
17.0,103.0,82.0,458.0,848.0,1447.0,41.777778
18.0,21.0,17.0,49.0,91.0,155.0,22.3125
19.0,3.0,2.0,6.0,11.0,18.0,22.0
20.0,3.0,2.0,6.0,11.0,18.0,22.0
21.0,32.0,25.0,155.0,286.0,488.0,46.0
22.0,99.0,79.0,449.0,832.0,1419.0,42.465116
23.0,79.0,63.0,1694.0,3138.0,5353.0,202.2
24.0,118.0,95.0,607.0,1123.0,1916.0,48.0
25.0,139.0,111.0,571.0,1057.0,1802.0,38.473684
26.0,55.0,44.0,300.0,555.0,946.0,51.612903
27.0,98.0,78.0,377.0,698.0,1191.0,36.084746
28.0,51.0,41.0,374.0,692.0,1181.0,69.0
29.0,105.0,84.0,482.0,892.0,1521.0,42.916667
30.0,52.0,42.0,235.0,434.0,741.0,42.272727
31.0,159.0,127.0,601.0,1113.0,1899.0,35.309859
32.0,233.0,187.0,761.0,1410.0,2404.0,30.425532
33.0,201.0,161.0,667.0,1236.0,2108.0,30.992308
34.0,280.0,224.0,807.0,1495.0,2550.0,26.863636
35.0,253.0,202.0,784.0,1451.0,2476.0,28.943089
36.0,137.0,110.0,678.0,1257.0,2143.0,46.153846
37.0,146.0,117.0,722.0,1338.0,2282.0,46.295775
38.0,177.0,142.0,1067.0,1976.0,3371.0,56.296296
39.0,82.0,66.0,494.0,914.0,1559.0,56.296296
40.0,80.0,64.0,510.0,945.0,1611.0,59.925926
41.0,82.0,66.0,351.0,650.0,1108.0,40.0
42.0,112.0,90.0,542.0,1004.0,1712.0,45.189873
43.0,111.0,89.0,646.0,1196.0,2041.0,54.45
44.0,117.0,94.0,445.0,823.0,1404.0,35.53125
45.0,89.0,72.0,618.0,1145.0,1953.0,64.805556
46.0,52.0,42.0,247.0,457.0,780.0,44.5
47.0,134.0,107.0,470.0,870.0,1484.0,32.826087
48.0,69.0,55.0,366.0,677.0,1154.0,49.69697
49.0,16.0,13.0,171.0,316.0,539.0,101.666667
50.0,58.0,47.0,545.0,1009.0,1721.0,88.0
51.0,53.0,43.0,484.0,897.0,1530.0,85.333333
52.0,107.0,86.0,604.0,1119.0,1909.0,52.666667
53.0,88.0,71.0,589.0,1092.0,1862.0,62.608696
54.0,85.0,68.0,451.0,835.0,1423.0,49.913043
55.0,86.0,69.0,1080.0,2000.0,3412.0,118.0
56.0,146.0,117.0,572.0,1059.0,1806.0,36.65
57.0,71.0,57.0,445.0,825.0,1407.0,58.521739
58.0,69.0,55.0,311.0,576.0,982.0,42.272727
59.0,109.0,87.0,418.0,775.0,1321.0,36.026667
60.0,75.0,60.0,208.0,385.0,656.0,25.953488
61.0,135.0,108.0,593.0,1098.0,1873.0,41.043478
62.0,203.0,163.0,675.0,1251.0,2133.0,30.991935
63.0,177.0,142.0,685.0,1268.0,2163.0,36.130435
64.0,106.0,85.0,528.0,977.0,1666.0,46.486486
65.0,75.0,60.0,256.0,474.0,807.0,31.959184
66.0,193.0,154.0,802.0,1484.0,2532.0,38.853147
67.0,183.0,146.0,584.0,1082.0,1846.0,29.814159
68.0,172.0,138.0,590.0,1092.0,1862.0,31.972973
69.0,173.0,139.0,619.0,1147.0,1956.0,33.341667
70.0,97.0,77.0,336.0,623.0,1062.0,32.594203
71.0,85.0,68.0,336.0,622.0,1061.0,37.192982
72.0,29.0,24.0,185.0,342.0,584.0,59.666667
73.0,75.0,60.0,1139.0,2110.0,3598.0,142.5
74.0,3.0,2.0,85.0,158.0,269.0,329.333333
75.0,98.0,78.0,455.0,843.0,1438.0,43.580645
76.0,34.0,27.0,234.0,432.0,737.0,64.615385
77.0,69.0,55.0,1489.0,2758.0,4705.0,202.666667
78.0,50.0,40.0,210.0,389.0,663.0,39.7
79.0,50.0,40.0,267.0,495.0,844.0,50.5
80.0,47.0,38.0,165.0,305.0,520.0,32.735294
81.0,140.0,112.0,727.0,1347.0,2298.0,48.636364
82.0,68.0,54.0,939.0,1738.0,2965.0,130.0
83.0,88.0,71.0,318.0,590.0,1005.0,33.8
84.0,67.0,53.0,343.0,635.0,1083.0,48.333333
85.0,3.0,2.0,6.0,11.0,18.0,22.0
86.0,105.0,84.0,479.0,887.0,1512.0,42.666667
87.0,75.0,60.0,1030.0,1908.0,3255.0,128.888889
88.0,123.0,98.0,680.0,1259.0,2147.0,51.68254
89.0,160.0,128.0,743.0,1376.0,2348.0,43.333333
90.0,155.0,124.0,650.0,1203.0,2052.0,39.052632
91.0,157.0,125.0,614.0,1138.0,1941.0,36.652174
92.0,154.0,123.0,657.0,1217.0,2076.0,39.816667
93.0,83.0,67.0,386.0,714.0,1218.0,43.333333
94.0,85.0,68.0,286.0,529.0,903.0,31.647887
95.0,136.0,109.0,638.0,1182.0,2016.0,43.8
96.0,100.0,80.0,412.0,763.0,1302.0,38.490566
97.0,100.0,80.0,412.0,763.0,1302.0,38.490566
98.0,100.0,80.0,525.0,971.0,1657.0,49.0
99.0,100.0,80.0,478.0,886.0,1511.0,44.686275
100.0,141.0,113.0,483.0,894.0,1524.0,31.973684
