node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1258.0,378.0,327.0,606.0,1034.0,3.681
2.0,2063.0,619.0,441.0,816.0,1393.0,3.0239
3.0,1797.0,539.0,420.0,778.0,1328.0,3.3101
4.0,1879.0,564.0,524.0,971.0,1656.0,3.9504
5.0,2360.0,708.0,480.0,889.0,1516.0,2.878
6.0,986.0,296.0,190.0,352.0,600.0,2.7263
7.0,1330.0,399.0,407.0,754.0,1287.0,4.3345
8.0,1547.0,465.0,400.0,740.0,1262.0,3.6544
9.0,1415.0,425.0,390.0,721.0,1230.0,3.8947
10.0,1777.0,533.0,416.0,770.0,1313.0,3.3123
11.0,1912.0,574.0,578.0,1071.0,1827.0,4.2816
12.0,1150.0,345.0,576.0,1066.0,1818.0,7.0845
13.0,1004.0,301.0,374.0,693.0,1182.0,5.2788
14.0,1021.0,307.0,299.0,554.0,945.0,4.1475
15.0,1415.0,425.0,247.0,456.0,778.0,2.4632
16.0,934.0,281.0,344.0,636.0,1085.0,5.2059
17.0,2144.0,643.0,379.0,701.0,1196.0,2.5
18.0,1163.0,349.0,383.0,709.0,1210.0,4.6596
19.0,1217.0,366.0,294.0,545.0,929.0,3.4189
20.0,1234.0,371.0,354.0,655.0,1118.0,4.0578
21.0,1688.0,507.0,447.0,828.0,1413.0,3.7512
22.0,1552.0,466.0,475.0,880.0,1501.0,4.333
23.0,1275.0,383.0,312.0,577.0,984.0,3.4596
24.0,2110.0,633.0,436.0,807.0,1376.0,2.9224
25.0,2331.0,700.0,513.0,950.0,1621.0,3.1152
26.0,2266.0,680.0,527.0,976.0,1665.0,3.2916
27.0,1042.0,313.0,381.0,706.0,1204.0,5.1758
28.0,971.0,292.0,551.0,1021.0,1741.0,8.0325
29.0,2041.0,613.0,566.0,1048.0,1788.0,3.9271
30.0,1886.0,566.0,497.0,920.0,1570.0,3.7306
