node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,81.0,65.0,107.0,198.0,338.0,12.37931
2.0,565.0,452.0,407.0,754.0,1286.0,6.714286
3.0,844.0,675.0,895.0,1658.0,2829.0,9.878947
4.0,290.0,232.0,319.0,591.0,1008.0,10.27027
5.0,448.0,359.0,414.0,767.0,1308.0,8.607547
6.0,458.0,366.0,636.0,1177.0,2008.0,12.940639
7.0,331.0,265.0,287.0,531.0,906.0,8.086777
8.0,428.0,342.0,408.0,755.0,1288.0,8.879808
9.0,109.0,87.0,261.0,483.0,824.0,22.475
10.0,563.0,451.0,728.0,1349.0,2300.0,12.042042
11.0,154.0,123.0,202.0,373.0,637.0,12.20354
12.0,435.0,348.0,440.0,815.0,1389.0,9.42
13.0,256.0,205.0,445.0,824.0,1405.0,16.194444
14.0,221.0,177.0,377.0,698.0,1191.0,15.882353
15.0,398.0,318.0,446.0,825.0,1407.0,10.434343
16.0,292.0,234.0,511.0,946.0,1613.0,16.298969
17.0,350.0,280.0,480.0,888.0,1515.0,12.777778
18.0,487.0,389.0,412.0,762.0,1300.0,7.88125
19.0,419.0,336.0,513.0,950.0,1621.0,11.400943
20.0,279.0,223.0,444.0,822.0,1402.0,14.837349
21.0,243.0,194.0,414.0,766.0,1306.0,15.871921
22.0,375.0,300.0,632.0,1171.0,1998.0,15.72
23.0,514.0,411.0,409.0,757.0,1290.0,7.4
24.0,465.0,372.0,517.0,957.0,1632.0,10.351064
25.0,365.0,292.0,420.0,778.0,1327.0,10.71875
26.0,392.0,313.0,450.0,833.0,1420.0,10.691275
27.0,397.0,317.0,467.0,864.0,1474.0,10.964286
28.0,344.0,275.0,211.0,391.0,667.0,5.724638
29.0,657.0,526.0,736.0,1363.0,2325.0,10.434409
30.0,475.0,380.0,725.0,1342.0,2289.0,14.227139
