node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1657.0,1325.0,930.0,1722.0,2938.0,5.226581
2.0,1724.0,1379.0,630.0,1166.0,1990.0,3.401224
3.0,1612.0,1290.0,611.0,1132.0,1931.0,3.528893
4.0,1877.0,1502.0,742.0,1374.0,2343.0,3.677892
5.0,1499.0,1200.0,573.0,1061.0,1810.0,3.557164
6.0,1556.0,1245.0,576.0,1067.0,1819.0,3.446211
7.0,1622.0,1297.0,636.0,1177.0,2008.0,3.648406
8.0,1561.0,1249.0,520.0,964.0,1643.0,3.103181
9.0,1502.0,1201.0,677.0,1254.0,2139.0,4.197861
10.0,1841.0,1473.0,791.0,1464.0,2498.0,3.997165
11.0,851.0,681.0,609.0,1128.0,1923.0,6.659607
12.0,1636.0,1309.0,779.0,1442.0,2460.0,4.430782
13.0,1768.0,1415.0,1002.0,1856.0,3166.0,5.27694
14.0,2025.0,1620.0,862.0,1597.0,2724.0,3.964789
15.0,1967.0,1574.0,742.0,1375.0,2345.0,3.512195
16.0,1378.0,1103.0,768.0,1423.0,2428.0,5.191489
17.0,1280.0,1024.0,601.0,1113.0,1898.0,4.371958
18.0,1347.0,1078.0,589.0,1092.0,1862.0,4.073739
19.0,1276.0,1021.0,757.0,1401.0,2390.0,5.519957
20.0,2151.0,1721.0,1017.0,1884.0,3214.0,4.403089
21.0,1424.0,1139.0,600.0,1111.0,1895.0,3.921651
22.0,1396.0,1117.0,613.0,1135.0,1936.0,4.086646
23.0,1269.0,1015.0,496.0,919.0,1568.0,3.641379
24.0,1305.0,1044.0,906.0,1678.0,2862.0,6.464286
25.0,1827.0,1462.0,1071.0,1984.0,3385.0,5.46047
26.0,1769.0,1416.0,700.0,1296.0,2211.0,3.682034
27.0,1151.0,921.0,561.0,1039.0,1773.0,4.537271
28.0,1049.0,840.0,689.0,1276.0,2177.0,6.114323
29.0,1319.0,1056.0,647.0,1197.0,2042.0,4.561837
30.0,1226.0,981.0,770.0,1426.0,2433.0,5.849429
