node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1367.0,411.0,2923.0,5414.0,9236.0,30.279
2.0,1793.0,538.0,2401.0,4447.0,7587.0,18.961
3.0,4903.0,1471.0,3825.0,7086.0,12087.0,11.049
4.0,1497.0,449.0,1367.0,2532.0,4320.0,12.934
5.0,897.0,269.0,1427.0,2643.0,4508.0,22.535
6.0,1358.0,408.0,2015.0,3733.0,6368.0,21.025
7.0,3698.0,1110.0,5831.0,10802.0,18427.0,22.332
8.0,697.0,209.0,1679.0,3109.0,5304.0,34.145
9.0,844.0,254.0,1394.0,2583.0,4406.0,23.401
10.0,4665.0,1400.0,6127.0,11351.0,19364.0,18.603
11.0,2680.0,804.0,2836.0,5254.0,8963.0,14.988
12.0,1651.0,496.0,2233.0,4137.0,7058.0,19.166
13.0,2600.0,780.0,2440.0,4520.0,7710.0,13.291
14.0,1552.0,466.0,1822.0,3374.0,5756.0,16.621
15.0,1280.0,384.0,1304.0,2415.0,4120.0,14.429
16.0,697.0,209.0,492.0,911.0,1554.0,10.0
17.0,2125.0,638.0,5458.0,10110.0,17248.0,36.386
18.0,2921.0,877.0,3685.0,6827.0,11646.0,17.867
19.0,2633.0,790.0,2863.0,5304.0,9048.0,15.399
20.0,812.0,244.0,611.0,1131.0,1929.0,10.653
