node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1871.0,1497.0,531.0,983.0,1676.0,2.639837
2.0,2141.0,1713.0,868.0,1608.0,2743.0,3.774964
3.0,2480.0,1984.0,833.0,1542.0,2631.0,3.126582
4.0,1300.0,1040.0,564.0,1044.0,1780.0,4.035632
5.0,1138.0,911.0,739.0,1368.0,2334.0,6.044643
6.0,1967.0,1574.0,767.0,1420.0,2423.0,3.629239
7.0,791.0,633.0,559.0,1035.0,1765.0,6.575139
8.0,1547.0,1238.0,952.0,1764.0,3009.0,5.73168
9.0,1865.0,1492.0,820.0,1519.0,2590.0,4.092498
10.0,1504.0,1203.0,983.0,1822.0,3107.0,6.088381
11.0,1738.0,1391.0,783.0,1450.0,2473.0,4.19375
12.0,1502.0,1201.0,956.0,1770.0,3019.0,5.925659
13.0,1483.0,1186.0,638.0,1182.0,2016.0,4.007813
14.0,1767.0,1414.0,878.0,1626.0,2773.0,4.625289
15.0,1743.0,1394.0,909.0,1683.0,2872.0,4.855422
16.0,3061.0,2449.0,1090.0,2019.0,3444.0,3.315996
17.0,2044.0,1635.0,907.0,1681.0,2867.0,4.13285
18.0,2605.0,2084.0,1210.0,2241.0,3823.0,4.325409
19.0,1333.0,1066.0,524.0,971.0,1656.0,3.662192
20.0,1297.0,1037.0,619.0,1147.0,1956.0,4.446118
21.0,2020.0,1616.0,1014.0,1878.0,3204.0,4.674419
22.0,1624.0,1299.0,1066.0,1975.0,3369.0,6.11366
23.0,1119.0,895.0,983.0,1821.0,3107.0,8.183439
24.0,2038.0,1631.0,1159.0,2148.0,3663.0,5.296828
25.0,2422.0,1938.0,809.0,1498.0,2555.0,3.108654
26.0,2740.0,2192.0,1763.0,3266.0,5571.0,5.991162
27.0,1727.0,1382.0,786.0,1455.0,2482.0,4.23419
28.0,1627.0,1301.0,665.0,1232.0,2101.0,3.806366
29.0,1042.0,834.0,759.0,1406.0,2398.0,6.78125
30.0,1511.0,1209.0,884.0,1637.0,2793.0,5.446125
