node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1179.0,943.0,5273.0,9769.0,16666.0,41.672431
2.0,2683.0,2146.0,7863.0,14566.0,24849.0,27.300984
3.0,2480.0,1984.0,10522.0,19493.0,33254.0,39.523161
4.0,2583.0,2066.0,3100.0,5743.0,9797.0,11.177815
5.0,1623.0,1298.0,6139.0,11373.0,19401.0,35.235572
6.0,2579.0,2064.0,8385.0,15534.0,26500.0,30.27907
7.0,2873.0,2299.0,8591.0,15916.0,27151.0,27.848665
8.0,4162.0,3330.0,10640.0,19711.0,33626.0,23.808646
9.0,2774.0,2219.0,8932.0,16547.0,28227.0,29.992354
10.0,763.0,610.0,2615.0,4844.0,8263.0,31.949686
11.0,2349.0,1879.0,7703.0,14271.0,24345.0,30.545965
12.0,1838.0,1470.0,3626.0,6717.0,11459.0,18.378218
13.0,2260.0,1808.0,9938.0,18410.0,31407.0,40.955801
14.0,1523.0,1219.0,5740.0,10634.0,18140.0,35.100787
15.0,2493.0,1994.0,10043.0,18606.0,31740.0,37.524361
16.0,1540.0,1232.0,4845.0,8975.0,15310.0,29.301527
17.0,3519.0,2815.0,8476.0,15703.0,26788.0,22.434168
18.0,1508.0,1206.0,6057.0,11220.0,19141.0,37.420256
19.0,3398.0,2718.0,13841.0,25641.0,43743.0,37.941092
20.0,1526.0,1221.0,4962.0,9192.0,15681.0,30.294025
