node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,910.0,273.0,947.0,1755.0,2993.0,14.741525
2.0,1531.0,460.0,1130.0,2094.0,3571.0,10.457481
3.0,1451.0,436.0,943.0,1747.0,2980.0,9.202881
4.0,1676.0,503.0,860.0,1593.0,2718.0,7.267857
5.0,1075.0,323.0,1079.0,1999.0,3410.0,14.224964
6.0,1551.0,466.0,1027.0,1902.0,3244.0,9.373724
7.0,1574.0,472.0,1696.0,3141.0,5359.0,15.261787
8.0,1167.0,350.0,1110.0,2057.0,3509.0,13.477333
9.0,1017.0,305.0,613.0,1135.0,1936.0,8.532927
10.0,1489.0,447.0,1345.0,2491.0,4250.0,12.796143
11.0,1558.0,468.0,1507.0,2791.0,4761.0,13.695967
12.0,1317.0,395.0,1242.0,2301.0,3925.0,13.36052
13.0,1095.0,329.0,1085.0,2011.0,3430.0,14.040562
14.0,1249.0,375.0,942.0,1745.0,2977.0,10.688264
15.0,1840.0,552.0,1392.0,2578.0,4397.0,10.709808
16.0,2084.0,625.0,1096.0,2030.0,3463.0,7.447679
17.0,1281.0,385.0,1572.0,2912.0,4967.0,17.380952
18.0,1419.0,426.0,1207.0,2236.0,3814.0,12.049123
19.0,1121.0,337.0,1060.0,1963.0,3349.0,13.387435
20.0,2177.0,654.0,1244.0,2304.0,3931.0,8.090231
