node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1871.0,562.0,349.0,647.0,1103.0,2.639837
2.0,2141.0,643.0,571.0,1058.0,1804.0,3.774964
3.0,2480.0,744.0,548.0,1014.0,1730.0,3.126582
4.0,1300.0,390.0,371.0,687.0,1171.0,4.035632
5.0,1138.0,342.0,486.0,900.0,1535.0,6.044643
6.0,1967.0,591.0,505.0,934.0,1593.0,3.629239
7.0,791.0,238.0,368.0,681.0,1161.0,6.575139
8.0,1547.0,465.0,627.0,1160.0,1979.0,5.73168
9.0,1865.0,560.0,539.0,999.0,1704.0,4.092498
10.0,1504.0,452.0,647.0,1198.0,2043.0,6.088381
11.0,1738.0,522.0,515.0,954.0,1627.0,4.19375
12.0,1502.0,451.0,629.0,1164.0,1986.0,5.925659
13.0,1483.0,445.0,420.0,777.0,1326.0,4.007813
14.0,1767.0,530.0,577.0,1069.0,1824.0,4.625289
15.0,1743.0,523.0,598.0,1107.0,1888.0,4.855422
16.0,3061.0,919.0,717.0,1328.0,2265.0,3.315996
17.0,2044.0,614.0,597.0,1105.0,1885.0,4.13285
18.0,2605.0,782.0,796.0,1474.0,2514.0,4.325409
19.0,1333.0,400.0,345.0,639.0,1089.0,3.662192
20.0,1297.0,389.0,407.0,754.0,1286.0,4.446118
21.0,2020.0,606.0,667.0,1235.0,2107.0,4.674419
22.0,1624.0,488.0,701.0,1299.0,2216.0,6.11366
23.0,1119.0,336.0,647.0,1198.0,2043.0,8.183439
24.0,2038.0,612.0,763.0,1412.0,2409.0,5.296828
25.0,2422.0,727.0,532.0,985.0,1680.0,3.108654
26.0,2740.0,822.0,1159.0,2148.0,3663.0,5.991162
27.0,1727.0,519.0,517.0,957.0,1632.0,4.23419
28.0,1627.0,488.0,438.0,810.0,1382.0,3.806366
29.0,1042.0,313.0,499.0,924.0,1577.0,6.78125
30.0,1511.0,454.0,581.0,1077.0,1837.0,5.446125
