node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1155.0,347.0,364.0,674.0,1150.0,4.463104
2.0,1078.0,324.0,480.0,888.0,1515.0,6.296623
3.0,826.0,248.0,418.0,775.0,1321.0,7.169734
4.0,1250.0,375.0,545.0,1010.0,1723.0,6.177741
5.0,1009.0,303.0,595.0,1102.0,1879.0,8.349711
6.0,667.0,200.0,361.0,669.0,1140.0,7.670077
7.0,1377.0,413.0,451.0,836.0,1426.0,4.639413
8.0,1493.0,448.0,678.0,1256.0,2142.0,6.426966
9.0,1456.0,437.0,715.0,1323.0,2257.0,6.946886
10.0,1304.0,391.0,570.0,1055.0,1800.0,6.187105
11.0,1226.0,368.0,576.0,1067.0,1820.0,6.654428
12.0,1053.0,316.0,649.0,1201.0,2049.0,8.722857
13.0,1223.0,367.0,491.0,909.0,1551.0,5.681992
14.0,891.0,268.0,435.0,805.0,1373.0,6.905797
15.0,1855.0,557.0,877.0,1624.0,2770.0,6.692893
16.0,1477.0,443.0,698.0,1293.0,2206.0,6.694611
17.0,1490.0,447.0,741.0,1373.0,2342.0,7.044554
18.0,1583.0,475.0,623.0,1153.0,1967.0,5.565878
19.0,980.0,294.0,677.0,1254.0,2139.0,9.784483
20.0,1642.0,493.0,735.0,1361.0,2322.0,6.337638
