node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1267.0,1013.0,1460.0,2704.0,4612.0,10.733
2.0,2458.0,1967.0,4907.0,9091.0,15509.0,18.5947
3.0,1603.0,1282.0,2586.0,4790.0,8170.0,15.0274
4.0,1709.0,1368.0,2637.0,4885.0,8332.0,14.3677
5.0,5029.0,4023.0,7075.0,13106.0,22358.0,13.1027
6.0,3581.0,2865.0,4303.0,7972.0,13600.0,11.191
7.0,724.0,579.0,1616.0,2994.0,5108.0,20.798
8.0,3317.0,2654.0,4024.0,7454.0,12716.0,11.2969
9.0,1547.0,1238.0,2038.0,3775.0,6439.0,12.2651
10.0,2605.0,2084.0,4896.0,9070.0,15472.0,17.5076
11.0,189.0,151.0,326.0,604.0,1030.0,16.1013
12.0,1412.0,1129.0,4232.0,7840.0,13375.0,27.9259
13.0,2276.0,1821.0,7346.0,13608.0,23215.0,30.0657
14.0,1663.0,1330.0,2779.0,5148.0,8781.0,15.5678
15.0,2959.0,2367.0,4200.0,7781.0,13273.0,13.2216
16.0,2500.0,2000.0,2695.0,4993.0,8517.0,10.0397
17.0,3447.0,2758.0,8307.0,15390.0,26254.0,22.4465
18.0,1480.0,1184.0,1552.0,2876.0,4905.0,9.7683
19.0,2287.0,1829.0,4709.0,8723.0,14880.0,19.18
20.0,2863.0,2290.0,5789.0,10725.0,18296.0,18.8368
