# seed = 8

param N := 10;

param M := 1;

param Umax := 100.000000;

param: C :=
1	29800.000000
;

param: a :=
1	0.169625
2	0.139067
3	0.173933
4	0.151871
5	0.196799
6	0.162385
7	0.190247
8	0.130511
9	0.110568
10	0.197281
;

param: b :=
1	87.846521
2	61.847201
3	17.218380
4	98.828133
5	68.876117
6	44.808717
7	34.230502
8	73.887303
9	26.044260
10	7.496464
;

param: c :=
1	63.780741
2	77.996282
3	48.645380
4	43.718426
5	37.941285
6	8.379926
7	57.743005
8	32.685895
9	25.371215
10	90.037852
;

param: d :=
1	-63.395204
2	-64.084324
3	-91.723702
4	-44.540196
5	-78.519937
6	-13.130233
7	-53.792525
8	-39.084409
9	-3.454900
10	-89.871998
;

param: weight :=
1	69.000000
2	90.000000
3	6.000000
4	86.000000
5	33.000000
6	46.000000
7	50.000000
8	66.000000
9	51.000000
10	99.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;
