solving instance mcnd nodes c25_100_10_V_L_5 3 6 sinabc2
presolving:
(round 1, fast)       127 del vars, 149 del conss, 0 add conss, 160 chg bounds, 0 chg sides, 12 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       127 del vars, 149 del conss, 0 add conss, 160 chg bounds, 0 chg sides, 139 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 3, exhaustive) 127 del vars, 354 del conss, 0 add conss, 160 chg bounds, 107 chg sides, 139 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 4, exhaustive) 127 del vars, 354 del conss, 0 add conss, 160 chg bounds, 107 chg sides, 139 chg coeffs, 873 upgd conss, 0 impls, 0 clqs
   (0.0s) probing: 51/98 (52.0%) - 0 fixings, 0 aggregations, 0 implications, 0 bound changes
   (0.0s) probing aborted: 50/50 successive totally useless probings
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present (symcode time: 0.00)
presolving (5 rounds: 5 fast, 3 medium, 3 exhaustive):
 127 deleted vars, 354 deleted constraints, 0 added constraints, 160 tightened bounds, 0 added holes, 107 changed sides, 0 changed coefficients
 873 implications, 0 cliques
presolved problem has 1148 variables (98 bin, 0 int, 0 impl, 1050 cont) and 1271 constraints
    873 constraints of type <varbound>
    373 constraints of type <linear>
     25 constraints of type <nonlinear>
Presolving Time: 0.03

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
t 0.1s|     1 |     0 |  1198 |     - |  trysol|   0 |1223 |1271 |1496 |   0 |  0 |   0 |   0 | 1.077787e+02 | 7.515190e+03 |6872.79%| unknown
  0.2s|     1 |     0 |  2801 |     - |    14M |   0 |1223 |1271 |1496 |   0 |  0 |   0 |   0 | 1.474184e+03 | 7.515190e+03 | 409.79%| unknown
t 0.2s|     1 |     0 |  3548 |     - |  trysol|   0 |1223 |1271 |1496 |   0 |  0 |   0 |   0 | 1.474184e+03 | 2.424445e+03 |  64.46%| unknown
  0.3s|     1 |     0 |  3733 |     - |    15M |   0 |1223 |1271 |1519 |  23 |  1 |   0 |   0 | 1.484390e+03 | 2.424445e+03 |  63.33%| unknown
t 0.3s|     1 |     0 |  3733 |     - |  trysol|   0 |1223 |1271 |1519 |  23 |  1 |   0 |   0 | 1.484390e+03 | 2.072503e+03 |  39.62%| unknown
  0.3s|     1 |     0 |  3733 |     - |    15M |   0 |1223 |1271 |1519 |  23 |  1 |   0 |   0 | 1.484390e+03 | 2.072503e+03 |  39.62%| unknown
  0.3s|     1 |     0 |  3733 |     - |    15M |   0 |1223 |1271 |1519 |  23 |  1 |   0 |   0 | 1.484390e+03 | 2.072503e+03 |  39.62%| unknown
  0.3s|     1 |     0 |  3966 |     - |    16M |   0 |1223 |1271 |1538 |  42 |  2 |   0 |   0 | 1.492475e+03 | 2.072503e+03 |  38.86%| unknown
  0.3s|     1 |     0 |  4068 |     - |    16M |   0 |1223 |1271 |1551 |  55 |  3 |   0 |   0 | 1.497828e+03 | 2.072503e+03 |  38.37%| unknown
t 0.3s|     1 |     0 |  4068 |     - |  trysol|   0 |1223 |1271 |1551 |  55 |  3 |   0 |   0 | 1.497828e+03 | 2.072282e+03 |  38.35%| unknown
  0.4s|     1 |     0 |  4227 |     - |    17M |   0 |1223 |1271 |1555 |  59 |  4 |   0 |   0 | 1.500004e+03 | 2.072282e+03 |  38.15%| unknown
  0.4s|     1 |     0 |  4446 |     - |    17M |   0 |1223 |1271 |1561 |  65 |  5 |   0 |   0 | 1.501906e+03 | 2.072282e+03 |  37.98%| unknown
  0.5s|     1 |     0 |  4710 |     - |    19M |   0 |1223 |1271 |1579 |  83 |  6 |   0 |   0 | 1.504260e+03 | 2.072282e+03 |  37.76%| unknown
  0.5s|     1 |     0 |  4912 |     - |    20M |   0 |1223 |1271 |1595 |  99 |  7 |   0 |   0 | 1.506321e+03 | 2.072282e+03 |  37.57%| unknown
  0.6s|     1 |     0 |  4986 |     - |    21M |   0 |1223 |1271 |1609 | 113 |  8 |   0 |   0 | 1.506661e+03 | 2.072282e+03 |  37.54%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.6s|     1 |     0 |  5184 |     - |    21M |   0 |1223 |1271 |1619 | 123 |  9 |   0 |   0 | 1.507229e+03 | 2.072282e+03 |  37.49%| unknown
  0.7s|     1 |     0 |  5217 |     - |    22M |   0 |1223 |1271 |1621 | 125 | 10 |   0 |   0 | 1.507253e+03 | 2.072282e+03 |  37.49%| unknown
  0.7s|     1 |     0 |  5379 |     - |    22M |   0 |1223 |1271 |1622 | 126 | 11 |   0 |   0 | 1.507398e+03 | 2.072282e+03 |  37.47%| unknown
  0.7s|     1 |     0 |  5528 |     - |    23M |   0 |1223 |1271 |1634 | 138 | 12 |   0 |   0 | 1.507552e+03 | 2.072282e+03 |  37.46%| unknown
  0.8s|     1 |     0 |  5719 |     - |    23M |   0 |1223 |1271 |1635 | 139 | 13 |   0 |   0 | 1.507722e+03 | 2.072282e+03 |  37.44%| unknown
  0.8s|     1 |     0 |  5732 |     - |    23M |   0 |1223 |1271 |1433 | 144 | 14 |   0 |   0 | 1.507723e+03 | 2.072282e+03 |  37.44%| unknown
  0.8s|     1 |     0 |  5743 |     - |    23M |   0 |1223 |1271 |1437 | 148 | 15 |   0 |   0 | 1.507729e+03 | 2.072282e+03 |  37.44%| unknown
  0.8s|     1 |     0 |  5816 |     - |    23M |   0 |1223 |1271 |1440 | 151 | 16 |   0 |   0 | 1.507735e+03 | 2.072282e+03 |  37.44%| unknown
  0.9s|     1 |     0 |  5826 |     - |    23M |   0 |1223 |1271 |1442 | 153 | 17 |   0 |   0 | 1.507735e+03 | 2.072282e+03 |  37.44%| unknown
  0.9s|     1 |     0 |  5827 |     - |    24M |   0 |1223 |1271 |1444 | 155 | 18 |   0 |   0 | 1.507735e+03 | 2.072282e+03 |  37.44%| unknown
  1.1s|     1 |     0 |  7869 |     - |    24M |   0 |1223 |1271 |1444 | 155 | 19 |   0 |   0 | 1.507735e+03 | 2.072282e+03 |  37.44%| unknown
