solving instance mcf nodes c25_100_10_F_L_5 3 6 log
presolving:
(round 1, fast)       150 del vars, 150 del conss, 0 add conss, 25 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       225 del vars, 150 del conss, 0 add conss, 25 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 3, fast)       225 del vars, 150 del conss, 0 add conss, 25 chg bounds, 75 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present (symcode time: 0.00)
presolving (4 rounds: 4 fast, 1 medium, 1 exhaustive):
 225 deleted vars, 150 deleted constraints, 0 added constraints, 25 tightened bounds, 0 added holes, 75 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 1050 variables (0 bin, 0 int, 0 impl, 1050 cont) and 375 constraints
    350 constraints of type <linear>
     25 constraints of type <nonlinear>
Presolving Time: 0.01

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.1s|     1 |     0 |  1101 |     - |    10M |   0 |1100 | 375 | 400 |   0 |  0 |   0 |   0 | 1.164128e+03 |      --      |    Inf | unknown
L 0.5s|     1 |     0 |  1101 |     - |  subnlp|   0 |1100 | 375 | 400 |   0 |  0 |   0 |   0 | 1.164128e+03 | 2.170086e+03 |  86.41%| unknown
  0.5s|     1 |     0 |  1101 |     - |    10M |   0 |1100 | 375 | 400 |   0 |  1 |   0 |   0 | 1.164128e+03 | 2.170086e+03 |  86.41%| unknown
  0.7s|     1 |     0 |  1101 |     - |    10M |   0 |1100 | 375 | 400 |   0 |  2 |   0 |   0 | 1.164128e+03 | 2.170086e+03 |  86.41%| unknown
  0.7s|     1 |     0 |  2146 |     - |    10M |   0 |1100 | 375 | 400 |   0 |  3 |   0 |   0 | 1.427462e+03 | 2.170086e+03 |  52.02%| unknown
  0.8s|     1 |     0 |  2239 |     - |    10M |   0 |1100 | 375 | 407 |   7 |  4 |   0 |   0 | 1.724257e+03 | 2.170086e+03 |  25.86%| unknown
  0.8s|     1 |     0 |  2239 |     - |    10M |   0 |1100 | 375 | 407 |   7 |  5 |   0 |   0 | 1.724257e+03 | 2.170086e+03 |  25.86%| unknown
  0.8s|     1 |     0 |  2239 |     - |    10M |   0 |1100 | 375 | 407 |   7 |  6 |   0 |   0 | 1.724257e+03 | 2.170086e+03 |  25.86%| unknown
  0.8s|     1 |     2 |  2239 |     - |    10M |   0 |1100 | 375 | 407 |   7 |  7 |   0 |   0 | 1.724257e+03 | 2.170086e+03 |  25.86%| unknown
L 1.0s|     2 |     3 |  2239 | 908.0 |  subnlp|   1 |1100 | 375 | 399 |   7 |  4 |   0 |   0 | 1.724257e+03 | 2.064582e+03 |  19.74%| unknown
L 1.1s|     3 |     4 |  2239 | 454.0 |  subnlp|   2 |1100 | 375 | 399 |   7 |  4 |   0 |   0 | 1.724257e+03 | 2.064582e+03 |  19.74%| unknown
  1.7s|   100 |    87 |  4608 |  33.1 |    11M |  23 |1100 | 375 | 405 |  41 |  4 |   0 |   0 | 1.768273e+03 | 2.064582e+03 |  16.76%|  49.22%
  2.1s|   200 |   181 |  8183 |  34.4 |    12M |  28 |1100 | 375 | 402 | 115 |  1 |   0 |   0 | 1.823854e+03 | 2.064582e+03 |  13.20%|  51.29%
  2.4s|   300 |   261 | 11576 |  34.3 |    12M |  31 |1100 | 375 | 409 | 195 |  2 |   0 |   0 | 1.856380e+03 | 2.064582e+03 |  11.22%|  52.99%
  2.6s|   400 |   329 | 14851 |  33.9 |    13M |  31 |1100 | 375 | 404 | 263 |  5 |   0 |   0 | 1.871997e+03 | 2.064582e+03 |  10.29%|  55.03%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  2.9s|   500 |   385 | 18351 |  34.1 |    14M |  31 |1100 | 375 | 404 | 329 |  0 |   0 |   0 | 1.884564e+03 | 2.064582e+03 |   9.55%|  55.50%
d 3.2s|   560 |   415 | 20234 |  33.8 |adaptive|  31 |1100 | 375 | 406 | 367 |  4 |   0 |   0 | 1.884766e+03 | 2.064582e+03 |   9.54%|  55.53%
L 3.6s|   561 |   414 | 20264 |  33.8 |  subnlp|  31 |1100 | 375 | 407 | 368 |  5 |   0 |   0 | 1.884766e+03 | 2.063299e+03 |   9.47%|  55.53%
  3.7s|   600 |   429 | 21500 |  33.7 |    15M |  31 |1100 | 375 | 409 | 395 |  5 |   0 |   0 | 1.889186e+03 | 2.063299e+03 |   9.22%|  55.79%
  4.2s|   700 |   477 | 24938 |  33.8 |    15M |  32 |1100 | 375 | 407 | 453 |  4 |   0 |   0 | 1.895703e+03 | 2.063299e+03 |   8.84%|  56.43%
  4.5s|   800 |   537 | 28003 |  33.4 |    15M |  34 |1100 | 375 | 403 | 524 |  5 |   0 |   0 | 1.897736e+03 | 2.063299e+03 |   8.72%|  56.92%
  4.8s|   900 |   595 | 31413 |  33.5 |    15M |  34 |1100 | 375 | 408 | 586 |  4 |   0 |   0 | 1.901675e+03 | 2.063299e+03 |   8.50%|  57.51%
  5.0s|  1000 |   649 | 35047 |  33.7 |    15M |  34 |1100 | 375 | 408 | 649 |  4 |   0 |   0 | 1.904658e+03 | 2.063299e+03 |   8.33%|  58.02%
  5.3s|  1100 |   707 | 38123 |  33.5 |    15M |  35 |1100 | 375 | 407 | 709 |  5 |   0 |   0 | 1.909689e+03 | 2.063299e+03 |   8.04%|  58.26%
  5.5s|  1200 |   757 | 41316 |  33.3 |    16M |  36 |1100 | 375 | 411 | 772 |  2 |   0 |   0 | 1.914366e+03 | 2.063299e+03 |   7.78%|  58.70%
  6.0s|  1300 |   809 | 44130 |  32.9 |    16M |  36 |1100 | 375 | 412 | 835 |  2 |   0 |   0 | 1.918632e+03 | 2.063299e+03 |   7.54%|  58.94%
  6.2s|  1400 |   863 | 46800 |  32.5 |    16M |  36 |1100 | 375 | 406 | 898 |  5 |   0 |   0 | 1.919549e+03 | 2.063299e+03 |   7.49%|  59.33%
  6.4s|  1500 |   919 | 49404 |  32.1 |    16M |  36 |1100 | 375 | 406 | 961 |  5 |   0 |   0 | 1.922849e+03 | 2.063299e+03 |   7.30%|  59.67%
  6.7s|  1600 |   985 | 52182 |  31.8 |    16M |  37 |1100 | 375 | 405 |1025 |  4 |   0 |   0 | 1.928919e+03 | 2.063299e+03 |   6.97%|  59.94%
  6.9s|  1700 |  1039 | 54641 |  31.4 |    16M |  37 |1100 | 375 | 412 |1085 |  5 |   0 |   0 | 1.930070e+03 | 2.063299e+03 |   6.90%|  60.12%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  7.3s|  1800 |  1099 | 57559 |  31.3 |    17M |  37 |1100 | 375 | 410 |1147 |  2 |   0 |   0 | 1.932242e+03 | 2.063299e+03 |   6.78%|  60.55%
  7.5s|  1900 |  1157 | 60140 |  31.0 |    17M |  37 |1100 | 375 | 405 |1219 |  3 |   0 |   0 | 1.933032e+03 | 2.063299e+03 |   6.74%|  60.90%
  7.8s|  2000 |  1209 | 62642 |  30.7 |    17M |  37 |1100 | 375 | 416 |1284 |  0 |   0 |   0 | 1.935740e+03 | 2.063299e+03 |   6.59%|  61.20%
  8.0s|  2100 |  1265 | 65219 |  30.4 |    17M |  37 |1100 | 375 | 406 |1347 |  5 |   0 |   0 | 1.940486e+03 | 2.063299e+03 |   6.33%|  61.61%
  8.4s|  2200 |  1323 | 67606 |  30.1 |    18M |  38 |1100 | 375 | 418 |1411 |  2 |   0 |   0 | 1.941432e+03 | 2.063299e+03 |   6.28%|  61.84%
  8.6s|  2300 |  1381 | 69893 |  29.8 |    19M |  39 |1100 | 375 | 402 |1474 |  5 |   0 |   0 | 1.942681e+03 | 2.063299e+03 |   6.21%|  62.22%
  8.8s|  2400 |  1431 | 72393 |  29.6 |    19M |  39 |1100 | 375 | 412 |1540 |  1 |   0 |   0 | 1.943852e+03 | 2.063299e+03 |   6.14%|  62.45%
  9.1s|  2500 |  1499 | 74743 |  29.4 |    19M |  39 |1100 | 375 | 412 |1615 |  2 |   0 |   0 | 1.944874e+03 | 2.063299e+03 |   6.09%|  62.61%
  9.3s|  2600 |  1539 | 77097 |  29.2 |    19M |  39 |1100 | 375 | 414 |1687 |  5 |   0 |   0 | 1.947490e+03 | 2.063299e+03 |   5.95%|  62.82%
  9.7s|  2700 |  1583 | 79287 |  28.9 |    20M |  39 |1100 | 375 | 410 |1745 |  4 |   0 |   0 | 1.950505e+03 | 2.063299e+03 |   5.78%|  63.71%
 10.0s|  2800 |  1643 | 81684 |  28.7 |    20M |  39 |1100 | 375 | 412 |1817 |  5 |   0 |   0 | 1.950831e+03 | 2.063299e+03 |   5.77%|  63.95%
 10.2s|  2900 |  1693 | 84132 |  28.6 |    20M |  39 |1100 | 375 | 406 |1879 |  3 |   0 |   0 | 1.954516e+03 | 2.063299e+03 |   5.57%|  64.31%
 10.5s|  3000 |  1747 | 86419 |  28.4 |    20M |  41 |1100 | 375 | 403 |1947 |  5 |   0 |   0 | 1.955224e+03 | 2.063299e+03 |   5.53%|  64.40%
 10.7s|  3100 |  1785 | 88405 |  28.1 |    20M |  41 |1100 | 375 | 415 |2010 |  0 |   0 |   0 | 1.955807e+03 | 2.063299e+03 |   5.50%|  64.77%
 11.0s|  3200 |  1827 | 90469 |  27.9 |    20M |  41 |1100 | 375 | 409 |2077 |  2 |   0 |   0 | 1.956772e+03 | 2.063299e+03 |   5.44%|  64.93%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 11.3s|  3300 |  1865 | 92809 |  27.7 |    20M |  41 |1100 | 375 | 415 |2149 |  0 |   0 |   0 | 1.957233e+03 | 2.063299e+03 |   5.42%|  65.13%
 11.5s|  3400 |  1919 | 94846 |  27.5 |    21M |  41 |1100 | 375 | 415 |2221 |  1 |   0 |   0 | 1.958147e+03 | 2.063299e+03 |   5.37%|  65.23%
 11.7s|  3500 |  1957 | 96928 |  27.3 |    21M |  41 |1100 | 375 | 412 |2285 |  1 |   0 |   0 | 1.960615e+03 | 2.063299e+03 |   5.24%|  65.38%
 11.9s|  3600 |  2023 | 98974 |  27.1 |    21M |  42 |1100 | 375 | 412 |2366 |  2 |   0 |   0 | 1.962980e+03 | 2.063299e+03 |   5.11%|  65.52%
 12.1s|  3700 |  2081 |101271 |  27.0 |    21M |  42 |1100 | 375 | 414 |2441 |  4 |   0 |   0 | 1.964897e+03 | 2.063299e+03 |   5.01%|  65.69%
d12.3s|  3716 |  2087 |101726 |  27.0 |adaptive|  42 |1100 | 375 | 406 |2453 |  2 |   0 |   0 | 1.964897e+03 | 2.063296e+03 |   5.01%|  65.73%
 12.6s|  3800 |  2141 |103358 |  26.9 |    21M |  42 |1100 | 375 | 414 |2519 |  2 |   0 |   0 | 1.964897e+03 | 2.063296e+03 |   5.01%|  65.77%
 12.9s|  3900 |  2191 |105661 |  26.8 |    21M |  42 |1100 | 375 | 414 |2600 |  5 |   0 |   0 | 1.964897e+03 | 2.063296e+03 |   5.01%|  65.83%
 13.3s|  4000 |  2239 |107775 |  26.6 |    22M |  42 |1100 | 375 | 412 |2682 |  0 |   0 |   0 | 1.964897e+03 | 2.063296e+03 |   5.01%|  65.88%
 13.5s|  4100 |  2277 |109746 |  26.4 |    22M |  42 |1100 | 375 | 420 |2756 |  0 |   0 |   0 | 1.966757e+03 | 2.063296e+03 |   4.91%|  65.96%
 13.7s|  4200 |  2321 |111576 |  26.3 |    22M |  42 |1100 | 375 | 406 |2827 |  5 |   0 |   0 | 1.967992e+03 | 2.063296e+03 |   4.84%|  66.08%
 14.0s|  4300 |  2377 |113532 |  26.1 |    22M |  42 |1100 | 375 | 404 |2905 |  0 |   0 |   0 | 1.970050e+03 | 2.063296e+03 |   4.73%|  66.15%
 14.2s|  4400 |  2435 |115458 |  25.9 |    22M |  42 |1100 | 375 | 405 |2978 |  5 |   0 |   0 | 1.970197e+03 | 2.063296e+03 |   4.73%|  66.21%
 14.4s|  4500 |  2495 |117256 |  25.8 |    24M |  42 |1100 | 375 | 414 |3057 |  2 |   0 |   0 | 1.970529e+03 | 2.063296e+03 |   4.71%|  66.25%
 14.7s|  4600 |  2553 |119012 |  25.6 |    24M |  42 |1100 | 375 | 410 |3138 |  5 |   0 |   0 | 1.971560e+03 | 2.063296e+03 |   4.65%|  66.32%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 15.0s|  4700 |  2603 |120979 |  25.5 |    24M |  42 |1100 | 375 | 418 |3218 |  2 |   0 |   0 | 1.972720e+03 | 2.063296e+03 |   4.59%|  66.45%
