# seed = 1254829604

param N := 10;

param M := 10;

param Umax := 100.000000;

param: C :=
1	13224.309908
2	2010.886292
3	4343.184441
4	3827.257058
5	2455.914484
6	576.614312
7	514.660370
8	3.497679
9	2.940109
10	2.203161
;

param: a :=
1	0.174446
2	0.183012
3	0.161144
4	0.105495
5	0.137531
6	0.146511
7	0.176436
8	0.160606
9	0.158963
10	0.107778
;

param: b :=
1	84.801568
2	19.926691
3	53.615884
4	73.293942
5	62.606975
6	71.410688
7	46.663096
8	90.314492
9	76.025775
10	34.709613
;

param: c :=
1	30.865894
2	54.275410
3	70.250900
4	69.328685
5	2.789243
6	4.740693
7	22.245248
8	95.607582
9	40.653260
10	35.567933
;

param: d :=
1	-70.982206
2	-3.277117
3	-13.751784
4	-60.278520
5	-45.571038
6	-27.782408
7	-92.697773
8	-85.118386
9	-70.785763
10	-22.893117
;

param: weight :=
1	38.977347
2	63.722198
3	67.453689
4	14.346181
5	16.231581
6	38.069243
7	75.924081
8	87.167002
9	62.651251
10	74.686782
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;

