solving instance mcf arcs c25_100_30_V_T_5 3 6 sqrt
presolving:
(round 1, fast)       164 del vars, 157 del conss, 0 add conss, 136 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
(round 2, fast)       189 del vars, 157 del conss, 0 add conss, 136 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present (symcode time: 0.00)
presolving (3 rounds: 3 fast, 1 medium, 1 exhaustive):
 189 deleted vars, 157 deleted constraints, 0 added constraints, 136 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 3161 variables (0 bin, 0 int, 0 impl, 3161 cont) and 943 constraints
    843 constraints of type <linear>
    100 constraints of type <nonlinear>
Presolving Time: 0.03

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  1.1s|     1 |     0 | 10797 |     - |    26M |   0 |3361 | 943 |1043 |   0 |  0 |   0 |   0 | 4.632785e+05 |      --      |    Inf | unknown
 17.1s|     1 |     0 | 89207 |     - |    26M |   0 |3361 | 943 |1043 |   0 |  1 |   0 |   0 | 4.806815e+05 |      --      |    Inf | unknown
 17.3s|     1 |     0 | 90863 |     - |    26M |   0 |3361 | 943 |1057 |  14 |  2 |   0 |   0 | 6.126596e+05 |      --      |    Inf | unknown
 17.3s|     1 |     0 | 91149 |     - |    26M |   0 |3361 | 943 |1062 |  19 |  3 |   0 |   0 | 6.227996e+05 |      --      |    Inf | unknown
 17.3s|     1 |     0 | 91198 |     - |    26M |   0 |3361 | 943 |1063 |  20 |  4 |   0 |   0 | 6.234794e+05 |      --      |    Inf | unknown
L58.2s|     1 |     0 | 91198 |     - |multista|   0 |3361 | 943 |1063 |  20 |  5 |   0 |   0 | 6.234794e+05 | 8.276211e+05 |  32.74%| unknown
 93.3s|     1 |     0 | 91198 |     - |    32M |   0 |3361 | 943 |1063 |  20 |  5 |   0 |   0 | 6.234794e+05 | 8.276211e+05 |  32.74%| unknown
 93.3s|     1 |     2 | 91198 |     - |    32M |   0 |3361 | 943 |1063 |  20 |  6 |   0 |   0 | 6.234794e+05 | 8.276211e+05 |  32.74%| unknown
 96.0s|   100 |   101 |114057 |1017.6 |    34M |  23 |3361 | 943 |1057 |  88 |  1 |   0 |   0 | 6.347943e+05 | 8.276211e+05 |  30.38%| unknown
 99.0s|   200 |   201 |139370 | 633.4 |    35M |  24 |3361 | 943 |1054 | 179 |  2 |   0 |   0 | 6.361997e+05 | 8.276211e+05 |  30.09%| unknown
  103s|   300 |   301 |171520 | 529.1 |    35M |  25 |3361 | 943 |1060 | 267 |  1 |   0 |   0 | 6.454295e+05 | 8.276211e+05 |  28.23%| unknown
  106s|   400 |   401 |198214 | 463.4 |    36M |  25 |3361 | 943 |1057 | 355 |  1 |   0 |   0 | 6.536669e+05 | 8.276211e+05 |  26.61%| unknown
  109s|   500 |   501 |222865 | 419.9 |    36M |  27 |3361 | 943 |1060 | 445 |  2 |   0 |   0 | 6.543553e+05 | 8.276211e+05 |  26.48%| unknown
  112s|   600 |   601 |256127 | 405.4 |    37M |  27 |3361 | 943 |1064 | 533 |  2 |   0 |   0 | 6.572979e+05 | 8.276211e+05 |  25.91%| unknown
  116s|   700 |   701 |285062 | 388.8 |    38M |  27 |3361 | 943 |1062 | 615 |  2 |   0 |   0 | 6.579094e+05 | 8.276211e+05 |  25.80%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  119s|   800 |   799 |319014 | 382.6 |    38M |  27 |3361 | 943 |1062 | 719 |  2 |   0 |   0 | 6.609384e+05 | 8.276211e+05 |  25.22%| unknown
  122s|   900 |   899 |342047 | 365.7 |    38M |  30 |3361 | 943 |1062 | 799 |  2 |   0 |   0 | 6.650416e+05 | 8.276211e+05 |  24.45%| unknown
  126s|  1000 |   997 |375436 | 362.5 |    39M |  34 |3361 | 943 |1061 | 857 |  2 |   0 |   0 | 6.674769e+05 | 8.276211e+05 |  23.99%| unknown
  129s|  1100 |  1093 |407394 | 358.6 |    39M |  34 |3361 | 943 |1063 | 941 |  2 |   0 |   0 | 6.684927e+05 | 8.276211e+05 |  23.80%| unknown
  133s|  1200 |  1189 |435689 | 352.3 |    39M |  34 |3361 | 943 |1063 |1050 |  2 |   0 |   0 | 6.694354e+05 | 8.276211e+05 |  23.63%| unknown
  136s|  1300 |  1289 |466386 | 348.8 |    39M |  34 |3361 | 943 |1061 |1164 |  2 |   0 |   0 | 6.703059e+05 | 8.276211e+05 |  23.47%| unknown
  139s|  1400 |  1389 |492128 | 342.3 |    39M |  34 |3361 | 943 |1059 |1276 |  1 |   0 |   0 | 6.729987e+05 | 8.276211e+05 |  22.98%| unknown
  142s|  1500 |  1489 |517533 | 336.4 |    40M |  35 |3361 | 943 |1063 |1366 |  1 |   0 |   0 | 6.730482e+05 | 8.276211e+05 |  22.97%| unknown
  145s|  1600 |  1585 |545852 | 333.0 |    41M |  35 |3361 | 943 |1068 |1462 |  2 |   0 |   0 | 6.751812e+05 | 8.276211e+05 |  22.58%| unknown
  149s|  1700 |  1683 |573385 | 329.6 |    41M |  35 |3361 | 943 |1066 |1578 |  2 |   0 |   0 | 6.758493e+05 | 8.276211e+05 |  22.46%| unknown
  152s|  1800 |  1777 |602719 | 327.6 |    41M |  35 |3361 | 943 |1060 |1718 |  2 |   0 |   0 | 6.770321e+05 | 8.276211e+05 |  22.24%| unknown
  157s|  1900 |  1859 |642732 | 331.4 |    41M |  35 |3361 | 943 |1062 |1837 |  2 |   0 |   0 | 6.775475e+05 | 8.276211e+05 |  22.15%| unknown
  161s|  2000 |  1947 |682472 | 334.7 |    41M |  35 |3361 | 943 |1063 |1953 |  1 |   0 |   0 | 6.790030e+05 | 8.276211e+05 |  21.89%| unknown
  164s|  2100 |  2035 |711913 | 332.8 |    41M |  35 |3361 | 943 |1061 |2053 |  1 |   0 |   0 | 6.791739e+05 | 8.276211e+05 |  21.86%|  19.51%
  168s|  2200 |  2135 |740089 | 330.5 |    41M |  35 |3361 | 943 |1061 |2151 |  2 |   0 |   0 | 6.804257e+05 | 8.276211e+05 |  21.63%|  19.70%
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  172s|  2300 |  2231 |774681 | 331.2 |    42M |  35 |3361 | 943 |1063 |2251 |  1 |   0 |   0 | 6.807685e+05 | 8.276211e+05 |  21.57%|  19.75%
  175s|  2400 |  2331 |802341 | 328.9 |    43M |  35 |3361 | 943 |1068 |2349 |  2 |   0 |   0 | 6.807685e+05 | 8.276211e+05 |  21.57%|  19.75%
  178s|  2500 |  2431 |832385 | 327.8 |    44M |  35 |3361 | 943 |1068 |2483 |  2 |   0 |   0 | 6.811627e+05 | 8.276211e+05 |  21.50%|  19.81%
  182s|  2600 |  2529 |866192 | 328.2 |    44M |  35 |3361 | 943 |1062 |2607 |  2 |   0 |   0 | 6.841699e+05 | 8.276211e+05 |  20.97%|  20.28%
  186s|  2700 |  2627 |900672 | 328.8 |    45M |  35 |3361 | 943 |1063 |2713 |  2 |   0 |   0 | 6.852957e+05 | 8.276211e+05 |  20.77%|  20.46%
  188s|  2800 |  2725 |921449 | 324.4 |    45M |  38 |3361 | 943 |1065 |2809 |  2 |   0 |   0 | 6.860848e+05 | 8.276211e+05 |  20.63%|  20.58%
  192s|  2900 |  2823 |951551 | 323.6 |    45M |  38 |3361 | 943 |1064 |2915 |  1 |   0 |   0 | 6.867474e+05 | 8.276211e+05 |  20.51%|  20.68%
  195s|  3000 |  2919 |980587 | 322.5 |    46M |  38 |3361 | 943 |1068 |3019 |  3 |   0 |   0 | 6.881674e+05 | 8.276211e+05 |  20.26%|  20.90%
  198s|  3100 |  3019 |  1009k| 321.5 |    46M |  38 |3361 | 943 |1061 |3126 |  2 |   0 |   0 | 6.881677e+05 | 8.276211e+05 |  20.26%|  20.90%
  202s|  3200 |  3111 |  1043k| 322.2 |    47M |  38 |3361 | 943 |1055 |3219 |  1 |   0 |   0 | 6.895783e+05 | 8.276211e+05 |  20.02%|  21.12%
  206s|  3300 |  3211 |  1072k| 321.1 |    47M |  38 |3361 | 943 |1067 |3331 |  2 |   0 |   0 | 6.896114e+05 | 8.276211e+05 |  20.01%|  21.13%
  209s|  3400 |  3311 |  1103k| 320.6 |    48M |  38 |3361 | 943 |1064 |3442 |  4 |   0 |   0 | 6.898576e+05 | 8.276211e+05 |  19.97%|  21.16%
  213s|  3500 |  3411 |  1130k| 319.4 |    48M |  38 |3361 | 943 |1056 |3557 |  2 |   0 |   0 | 6.900253e+05 | 8.276211e+05 |  19.94%|  21.19%
  216s|  3600 |  3509 |  1158k| 318.3 |    48M |  38 |3361 | 943 |1069 |3667 |  3 |   0 |   0 | 6.904786e+05 | 8.276211e+05 |  19.86%|  21.26%
  219s|  3700 |  3607 |  1184k| 316.6 |    48M |  38 |3361 | 943 |1068 |3783 |  2 |   0 |   0 | 6.905199e+05 | 8.276211e+05 |  19.85%|  21.27%
