2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance uflp nldep holmberg 23 log
presolving:
(round 1, fast)       40 del vars, 1020 del conss, 0 add conss, 20 chg bounds, 0 chg sides, 0 chg coeffs, 0 upgd conss, 0 impls, 0 clqs
   (0.0s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (0.0s) no symmetry present
presolving (2 rounds: 2 fast, 1 medium, 1 exhaustive):
 40 deleted vars, 1020 deleted constraints, 0 added constraints, 20 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 0 implications, 0 cliques
presolved problem has 1020 variables (0 bin, 0 int, 0 impl, 1020 cont) and 70 constraints
     50 constraints of type <linear>
     20 constraints of type <nonlinear>
Presolving Time: 0.02

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
  0.0s|     1 |     0 |   110 |     - |    10M |   0 |1080 |  70 | 110 |   0 |  0 |   0 |   0 | 3.680000e+03 |      --      |    Inf | unknown
L 0.1s|     1 |     0 |   110 |     - |undercov|   0 |1080 |  70 | 110 |   0 |  0 |   0 |   0 | 3.680000e+03 | 5.277323e+03 |  43.41%| unknown
L 1.1s|     1 |     0 |   110 |     - |undercov|   0 |1080 |  70 | 110 |   0 |  0 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
L 2.7s|     1 |     0 |   110 |     - |  subnlp|   0 |1080 |  70 | 110 |   0 |  0 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
  2.7s|     1 |     0 |   110 |     - |    11M |   0 |1080 |  70 | 110 |   0 |  2 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
  3.8s|     1 |     2 |   110 |     - |    12M |   0 |1080 |  70 | 110 |   0 |  4 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
  6.2s|   100 |   101 |   133 |   0.2 |    12M |  17 |1080 |  70 | 112 |  21 |  2 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
 11.3s|   200 |   201 |   150 |   0.2 |    12M |  26 |1080 |  70 | 114 |  38 |  2 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
 11.5s|   300 |   301 |   169 |   0.2 |    12M |  35 |1080 |  70 | 114 |  56 |  2 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
 11.6s|   400 |   401 |   201 |   0.2 |    13M |  39 |1080 |  70 | 111 |  82 |  2 |   0 |   0 | 3.680000e+03 | 5.272311e+03 |  43.27%| unknown
