solving instance uflp nlass orlib 92 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Warning: zero or small (< 1e-13) coefficient for the highest term of polynomial function.
Warning: no quadratic or higher terms for polynomial function.
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 3800 rows, 5025 columns and 9999 nonzeros
Model fingerprint: 0x89e9a5fa
Model has 1250 function constraints treated as nonlinear
  1250 POLY
Variable types: 3750 continuous, 1275 integer (1275 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+05]
  Objective range  [1e+00, 1e+04]
  Bounds range     [1e+00, 1e+10]
  RHS range        [1e+00, 1e+00]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 1301 rows and 1254 columns
Presolve time: 0.03s
Presolved: 12491 rows, 3772 columns, 26441 nonzeros
Presolved model has 1249 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 2499 continuous, 1273 integer (1273 binary)
Found heuristic solution: objective 1248142.9000

Root relaxation: objective 4.798309e+05, 2400 iterations, 0.05 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 479830.865    0  255 1248142.90 479830.865  61.6%     -    0s
H    0     0                    884837.66446 479830.865  45.8%     -    0s
H    0     0                    878140.89844 479830.865  45.4%     -    0s
H    0     0                    854624.35577 479830.865  43.9%     -    0s
H    0     0                    852495.39903 479830.865  43.7%     -    0s
H    0     0                    852495.24321 479830.865  43.7%     -    0s
H    0     0                    852494.38248 479830.865  43.7%     -    0s
     0     0 547402.836    0  279 852494.382 547402.836  35.8%     -    1s
     0     0 558231.950    0  220 852494.382 558231.950  34.5%     -    1s
     0     0 602642.106    0  249 852494.382 602642.106  29.3%     -    1s
     0     0 605302.114    0  274 852494.382 605302.114  29.0%     -    1s
     0     0 622363.141    0  267 852494.382 622363.141  27.0%     -    1s
     0     0 626032.991    0  361 852494.382 626032.991  26.6%     -    1s
     0     0 636784.404    0  330 852494.382 636784.404  25.3%     -    1s
     0     0 638462.441    0  371 852494.382 638462.441  25.1%     -    2s
     0     0 641644.208    0  287 852494.382 641644.208  24.7%     -    2s
     0     0 642173.849    0  285 852494.382 642173.849  24.7%     -    2s
     0     0 643984.850    0  301 852494.382 643984.850  24.5%     -    2s
     0     0 644103.761    0  279 852494.382 644103.761  24.4%     -    2s
     0     0 644215.311    0  303 852494.382 644215.311  24.4%     -    2s
     0     0 644249.997    0  342 852494.382 644249.997  24.4%     -    2s
     0     0 644399.939    0  309 852494.382 644399.939  24.4%     -    2s
     0     0 644464.191    0  307 852494.382 644464.191  24.4%     -    2s
     0     0 644535.428    0  277 852494.382 644535.428  24.4%     -    2s
     0     0 644564.303    0  277 852494.382 644564.303  24.4%     -    2s
H    0     0                    814885.89878 644565.338  20.9%     -    2s
H    0     0                    814126.23552 644565.338  20.8%     -    2s
H    0     0                    779749.97480 644565.338  17.3%     -    3s
H    0     0                    766476.30535 644565.338  15.9%     -    3s
     0     2 644617.839    0  277 766476.305 644617.839  15.9%     -    4s
    21    23 675902.979   16  301 766476.305 644690.704  15.9%   130    5s
   167   149 714345.932   36  207 766476.305 644871.210  15.9%   151   11s
   202   184 737027.522   66  203 766476.305 644871.210  15.9%   139   15s
   353   297 732946.047   40  174 766476.305 655431.898  14.5%   167   20s
   518   425 708102.742   43  271 766476.305 657140.467  14.3%   160   25s
   580   482 703982.429   28  195 766476.305 657140.467  14.3%   155   30s
   601   496 669467.505   14  192 766476.305 657578.810  14.2%   149   36s
   603   499 659198.820   10  359 766476.305 657578.810  14.2%   158   42s
   606   501 659966.251   11  322 766476.305 657578.810  14.2%   158   45s
   623   512 680122.084   20  321 766476.305 659198.820  14.0%   160   50s
   643   526 691346.339   30  321 766476.305 659198.820  14.0%   165   55s
   680   550 748255.662   48  237 766476.305 659198.820  14.0%   186   60s
   710   569 738978.745   64  232 766476.305 659198.820  14.0%   200   65s
   777   602 671939.790   14  343 766476.305 659198.820  14.0%   214   70s
   818   629 706292.568   34  356 766476.305 659198.820  14.0%   233   75s
   879   658 759049.480   65  224 766476.305 659198.820  14.0%   248   80s
   945   674 715968.959   20  287 766476.305 659966.251  13.9%   259   85s
  1002   694 722547.244   46  257 766476.305 659966.251  13.9%   271   90s
H 1037   606                    757466.69896 659966.251  12.9%   266   91s
H 1037   582                    757387.56737 659966.251  12.9%   266   91s
H 1064   576                    756791.33615 659966.251  12.8%   280   94s
  1064   578 701079.539   33  322 756791.336 659966.251  12.8%   280   95s
