solving instance uflp nlass orlib 93 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Warning: zero or small (< 1e-13) coefficient for the highest term of polynomial function.
Warning: no quadratic or higher terms for polynomial function.
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 3800 rows, 5025 columns and 9999 nonzeros
Model fingerprint: 0x650049e5
Model has 1250 function constraints treated as nonlinear
  1250 POLY
Variable types: 3750 continuous, 1275 integer (1275 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+05]
  Objective range  [1e+00, 2e+04]
  Bounds range     [1e+00, 1e+10]
  RHS range        [1e+00, 1e+00]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 1301 rows and 1254 columns
Presolve time: 0.03s
Presolved: 12491 rows, 3772 columns, 26441 nonzeros
Presolved model has 1249 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 2499 continuous, 1273 integer (1273 binary)
Found heuristic solution: objective 1248142.9000

Root relaxation: objective 4.983373e+05, 2422 iterations, 0.06 seconds (0.04 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 498337.340    0  279 1248142.90 498337.340  60.1%     -    0s
H    0     0                    916154.85002 498337.340  45.6%     -    0s
H    0     0                    906441.75002 498337.340  45.0%     -    0s
H    0     0                    905601.76957 498337.340  45.0%     -    0s
H    0     0                    899980.36165 498337.340  44.6%     -    0s
H    0     0                    897373.84965 498337.340  44.5%     -    0s
H    0     0                    897127.10771 498337.340  44.5%     -    0s
H    0     0                    897119.86247 498337.340  44.5%     -    0s
H    0     0                    897113.58505 498337.340  44.5%     -    0s
H    0     0                    897109.75435 498337.340  44.5%     -    0s
H    0     0                    897109.64441 498337.340  44.5%     -    0s
H    0     0                    897109.48776 498337.340  44.5%     -    0s
H    0     0                    897109.48764 498337.340  44.5%     -    0s
     0     0 557527.443    0  253 897109.488 557527.443  37.9%     -    1s
     0     0 570302.677    0  253 897109.488 570302.677  36.4%     -    1s
     0     0 629659.123    0  290 897109.488 629659.123  29.8%     -    1s
     0     0 634027.281    0  344 897109.488 634027.281  29.3%     -    1s
     0     0 649406.009    0  364 897109.488 649406.009  27.6%     -    1s
     0     0 652332.455    0  387 897109.488 652332.455  27.3%     -    2s
     0     0 662766.673    0  337 897109.488 662766.673  26.1%     -    2s
     0     0 664651.444    0  394 897109.488 664651.444  25.9%     -    2s
     0     0 669508.186    0  351 897109.488 669508.186  25.4%     -    2s
     0     0 669841.475    0  352 897109.488 669841.475  25.3%     -    2s
     0     0 671107.319    0  371 897109.488 671107.319  25.2%     -    2s
     0     0 671297.536    0  375 897109.488 671297.536  25.2%     -    2s
     0     0 671321.685    0  399 897109.488 671321.685  25.2%     -    2s
     0     0 671402.065    0  399 897109.488 671402.065  25.2%     -    2s
     0     0 671402.065    0  341 897109.488 671402.065  25.2%     -    2s
     0     0 671450.698    0  341 897109.488 671450.698  25.2%     -    2s
     0     0 671557.870    0  341 897109.488 671557.870  25.1%     -    2s
     0     2 671659.920    0  341 897109.488 671659.920  25.1%     -    2s
H   26    26                    897109.32493 671659.920  25.1%  56.0    3s
    71    73 796502.501   52  223 897109.325 671659.920  25.1%   100    5s
H  101   101                    884498.04858 671659.920  24.1%  99.0    6s
H  101   101                    841068.48192 671659.920  20.1%  99.0    6s
H  101    96                    820027.49444 671659.920  18.1%  99.0    6s
   171   160 787870.125   54  176 820027.494 674437.055  17.8%   145   10s
   255   221 697352.278    9  305 820027.494 675192.840  17.7%   133   15s
   363   317 775409.961   34  302 820027.494 677722.138  17.4%   185   20s
   520   451 808634.273  109  146 820027.494 679535.851  17.1%   164   25s
   570   481 812392.531   58  182 820027.494 682027.979  16.8%   157   30s
   588   493 764903.278   32  170 820027.494 684003.369  16.6%   152   36s
   590   497 685392.361   12  377 820027.494 684003.369  16.6%   162   43s
   591   497 684413.427   12  315 820027.494 684413.427  16.5%   162   45s
   598   502 694931.312   16  323 820027.494 685392.361  16.4%   162   50s
   607   508 721316.560   20  284 820027.494 685392.361  16.4%   164   55s
   616   514 703385.534   25  368 820027.494 685392.361  16.4%   168   60s
   629   523 732945.241   31  314 820027.494 685392.361  16.4%   173   65s
   644   533 735293.536   39  358 820027.494 685392.361  16.4%   186   70s
   665   546 809872.990   49  293 820027.494 685392.361  16.4%   199   75s
   688   558 807914.197   62  189 820027.494 685392.361  16.4%   212   80s
H  723   512                    808046.22480 685392.361  15.2%   212   82s
H  723   488                    808034.93965 685392.361  15.2%   212   83s
