solving instance uflp nlass holmberg 32 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 13650 rows, 18030 columns and 36000 nonzeros
Model fingerprint: 0x196c8440
Model has 4500 function constraints treated as nonlinear
  4500 POLY
Variable types: 13500 continuous, 4530 integer (4530 binary)
Coefficient statistics:
  Matrix range     [1e+00, 7e+02]
  Objective range  [1e+00, 7e+02]
  Bounds range     [1e+00, 1e+10]
  RHS range        [1e+00, 1e+00]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 4500 rows and 4500 columns
Presolve time: 0.14s
Presolved: 45150 rows, 13531 columns, 94500 nonzeros
Presolved model has 4500 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 9001 continuous, 4530 integer (4530 binary)
Found heuristic solution: objective 68975.000002

Root relaxation: objective 8.361655e+03, 6700 iterations, 0.25 seconds (0.16 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 8361.65520    0  607 68975.0000 8361.65520  87.9%     -    0s
H    0     0                    13195.880186 8361.65520  36.6%     -    1s
H    0     0                    13128.000405 8361.65520  36.3%     -    1s
     0     0 9951.17976    0  676 13128.0004 9951.17976  24.2%     -    2s
H    0     0                    12964.258238 9953.63783  23.2%     -    3s
H    0     0                    12794.370521 9953.63783  22.2%     -    3s
H    0     0                    12598.961130 9953.63783  21.0%     -    3s
H    0     0                    12563.089253 9953.63783  20.8%     -    4s
H    0     0                    12483.301288 9953.63783  20.3%     -    4s
     0     0 10330.2138    0  690 12483.3013 10330.2138  17.2%     -    4s
     0     0 10879.2198    0  731 12483.3013 10879.2198  12.8%     -    5s
     0     0 10919.4435    0  826 12483.3013 10919.4435  12.5%     -    5s
     0     0 11082.5274    0  750 12483.3013 11082.5274  11.2%     -    6s
     0     0 11117.4553    0  846 12483.3013 11117.4553  10.9%     -    7s
     0     0 11117.4553    0  846 12483.3013 11117.4553  10.9%     -    7s
     0     0 11210.1554    0  798 12483.3013 11210.1554  10.2%     -    8s
     0     0 11210.1554    0  798 12483.3013 11210.1554  10.2%     -    8s
     0     0 11232.5080    0  727 12483.3013 11232.5080  10.0%     -    8s
     0     0 11232.5080    0  727 12483.3013 11232.5080  10.0%     -    8s
     0     0 11281.1910    0  768 12483.3013 11281.1910  9.63%     -    8s
     0     0 11281.1910    0  766 12483.3013 11281.1910  9.63%     -    8s
     0     0 11289.5178    0  771 12483.3013 11289.5178  9.56%     -    9s
     0     0 11306.5466    0  771 12483.3013 11306.5466  9.43%     -    9s
     0     0 11306.5466    0  771 12483.3013 11306.5466  9.43%     -    9s
     0     0 11314.0848    0  861 12483.3013 11314.0848  9.37%     -    9s
     0     0 11314.0848    0  857 12483.3013 11314.0848  9.37%     -    9s
     0     0 11331.3071    0  789 12483.3013 11331.3071  9.23%     -    9s
     0     0 11331.3071    0  789 12483.3013 11331.3071  9.23%     -    9s
     0     0 11334.9079    0  793 12483.3013 11334.9079  9.20%     -    9s
     0     0 11334.9079    0  793 12483.3013 11334.9079  9.20%     -    9s
     0     0 11348.8858    0  785 12483.3013 11348.8858  9.09%     -   10s
     0     0 11348.8858    0  785 12483.3013 11348.8858  9.09%     -   10s
     0     0 11355.2871    0  784 12483.3013 11355.2871  9.04%     -   10s
     0     0 11355.2871    0  784 12483.3013 11355.2871  9.04%     -   10s
     0     0 11356.9349    0  781 12483.3013 11356.9349  9.02%     -   10s
     0     0 11356.9349    0  781 12483.3013 11356.9349  9.02%     -   10s
     0     0 11357.3413    0  781 12483.3013 11357.3413  9.02%     -   10s
     0     0 11359.0060    0  859 12483.3013 11359.0060  9.01%     -   10s
     0     0 11359.0060    0  859 12483.3013 11359.0060  9.01%     -   10s
     0     0 11359.3754    0  785 12483.3013 11359.3754  9.00%     -   10s
     0     0 11366.1531    0  787 12483.3013 11366.1531  8.95%     -   11s
     0     0 11366.1531    0  787 12483.3013 11366.1531  8.95%     -   11s
     0     0 11367.4595    0  792 12483.3013 11367.4595  8.94%     -   11s
     0     0 11367.4595    0  792 12483.3013 11367.4595  8.94%     -   11s
     0     0 11375.6555    0  857 12483.3013 11375.6555  8.87%     -   11s
     0     0 11375.6555    0  855 12483.3013 11375.6555  8.87%     -   11s
     0     0 11376.1897    0  787 12483.3013 11376.1897  8.87%     -   11s
     0     0 11376.1897    0  787 12483.3013 11376.1897  8.87%     -   11s
     0     0 11379.0612    0  877 12483.3013 11379.0612  8.85%     -   11s
