# seed = 4

param N := 10;

param M := 1;

param Umax := 100.000000;

param: C :=
1	24100.000000
;

param: a :=
1	0.121489
2	0.171688
3	0.193411
4	0.165030
5	0.156646
6	0.178119
7	0.185129
8	0.145731
9	0.172424
10	0.161400
;

param: b :=
1	4.377848
2	89.075689
3	93.915550
4	89.767075
5	60.318413
6	94.126035
7	40.165650
8	6.898806
9	84.933521
10	45.321881
;

param: c :=
1	84.584224
2	98.549399
3	74.045952
4	35.813342
5	42.435927
6	5.634582
7	60.096204
8	35.612257
9	10.749888
10	98.855840
;

param: d :=
1	-75.891873
2	-14.910251
3	-37.404451
4	-99.113142
5	-85.272461
6	-36.314288
7	-44.484773
8	-78.003466
9	-61.714910
10	-76.914166
;

param: weight :=
1	9.000000
2	27.000000
3	60.000000
4	84.000000
5	81.000000
6	79.000000
7	66.000000
8	24.000000
9	8.000000
10	44.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;
