# seed = 5

param N := 10;

param M := 1;

param Umax := 100.000000;

param: C :=
1	22300.000000
;

param: a :=
1	0.107263
2	0.113538
3	0.191835
4	0.172847
5	0.168442
6	0.199868
7	0.196327
8	0.173501
9	0.161501
10	0.181162
;

param: b :=
1	10.407366
2	1.148802
3	49.734769
4	43.678028
5	3.568411
6	21.329085
7	71.589970
8	54.036021
9	56.424982
10	45.753023
;

param: c :=
1	64.708597
2	99.150248
3	5.417246
4	98.077733
5	14.129879
6	40.657623
7	60.569844
8	16.583485
9	44.858795
10	42.998470
;

param: d :=
1	-97.650557
2	-37.820990
3	-91.342198
4	-20.073624
5	-15.479389
6	-40.394429
7	-59.047890
8	-36.925295
9	-28.246244
10	-62.831688
;

param: weight :=
1	68.000000
2	25.000000
3	71.000000
4	94.000000
5	5.000000
6	8.000000
7	71.000000
8	58.000000
9	41.000000
10	5.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;
