# seed = 9

param N := 10;

param M := 1;

param Umax := 100.000000;

param: C :=
1	31100.000000
;

param: a :=
1	0.187235
2	0.129189
3	0.158899
4	0.159682
5	0.164209
6	0.193847
7	0.195839
8	0.181944
9	0.108619
10	0.137895
;

param: b :=
1	34.177230
2	10.357017
3	0.811483
4	99.853549
5	79.815939
6	43.339864
7	6.524058
8	85.495399
9	6.841567
10	58.666491
;

param: c :=
1	43.399852
2	1.205430
3	13.032086
4	98.713174
5	73.834348
6	49.687046
7	22.986717
8	45.939295
9	70.793151
10	58.270418
;

param: d :=
1	-4.898370
2	-71.097417
3	-46.373084
4	-83.138124
5	-82.935363
6	-22.581205
7	-25.036664
8	-92.275203
9	-18.741023
10	-70.757330
;

param: weight :=
1	84.000000
2	8.000000
3	100.000000
4	27.000000
5	62.000000
6	89.000000
7	6.000000
8	68.000000
9	100.000000
10	78.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;
