# seed = 1254829604

param N := 10;

param M := 5;

param Umax := 100.000000;

param: C :=
1	12408.000000
2	3585.000000
3	2115.000000
4	776.000000
5	5066.000000
;

param: a :=
1	0.178351
2	0.126862
3	0.102738
4	0.158197
5	0.113324
6	0.119214
7	0.165582
8	0.183001
9	0.167362
10	0.197647
;

param: b :=
1	95.494212
2	74.736383
3	20.376746
4	50.093365
5	39.751261
6	47.244844
7	59.735052
8	21.150765
9	94.258834
10	18.785527
;

param: c :=
1	28.706159
2	8.520370
3	93.226189
4	20.096791
5	61.484710
6	3.136132
7	3.931048
8	93.093420
9	38.544225
10	59.174982
;

param: d :=
1	-41.378015
2	-2.983285
3	-85.177216
4	-31.956096
5	-73.780976
6	-18.615899
7	-5.711669
8	-8.478701
9	-39.411879
10	-82.256413
;

param: weight :=
1	79.000000
2	74.000000
3	59.000000
4	92.000000
5	34.000000
6	9.000000
7	19.000000
8	18.000000
9	9.000000
10	86.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;

