# seed = 1254829604

param N := 10;

param M := 5;

param Umax := 100.000000;

param: C :=
1	4175.000000
2	4835.000000
3	5035.000000
4	4405.000000
5	3350.000000
;

param: a :=
1	0.137444
2	0.175681
3	0.187037
4	0.162274
5	0.174431
6	0.169067
7	0.170566
8	0.140903
9	0.175655
10	0.176695
;

param: b :=
1	76.436332
2	60.606204
3	58.963337
4	7.778198
5	49.048924
6	52.423504
7	77.921630
8	92.910341
9	18.254624
10	13.954463
;

param: c :=
1	46.663096
2	90.314492
3	76.025775
4	34.709613
5	14.638299
6	98.348762
7	33.600530
8	60.773082
9	47.481260
10	66.686082
;

param: d :=
1	-77.754752
2	-4.392418
3	-59.346740
4	-64.432067
5	-62.961932
6	-59.522050
7	-82.770549
8	-68.782752
9	-48.319528
10	-88.594890
;

param: weight :=
1	8.000000
2	15.000000
3	29.000000
4	77.000000
5	52.000000
6	57.000000
7	1.000000
8	88.000000
9	59.000000
10	50.000000
;

param: U :=
1	100.000000
2	100.000000
3	100.000000
4	100.000000
5	100.000000
6	100.000000
7	100.000000
8	100.000000
9	100.000000
10	100.000000
;

