solving instance mcf nodes c100_400_30_F_T_10 3 6 pardivexp
Couenne 0.5.8 -- an Open-Source solver for Mixed Integer Nonlinear Optimization
Mailing list: couenne@list.coin-or.org
Instructions: http://www.coin-or.org/Couenne
couenne: 
ANALYSIS TEST: Reading problem: 0.0 seconds
Reformulating problem: 19.8 seconds
NLP0012I 
              Num      Status      Obj             It       time                 Location
NLP0014I             1        TIME 0      101 1810.4793
Loaded instance "/tmp/jl_JKd0M5/model.nl"
Constraints:         4100
Variables:          13100 (500 integer)
Auxiliaries:          631 (0 integer)

Coin0506I Presolve 4858 (-842) rows, 12440 (-1291) columns and 48183 (-5012) elements
Clp0006I 0  Obj 29.467064 Primal inf 5588.3714 (1159) Dual inf 7.115123e+14 (659)
Clp0029I End of values pass after 98 iterations
Clp0006I 98  Obj 29.467064 Primal inf 4212.7424 (849) Dual inf 7.0223361e+14 (564)
Clp0006I 273  Obj 29.467064 Primal inf 1943.4017 (325) Dual inf 3.9594816e+14 (541)
Clp0006I 447  Obj 29.754665 Primal inf 1353.3719 (247) Dual inf 5.2589136e+14 (999)
Clp0006I 620  Obj 34.829231 Primal inf 1045.4719 (177) Dual inf 6.3585384e+14 (1082)
Clp0006I 796  Obj 42.44108 Primal inf 751.45365 (179) Dual inf 6.3075346e+14 (1250)
Clp0006I 968  Obj 56.288745 Primal inf 565.07205 (160) Dual inf 8.0548593e+14 (1716)
Clp0006I 1140  Obj 97.626643 Primal inf 420.79681 (152) Dual inf 2.392144e+15 (2493)
Clp0006I 1312  Obj 173.34292 Primal inf 300.9979 (131) Dual inf 7.0432429e+15 (2941)
Clp0006I 1484  Obj 195.97256 Primal inf 217.33455 (145) Dual inf 6.986848e+15 (3585)
Clp0006I 1656  Obj 209.15401 Primal inf 115.9925 (181) Dual inf 1.92506e+15 (3964)
Clp0006I 1828  Obj 930.459 Primal inf 17.056396 (168) Dual inf 4.0227942e+14 (3603)
Clp0006I 2000  Obj 926.92079 Primal inf 11.730843 (157) Dual inf 1.3468922e+14 (2893)
Clp0006I 2172  Obj 927.13484 Primal inf 10.919809 (157) Dual inf 6.7461865e+14 (4631)
Clp0006I 2344  Obj 1253.1181 Primal inf 7.554952 (164) Dual inf 3.6496647e+14 (4719)
Clp0006I 2516  Obj 1253.2786 Primal inf 6.5840532 (157) Dual inf 2.1593507e+14 (4476)
Clp0006I 2688  Obj 1253.3872 Primal inf 5.7405899 (136) Dual inf 1.0279711e+14 (3903)
Clp0006I 2860  Obj 1253.4245 Primal inf 5.4490379 (134) Dual inf 7.9261016e+13 (3571)
Clp0006I 3032  Obj 1253.4962 Primal inf 5.1588856 (122) Dual inf 1.031027e+14 (4152)
Clp0006I 3204  Obj 1253.7042 Primal inf 4.5810592 (129) Dual inf 2.5270949e+14 (4854)
Clp0006I 3376  Obj 1253.6847 Primal inf 4.3233003 (110) Dual inf 9.6084614e+13 (4272)
Clp0006I 3548  Obj 1253.7415 Primal inf 3.9998798 (113) Dual inf 8.1331642e+13 (3887)
Clp0006I 3720  Obj 1253.6911 Primal inf 3.6669598 (95) Dual inf 1.4318406e+14 (4709)
Clp0006I 3892  Obj 1253.7176 Primal inf 3.3188306 (89) Dual inf 1.4295754e+14 (4511)
Clp0006I 4064  Obj 1253.7233 Primal inf 3.2420335 (103) Dual inf 6.9338819e+13 (4177)
Clp0006I 4236  Obj 1253.7282 Primal inf 3.1214244 (89) Dual inf 9.897229e+13 (4129)
Clp0006I 4408  Obj 1254.2516 Primal inf 2.9666859 (94) Dual inf 8.5768288e+13 (4369)
Clp0006I 4580  Obj 1254.6491 Primal inf 2.6722889 (89) Dual inf 9.2746085e+13 (4168)
Clp0006I 4752  Obj 1254.3293 Primal inf 2.4586895 (87) Dual inf 9.0675088e+13 (4346)
Clp0006I 4924  Obj 1253.9724 Primal inf 2.2356062 (78) Dual inf 6.9159814e+13 (4215)
Clp0006I 5096  Obj 1253.9403 Primal inf 2.1142142 (69) Dual inf 6.8421184e+13 (3974)
Clp0006I 5268  Obj 1253.9685 Primal inf 2.0308297 (69) Dual inf 4.7096548e+13 (4152)
Clp0006I 5440  Obj 1253.9837 Primal inf 1.9152637 (64) Dual inf 1.3601676e+14 (4558)
Clp0006I 5612  Obj 1254.1884 Primal inf 1.7031575 (74) Dual inf 5.1861485e+13 (3945)
Clp0006I 5784  Obj 1254.2112 Primal inf 1.5812643 (86) Dual inf 1.3752409e+14 (4110)
Clp0006I 5956  Obj 1254.2146 Primal inf 1.4786604 (78) Dual inf 1.1280262e+14 (4412)
Clp0006I 6128  Obj 1254.2441 Primal inf 1.3987433 (71) Dual inf 1.5344708e+14 (4281)
Clp0006I 6300  Obj 1254.269 Primal inf 1.3481659 (56) Dual inf 5.7192239e+13 (4176)
Clp0006I 6472  Obj 1254.2796 Primal inf 1.2482334 (65) Dual inf 6.299777e+13 (4130)
Clp0006I 6644  Obj 1254.3048 Primal inf 1.1273448 (65) Dual inf 1.1000744e+14 (4144)
Clp0006I 6816  Obj 1254.3025 Primal inf 0.95433138 (45) Dual inf 1.4295403e+14 (4778)
Clp0006I 6988  Obj 1254.3132 Primal inf 0.89337419 (57) Dual inf 7.9848447e+13 (4580)
Clp0006I 7160  Obj 1254.2973 Primal inf 0.83418556 (43) Dual inf 1.2382238e+14 (4408)
Clp0006I 7332  Obj 1254.3247 Primal inf 0.80057126 (54) Dual inf 4.6717033e+13 (4081)
Clp0006I 7504  Obj 1254.3513 Primal inf 0.75599114 (35) Dual inf 4.2478102e+13 (4090)
Clp0006I 7676  Obj 1254.3934 Primal inf 0.66820932 (41) Dual inf 5.7268589e+13 (4133)
Clp0006I 7848  Obj 1254.3933 Primal inf 0.64301933 (32) Dual inf 2.9093893e+13 (4067)
Clp0006I 8020  Obj 1254.3917 Primal inf 0.63241073 (28) Dual inf 2.9599466e+13 (4085)
Clp0006I 8192  Obj 1254.4034 Primal inf 0.53502632 (23) Dual inf 4.2631924e+13 (4483)
Clp0006I 8364  Obj 1254.4199 Primal inf 0.50962061 (19) Dual inf 2.6765802e+13 (4176)
Clp0006I 8536  Obj 1254.4201 Primal inf 0.4968753 (18) Dual inf 2.4990816e+13 (4093)
Clp0006I 8708  Obj 1254.4128 Primal inf 0.4687787 (16) Dual inf 4.3833422e+13 (4166)
Clp0006I 8880  Obj 1254.4074 Primal inf 0.43924742 (20) Dual inf 5.4380409e+13 (4336)
Clp0006I 9052  Obj 1254.4646 Primal inf 0.39946544 (24) Dual inf 3.1487855e+14 (4540)
Clp0006I 9224  Obj 1254.4809 Primal inf 0.37995612 (14) Dual inf 3.9697448e+13 (4420)
Clp0006I 9396  Obj 1254.4873 Primal inf 0.36870969 (10) Dual inf 2.6558719e+13 (4219)
Clp0006I 9568  Obj 1254.5015 Primal inf 0.3633816 (8) Dual inf 2.3329231e+13 (4203)
Clp0006I 9740  Obj 1254.4645 Primal inf 0.33142674 (15) Dual inf 5.6591113e+13 (4501)
Clp0006I 9912  Obj 1254.4505 Primal inf 0.30864402 (17) Dual inf 5.5050077e+13 (4181)
Clp0006I 10084  Obj 1254.4345 Primal inf 0.27976429 (14) Dual inf 7.8706342e+13 (4250)
Clp0006I 10256  Obj 1254.436 Primal inf 0.26222185 (9) Dual inf 4.4000756e+13 (3909)
Clp0006I 10428  Obj 1254.4384 Primal inf 0.23612262 (8) Dual inf 4.9945587e+13 (4282)
Clp0006I 10600  Obj 1254.4456 Primal inf 0.19778655 (11) Dual inf 3.749306e+13 (4168)
Clp0006I 10772  Obj 1254.4543 Primal inf 0.18552301 (10) Dual inf 1.9411303e+13 (3788)
Clp0006I 10944  Obj 1254.4861 Primal inf 0.16732315 (9) Dual inf 4.2002188e+13 (4154)
Clp0006I 11116  Obj 1254.5037 Primal inf 0.15924467 (13) Dual inf 2.8273515e+13 (3927)
Clp0006I 11288  Obj 1254.5117 Primal inf 0.13304364 (13) Dual inf 1.3347918e+14 (4348)
Clp0006I 11460  Obj 1254.5224 Primal inf 0.11912893 (9) Dual inf 4.5532114e+13 (4352)
Clp0006I 11632  Obj 1254.6032 Primal inf 0.080157917 (12) Dual inf 3.2016773e+13 (4355)
Clp0006I 11804  Obj 1254.6333 Primal inf 0.066538189 (13) Dual inf 5.1523309e+13 (4352)
Clp0006I 11976  Obj 1254.6519 Primal inf 0.024137697 (6) Dual inf 9.8073999e+12 (4283)
Clp0006I 12148  Obj 281.7841 Dual inf 62386.636 (4416)
Clp0006I 12320  Obj 278.88466 Dual inf 43274.535 (4346)
Clp0006I 12492  Obj 275.471 Dual inf 56913.375 (4154)
Clp0006I 12664  Obj 275.27922 Dual inf 52253.306 (4278)
Clp0006I 12836  Obj 275.08713 Dual inf 80381.116 (4407)
Clp0006I 13008  Obj 271.43825 Dual inf 63911.797 (4271)
Clp0006I 13180  Obj 271.2995 Dual inf 177745.46 (4477)
Clp0006I 13352  Obj 271.23927 Dual inf 647758.48 (4298)
Clp0006I 13524  Obj 271.12405 Dual inf 230114.21 (4449)
Clp0006I 13696  Obj 270.74443 Dual inf 138895.08 (4404)
Clp0006I 13868  Obj 254.23088 Dual inf 171099.02 (4498)
Clp0006I 14040  Obj 254.19482 Dual inf 124051.25 (4478)
Clp0006I 14212  Obj 249.86135 Dual inf 184096.78 (4355)
Clp0006I 14384  Obj 249.75457 Dual inf 178380.09 (4436)
Clp0006I 14556  Obj 249.68886 Dual inf 177317.44 (4399)
Clp0006I 14728  Obj 249.65877 Dual inf 271054.52 (4456)
Clp0006I 14900  Obj 249.59367 Dual inf 371167.88 (4459)
Clp0006I 15072  Obj 249.42221 Dual inf 218479.38 (4431)
Clp0006I 15244  Obj 249.34239 Dual inf 187231.09 (4423)
Clp0006I 15416  Obj 249.2321 Dual inf 70290.857 (4393)
Clp0006I 15588  Obj 249.08843 Dual inf 138610.39 (4291)
Clp0006I 15760  Obj 243.75321 Dual inf 119423.92 (4267)
Clp0006I 15932  Obj 243.71709 Dual inf 794427.76 (4356)
Clp0006I 16104  Obj 243.46937 Dual inf 167603.76 (4354)
Clp0006I 16276  Obj 235.96277 Dual inf 128791.02 (4328)
Clp0006I 16448  Obj 235.90464 Dual inf 35555.25 (4322)
Clp0006I 16620  Obj 235.83833 Dual inf 113281.85 (4128)
Clp0006I 16792  Obj 235.81861 Dual inf 69370.48 (4192)
Clp0006I 16964  Obj 235.79015 Dual inf 63153.503 (4088)
Clp0006I 17136  Obj 235.76845 Dual inf 68793.348 (4165)
Clp0006I 17308  Obj 235.73228 Dual inf 85024.287 (4174)
Clp0006I 17480  Obj 235.66909 Dual inf 81180.933 (4147)
Clp0006I 17652  Obj 235.47785 Dual inf 61107.316 (4594)
Clp0006I 17824  Obj 235.45476 Dual inf 68737.865 (4560)
Clp0006I 17996  Obj 235.35679 Dual inf 65950.536 (4483)
Clp0006I 18168  Obj 235.27865 Dual inf 79900.336 (4467)
Clp0006I 18340  Obj 235.2118 Dual inf 83059.55 (4436)
Clp0006I 18512  Obj 235.14456 Dual inf 74290.794 (4378)
Clp0006I 18684  Obj 235.09745 Dual inf 47660.976 (4459)
Clp0006I 18856  Obj 235.06751 Dual inf 46190.878 (4309)
Clp0006I 19028  Obj 235.00122 Dual inf 86288.853 (4402)
Clp0006I 19200  Obj 234.84228 Dual inf 37491.441 (3982)
Clp0006I 19372  Obj 234.6971 Dual inf 32512.951 (4198)
Clp0006I 19544  Obj 234.56852 Dual inf 56918.817 (4229)
Clp0006I 19716  Obj 234.54482 Dual inf 50668.617 (4132)
Clp0006I 19888  Obj 234.5322 Dual inf 56660.29 (4137)
Clp0006I 20060  Obj 234.49694 Dual inf 55177.529 (4179)
Clp0006I 20232  Obj 234.44775 Dual inf 42121.345 (4144)
Clp0006I 20404  Obj 234.33579 Dual inf 34991.483 (4390)
Clp0006I 20576  Obj 234.17249 Dual inf 92486.403 (4461)
Clp0006I 20748  Obj 234.02002 Dual inf 42263.639 (4096)
Clp0006I 20920  Obj 233.909 Dual inf 36951.106 (4188)
Clp0006I 21092  Obj 233.74441 Dual inf 67186.293 (4197)
Clp0006I 21264  Obj 233.49892 Dual inf 30120.824 (4090)
Clp0006I 21436  Obj 233.33898 Dual inf 43258.906 (4361)
Clp0006I 21608  Obj 233.26497 Dual inf 48106.959 (4625)
Clp0006I 21780  Obj 233.18323 Dual inf 12406.516 (3959)
Clp0006I 21952  Obj 232.99745 Dual inf 13934.481 (3900)
Clp0006I 22124  Obj 232.88917 Dual inf 12737.326 (4247)
Clp0006I 22296  Obj 232.76697 Dual inf 23651.653 (4372)
Clp0006I 22468  Obj 232.70582 Dual inf 57650.457 (4293)
Clp0006I 22640  Obj 232.60528 Dual inf 47980.013 (3775)
Clp0006I 22812  Obj 232.5375 Dual inf 19574.113 (4335)
Clp0006I 22984  Obj 232.49359 Dual inf 23873.662 (3663)
Clp0006I 23156  Obj 232.4682 Dual inf 17169.806 (3567)
Clp0006I 23328  Obj 232.44882 Dual inf 14069.483 (3708)
Clp0006I 23500  Obj 232.4435 Dual inf 12754.029 (3641)
Clp0006I 23672  Obj 232.36159 Dual inf 23251.484 (4046)
Clp0006I 23844  Obj 232.3072 Dual inf 15983.337 (4179)
Clp0006I 24016  Obj 232.2509 Dual inf 22627.592 (4168)
Clp0006I 24188  Obj 232.15257 Dual inf 6702.9682 (3239)
Clp0006I 24360  Obj 232.11316 Dual inf 22065.208 (3724)
Clp0006I 24532  Obj 232.10526 Dual inf 6428.6672 (3194)
Clp0006I 24704  Obj 232.07846 Dual inf 31965.842 (4290)
Clp0006I 24876  Obj 232.05121 Dual inf 7369.2309 (3664)
Clp0006I 25048  Obj 232.01156 Dual inf 7927.0466 (3482)
Clp0006I 25220  Obj 231.99194 Dual inf 6205.4232 (2857)
Clp0006I 25392  Obj 231.96464 Dual inf 7625.3685 (3219)
Clp0006I 25564  Obj 231.94936 Dual inf 6115.4791 (2887)
Clp0006I 25736  Obj 231.92895 Dual inf 8152.156 (3437)
Clp0006I 25908  Obj 231.89567 Dual inf 11064.545 (4150)
Clp0006I 26080  Obj 231.80436 Dual inf 19170.81 (3846)
Clp0006I 26252  Obj 231.79818 Dual inf 25520.02 (4633)
Clp0006I 26424  Obj 231.7352 Dual inf 14789.347 (3302)
Clp0006I 26596  Obj 231.70878 Dual inf 11361.358 (3493)
Clp0006I 26768  Obj 231.65903 Dual inf 16378.523 (3775)
Clp0006I 26940  Obj 231.57959 Dual inf 15702.72 (3794)
Clp0006I 27112  Obj 231.48528 Dual inf 22795.15 (3950)
Clp0006I 27284  Obj 231.32772 Dual inf 11393.609 (3479)
Clp0006I 27456  Obj 231.21046 Dual inf 23767.579 (3962)
Clp0006I 27628  Obj 231.18711 Dual inf 8812.5175 (3658)
Clp0006I 27800  Obj 231.18401 Dual inf 28812.166 (4117)
Clp0006I 27972  Obj 231.09245 Dual inf 20438.914 (3873)
Clp0006I 28144  Obj 230.97794 Dual inf 23532.943 (3785)
Clp0006I 28316  Obj 230.90852 Dual inf 20817.977 (3815)
Clp0006I 28488  Obj 230.80155 Dual inf 21599.918 (3672)
Clp0006I 28660  Obj 230.63242 Dual inf 39721.57 (4128)
Clp0006I 28832  Obj 230.61618 Dual inf 29654.397 (3818)
Clp0006I 29004  Obj 230.57605 Dual inf 14189.049 (3710)
Clp0006I 29176  Obj 230.52502 Dual inf 13267.379 (3641)
Clp0006I 29348  Obj 230.50264 Dual inf 35156.374 (4125)
Clp0006I 29520  Obj 230.42286 Dual inf 16263.862 (3766)
Clp0006I 29692  Obj 230.36585 Dual inf 12595.234 (3702)
Clp0006I 29864  Obj 230.31976 Dual inf 20988.224 (4033)
Clp0006I 30036  Obj 230.28112 Dual inf 27732.162 (4025)
Clp0006I 30208  Obj 230.1945 Dual inf 17024.076 (4044)
Clp0006I 30380  Obj 230.03559 Dual inf 12025.363 (3659)
Clp0006I 30552  Obj 229.9832 Dual inf 35066.13 (3886)
Clp0006I 30724  Obj 229.92566 Dual inf 63979.743 (4317)
Clp0006I 30896  Obj 229.86494 Dual inf 36841.144 (4310)
Clp0006I 31068  Obj 229.77218 Dual inf 47440.967 (4219)
Clp0006I 31240  Obj 229.6493 Dual inf 38107.696 (4299)
Clp0006I 31412  Obj 229.27123 Dual inf 48287.843 (4483)
Clp0006I 31584  Obj 229.13247 Dual inf 49660.752 (3666)
Clp0006I 31756  Obj 229.10448 Dual inf 60450.788 (3979)
Clp0006I 31928  Obj 228.98154 Dual inf 72074.025 (3986)
Clp0006I 32100  Obj 228.1845 Dual inf 40870.635 (4322)
Clp0006I 32272  Obj 227.65394 Dual inf 53889.753 (3633)
Clp0006I 32444  Obj 227.08864 Dual inf 99457.108 (3968)
Clp0006I 32616  Obj 226.75338 Dual inf 137657.43 (3796)
Clp0006I 32788  Obj 225.93807 Dual inf 168627.59 (4165)
Clp0006I 32960  Obj 225.49555 Dual inf 76038.911 (3945)
Clp0006I 33132  Obj 225.01816 Dual inf 40391.94 (3657)
Clp0006I 33304  Obj 221.17006 Dual inf 611143.2 (3924)
Clp0006I 33476  Obj 220.62879 Dual inf 154077.83 (4210)
Clp0006I 33648  Obj 220.27506 Dual inf 128297.85 (4513)
Clp0006I 33820  Obj 219.91225 Dual inf 122296.64 (3850)
Clp0006I 33992  Obj 219.8125 Dual inf 89860.709 (3768)
Clp0006I 34164  Obj 219.04809 Dual inf 155509.79 (4160)
Clp0006I 34336  Obj 218.34272 Dual inf 77994.684 (3695)
Clp0006I 34508  Obj 217.32049 Dual inf 379028.36 (4311)
Clp0014I Perturbing problem by 0.001% of 68455752 - largest nonzero change 8.053674e-05 ( 0.0029994338%) - largest zero change 2.9087522e-05
Clp0006I 34680  Obj 216.61268 Dual inf 250403.2 (4621)
Clp0006I 34852  Obj 216.48226 Dual inf 185601.9 (4449)
Clp0006I 35024  Obj 216.22762 Dual inf 244684.14 (4807)
Clp0006I 35196  Obj 215.91526 Dual inf 72812.806 (3917)
Clp0006I 35368  Obj 215.73684 Dual inf 54650.514 (3771)
Clp0006I 35540  Obj 215.62112 Dual inf 42176.633 (3419)
Clp0006I 35712  Obj 215.46516 Dual inf 52695.482 (3438)
Clp0006I 35884  Obj 215.15211 Dual inf 186935.65 (3877)
Clp0006I 36056  Obj 214.26561 Dual inf 188446.89 (3918)
Clp0006I 36228  Obj 213.03439 Dual inf 1555818.5 (4603)
Clp0006I 36400  Obj 211.97855 Dual inf 241600.5 (4167)
Clp0006I 36572  Obj 211.80125 Dual inf 263292.97 (3980)
Clp0006I 36744  Obj 209.32572 Dual inf 507851.57 (3758)
Clp0006I 36916  Obj 209.16484 Dual inf 452236.81 (3895)
Clp0006I 37088  Obj 209.02552 Dual inf 464481.79 (4038)
Clp0006I 37260  Obj 208.84595 Dual inf 457563.23 (3868)
Clp0006I 37432  Obj 208.43951 Dual inf 464578.65 (4018)
Clp0006I 37604  Obj 208.39915 Dual inf 467612.72 (3840)
Clp0006I 37776  Obj 206.78084 Dual inf 505348.17 (3624)
Clp0006I 37948  Obj 204.91856 Dual inf 71511.605 (4238)
Clp0006I 38120  Obj 203.78718 Dual inf 1031008.3 (3941)
Clp0006I 38292  Obj 196.28162 Dual inf 140002.67 (4242)
Clp0006I 38464  Obj 192.88886 Dual inf 167984.27 (4154)
Clp0006I 38636  Obj 188.09476 Dual inf 175660.83 (4221)
Clp0006I 38808  Obj 185.51829 Dual inf 207131.4 (4044)
Clp0006I 38980  Obj 185.18868 Dual inf 270047.53 (4192)
