solving instance mcnd arcs c44 3 6 sinabc2
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 14364 rows, 13858 columns and 85614 nonzeros
Model fingerprint: 0x1c690a65
Model has 588 function constraints treated as nonlinear
  294 POW, 294 SIN
Variable types: 13544 continuous, 314 integer (314 binary)
Coefficient statistics:
  Matrix range     [3e-03, 6e+03]
  Objective range  [1e+00, 5e+03]
  Bounds range     [1e+00, 1e+10]
  RHS range        [2e+02, 7e+02]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 1419 rows and 922 columns
Presolve time: 0.27s
Presolved: 15297 rows, 12937 columns, 87460 nonzeros
Presolved model has 294 quadratic objective terms
Presolved model has 294 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 12643 continuous, 294 integer (294 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   26260    7.0200000e+02   1.322299e+04   0.000000e+00      5s
   48884    2.0270126e+03   2.763185e+04   0.000000e+00     10s
   70498    2.3773959e+03   2.616218e+06   0.000000e+00     15s
   92415    2.7909382e+03   3.724833e+04   0.000000e+00     20s
  115039    2.9235467e+03   1.979783e+04   0.000000e+00     25s
  136956    3.0490122e+03   2.873727e+04   0.000000e+00     30s
  159176    3.3155446e+03   2.178288e+05   0.000000e+00     35s
  180285    3.5175924e+03   2.411245e+04   0.000000e+00     40s
  201495    3.5725951e+03   3.081772e+04   0.000000e+00     45s
  223816    3.7597597e+03   4.578221e+04   0.000000e+00     50s
  245026    3.7882784e+03   6.013841e+04   0.000000e+00     55s
  266640    3.8225678e+03   7.913623e+04   0.000000e+00     60s
  288860    3.9026020e+03   2.644278e+04   0.000000e+00     65s
  311383    3.9770978e+03   2.677192e+04   0.000000e+00     70s
  332896    4.0496923e+03   4.937172e+04   0.000000e+00     75s
  354611    4.1501678e+03   5.295094e+04   0.000000e+00     80s
  375417    4.2919214e+03   7.578761e+04   0.000000e+00     85s
  395314    4.3672904e+03   2.618322e+04   0.000000e+00     90s
  416726    4.5393438e+03   2.467042e+04   0.000000e+00     95s
  437431    4.6717677e+03   5.664327e+05   0.000000e+00    100s
  457934    4.7696392e+03   2.432147e+05   0.000000e+00    105s
  478639    4.9451941e+03   2.709943e+04   0.000000e+00    110s
  498637    5.0122456e+03   3.419413e+05   0.000000e+00    115s
  518938    5.0592390e+03   1.571362e+04   0.000000e+00    120s
  539542    5.1332683e+03   2.301347e+04   0.000000e+00    125s
  559237    5.2317788e+03   1.345437e+05   0.000000e+00    130s
  579538    5.2971661e+03   6.669741e+04   0.000000e+00    135s
  598930    5.4101576e+03   3.178148e+04   0.000000e+00    140s
  617211    5.4535862e+03   1.623291e+05   0.000000e+00    145s
  637108    5.5274705e+03   9.169686e+04   0.000000e+00    150s
  656298    5.5691881e+03   2.578163e+04   0.000000e+00    155s
  675690    5.6468119e+03   5.400823e+04   0.000000e+00    160s
  694981    5.7562401e+03   1.986511e+04   0.000000e+00    165s
  715787    5.9096001e+03   2.073011e+04   0.000000e+00    170s
  735684    6.0253168e+03   6.475944e+04   0.000000e+00    175s
  756288    6.1667967e+03   1.016103e+05   0.000000e+00    180s
  776690    6.2721960e+03   1.644314e+04   0.000000e+00    185s
  796991    6.4228275e+03   6.125061e+04   0.000000e+00    190s
  816484    6.5478416e+03   5.455419e+04   0.000000e+00    195s
  835775    6.7033127e+03   3.171884e+04   0.000000e+00    200s
  854965    6.8219010e+03   2.948496e+04   0.000000e+00    205s
  874761    7.0072702e+03   1.104486e+05   0.000000e+00    210s
  894759    7.2918129e+03   1.844267e+04   0.000000e+00    215s
  914656    7.8641815e+03   4.923942e+05   0.000000e+00    220s
  934553    8.5794186e+03   4.791630e+04   0.000000e+00    225s
  954046    9.2341471e+03   2.228940e+04   0.000000e+00    230s
  973741    9.9907706e+03   1.332819e+05   0.000000e+00    235s
  992628    1.1675148e+04   1.308991e+04   0.000000e+00    240s
 1011010    1.3503761e+04   3.533146e+04   0.000000e+00    245s
 1029493    1.4678887e+04   4.385597e+04   0.000000e+00    250s
 1047269    1.6374165e+04   4.490033e+04   0.000000e+00    255s
 1064641    1.8613280e+04   8.554017e+04   0.000000e+00    260s
 1081710    2.0213507e+04   2.791948e+04   0.000000e+00    265s
 1099082    2.2106125e+04   9.025383e+03   0.000000e+00    270s
