solving instance mcnd arcs c100_400_10_F_T_10 3 6 log
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 7200 rows, 6200 columns and 31500 nonzeros
Model fingerprint: 0xfedc23d2
Model has 400 function constraints treated as nonlinear
  400 LOG
Variable types: 5700 continuous, 500 integer (500 binary)
Coefficient statistics:
  Matrix range     [9e-02, 2e+03]
  Objective range  [1e+00, 1e+03]
  Bounds range     [3e+00, 1e+10]
  RHS range        [1e+00, 2e+01]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Warning: x < 1e-10 in domain of log(x).
         Setting lower bound to 1e-10.
Presolve removed 3964 rows and 1020 columns
Presolve time: 0.04s
Presolved: 5236 rows, 5181 columns, 26492 nonzeros
Presolved model has 400 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 4789 continuous, 392 integer (392 binary)

Root relaxation: objective 7.503795e+04, 6827 iterations, 0.88 seconds (0.93 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 75037.9484    0  180          - 75037.9484      -     -    0s
H    0     0                    157953.63854 75037.9484  52.5%     -    0s
     0     0 82600.8086    0  263 157953.639 82600.8086  47.7%     -    1s
     0     0 82779.5092    0  253 157953.639 82779.5092  47.6%     -    1s
     0     0 84351.0068    0  261 157953.639 84351.0068  46.6%     -    2s
H    0     0                    154255.23183 84351.4868  45.3%     -    2s
H    0     0                    153922.25984 84351.4868  45.2%     -    2s
H    0     0                    153908.44419 84351.4868  45.2%     -    2s
H    0     0                    153758.04506 84351.4868  45.1%     -    2s
H    0     0                    153758.04229 84351.4868  45.1%     -    2s
H    0     0                    153750.95968 84351.4868  45.1%     -    2s
H    0     0                    148265.95968 84351.4868  43.1%     -    2s
     0     0 84529.4131    0  294 148265.960 84529.4131  43.0%     -    3s
     0     0 85804.0731    0  323 148265.960 85804.0731  42.1%     -    3s
     0     0 85894.4550    0  322 148265.960 85894.4550  42.1%     -    4s
     0     0 86453.6146    0  347 148265.960 86453.6146  41.7%     -    4s
     0     0 86529.7104    0  304 148265.960 86529.7104  41.6%     -    5s
     0     0 86686.1051    0  366 148265.960 86686.1051  41.5%     -    5s
     0     0 86706.3430    0  353 148265.960 86706.3430  41.5%     -    5s
     0     0 86799.1593    0  330 148265.960 86799.1593  41.5%     -    5s
     0     0 86825.8206    0  336 148265.960 86825.8206  41.4%     -    5s
     0     0 86884.7744    0  305 148265.960 86884.7744  41.4%     -    5s
H    0     0                    148203.97400 86884.8258  41.4%     -    5s
H    0     0                    148203.97379 86884.8258  41.4%     -    5s
H    0     0                    148203.97286 86884.8258  41.4%     -    5s
     0     0 86913.6608    0  300 148203.973 86913.6608  41.4%     -    5s
     0     0 86952.8854    0  341 148203.973 86952.8854  41.3%     -    6s
     0     0 86964.2572    0  334 148203.973 86964.2572  41.3%     -    6s
     0     0 86988.8195    0  351 148203.973 86988.8195  41.3%     -    6s
     0     0 86995.0566    0  353 148203.973 86995.0566  41.3%     -    6s
     0     0 87032.7356    0  351 148203.973 87032.7356  41.3%     -    6s
     0     0 87046.4644    0  364 148203.973 87046.4644  41.3%     -    6s
     0     0 87054.4512    0  361 148203.973 87054.4512  41.3%     -    6s
     0     0 87057.6760    0  343 148203.973 87057.6760  41.3%     -    6s
     0     0 87064.2681    0  353 148203.973 87064.2681  41.3%     -    7s
     0     0 87706.7280    0  331 148203.973 87706.7280  40.8%     -    7s
H    0     0                    147778.21435 87707.1903  40.6%     -    9s
H    0     0                    147007.68629 87707.1903  40.3%     -    9s
H    0     0                    146596.06283 87707.1903  40.2%     -    9s
H    0     0                    141664.27200 87707.1903  38.1%     -    9s
H    0     0                    138442.81930 87707.1903  36.6%     -   10s
H    0     0                    133266.81930 87707.1903  34.2%     -   10s
     0     2 87707.1903    0  331 133266.819 87707.1903  34.2%     -   11s
     7     9 87950.2925    4  295 133266.819 87871.9732  34.1%  2014   15s
    16    18 88582.3232    8  264 133266.819 87871.9732  34.1%  2418   20s
    26    28 88980.5805   14  246 133266.819 87871.9732  34.1%  2315   26s
    37    39 89405.8187   20  224 133266.819 87871.9732  34.1%  2068   30s
    48    50 90179.7048   26  208 133266.819 87871.9732  34.1%  2071   35s
H   52    52                    133249.03886 87871.9732  34.1%  1958   37s
H   52    52                    133236.44598 87871.9732  34.0%  1958   37s
    60    62 90969.8376   33  208 133236.446 87871.9732  34.0%  1943   40s
H   78    78                    132890.17967 87871.9732  33.9%  1694   43s
