solving instance mcnd arcs c43 3 6 log
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 14070 rows, 13270 columns and 84732 nonzeros
Model fingerprint: 0xbbd12427
Model has 294 function constraints treated as nonlinear
  294 LOG
Variable types: 12956 continuous, 314 integer (314 binary)
Coefficient statistics:
  Matrix range     [1e-02, 3e+04]
  Objective range  [1e+00, 1e+03]
  Bounds range     [6e+01, 1e+10]
  RHS range        [1e+00, 7e+02]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Warning: x < 1e-10 in domain of log(x).
         Setting lower bound to 1e-10.
Presolve removed 1949 rows and 628 columns
Presolve time: 0.22s
Presolved: 13591 rows, 12643 columns, 83754 nonzeros
Presolved model has 294 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 12349 continuous, 294 integer (294 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   18524    9.8856094e+03   1.162971e+06   0.000000e+00      5s
   27233    1.7392953e+04   8.414295e+06   0.000000e+00     10s
   35686    1.9210050e+05   1.090753e+06   0.000000e+00     15s
   47722    4.8165043e+05   0.000000e+00   0.000000e+00     20s

Root relaxation: objective 4.816504e+05, 47722 iterations, 19.63 seconds (14.49 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 481650.427    0   71          - 481650.427      -     -   19s
H    0     0                    735732.69460 481650.427  34.5%     -   19s
H    0     0                    729240.46369 481650.427  34.0%     -   19s
H    0     0                    725571.05705 481650.427  33.6%     -   19s
H    0     0                    724216.05705 481650.427  33.5%     -   19s
H    0     0                    724183.18850 481650.427  33.5%     -   19s
H    0     0                    723739.23175 481650.427  33.4%     -   20s
H    0     0                    711289.38141 481650.427  32.3%     -   20s
H    0     0                    690160.31396 481650.427  30.2%     -   20s
H    0     0                    689924.33641 481650.427  30.2%     -   20s
H    0     0                    689680.36875 481650.427  30.2%     -   20s
H    0     0                    666528.03893 481650.427  27.7%     -   21s
H    0     0                    663926.03893 481650.427  27.5%     -   21s
     0     0 484196.093    0   78 663926.039 484196.093  27.1%     -   22s
     0     0 484207.387    0   76 663926.039 484207.387  27.1%     -   23s
     0     0 484864.910    0   83 663926.039 484864.910  27.0%     -   23s
H    0     0                    662008.28008 484869.082  26.8%     -   24s
H    0     0                    660587.64523 484869.082  26.6%     -   24s
     0     0 484869.082    0   83 660587.645 484869.082  26.6%     -   25s
     0     0 485141.626    0   93 660587.645 485141.626  26.6%     -   26s
     0     0 485263.088    0   69 660587.645 485263.088  26.5%     -   26s
     0     0 485369.865    0   85 660587.645 485369.865  26.5%     -   26s
     0     0 485386.501    0   82 660587.645 485386.501  26.5%     -   26s
     0     0 485414.784    0   62 660587.645 485414.784  26.5%     -   26s
     0     0 485417.065    0   80 660587.645 485417.065  26.5%     -   27s
     0     0 485455.525    0   69 660587.645 485455.525  26.5%     -   27s
H    0     0                    658165.38408 485455.848  26.2%     -   28s
H    0     0                    654698.38408 485455.848  25.9%     -   29s
     0     0 485458.131    0   57 654698.384 485458.131  25.9%     -   29s
     0     0 485458.788    0   73 654698.384 485458.788  25.9%     -   29s
     0     0 485459.353    0   74 654698.384 485459.353  25.8%     -   29s
     0     0 485467.987    0   87 654698.384 485467.987  25.8%     -   29s
     0     0 485469.379    0   68 654698.384 485469.379  25.8%     -   29s
     0     0 485470.814    0   86 654698.384 485470.814  25.8%     -   29s
     0     0 485471.230    0   80 654698.384 485471.230  25.8%     -   30s
     0     0 485471.313    0   94 654698.384 485471.313  25.8%     -   30s
     0     0 485471.494    0   96 654698.384 485471.494  25.8%     -   30s
     0     0 485471.584    0   80 654698.384 485471.584  25.8%     -   30s
     0     0 485471.584    0   80 654698.384 485471.584  25.8%     -   30s
     0     2 485473.958    0   80 654698.384 485473.958  25.8%     -   35s
    27    29 497010.449   19   50 654698.384 485473.958  25.8%   262   41s
    52    54 508007.706   36   48 654698.384 485473.958  25.8%   345   45s
   128   130 527735.703   87   46 654698.384 485473.958  25.8%   282   50s
   164   166 536868.627  109   44 654698.384 485473.958  25.8%   285   55s
H  175   175                    654370.13854 485473.958  25.8%   305   56s
   175   177 540174.926  117   43 654370.139 485473.958  25.8%   318   64s
   179   181 531135.864  119   45 654370.139 485473.958  25.8%   324   65s
   248   250 557043.820  166   45 654370.139 485473.958  25.8%   321   70s
H  297   297                    650267.26246 485473.958  25.3%   285   73s
H  297   297                    650215.07618 485473.958  25.3%   285   73s
