solving instance mcnd arcs c100_400_30_V_T_10 3 6 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 16800 rows, 13800 columns and 87100 nonzeros
Model fingerprint: 0x2c0dab09
Model has 400 function constraints treated as nonlinear
  400 POLY
Variable types: 13300 continuous, 500 integer (500 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+04]
  Objective range  [1e+00, 1e+02]
  Bounds range     [3e+00, 1e+10]
  RHS range        [5e+00, 5e+01]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 4809 rows and 697 columns
Presolve time: 0.55s
Presolved: 15191 rows, 13104 columns, 81391 nonzeros
Presolved model has 400 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 12712 continuous, 392 integer (392 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   10686    5.5598496e+05   9.797163e+05   0.000000e+00      5s
   15706    5.8051762e+05   6.116309e+04   0.000000e+00     10s
   19446    5.9086098e+05   9.867782e+03   0.000000e+00     15s
   23006    5.9784335e+05   2.202575e+03   0.000000e+00     20s
   25167    5.9918792e+05   0.000000e+00   0.000000e+00     23s

Root relaxation: objective 5.991879e+05, 25167 iterations, 22.72 seconds (11.81 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 599187.922    0  453          - 599187.922      -     -   23s
     0     0 679724.869    0  423          - 679724.869      -     -   39s
     0     0 681112.617    0  397          - 681112.617      -     -   42s
     0     0 687015.204    0  397          - 687015.204      -     -   51s
     0     0 687539.695    0  378          - 687539.695      -     -   53s
     0     0 691581.279    0  367          - 691581.279      -     -   63s
     0     0 692341.513    0  408          - 692341.513      -     -   67s
     0     0 693158.464    0  416          - 693158.464      -     -   74s
     0     0 694232.491    0  376          - 694232.491      -     -   77s
     0     0 695555.490    0  373          - 695555.490      -     -   81s
     0     0 695796.973    0  378          - 695796.973      -     -   83s
     0     0 696178.439    0  404          - 696178.439      -     -   85s
     0     0 696587.731    0  374          - 696587.731      -     -   87s
     0     0 696917.319    0  395          - 696917.319      -     -   90s
     0     0 696951.931    0  399          - 696951.931      -     -   91s
     0     0 697041.283    0  391          - 697041.283      -     -   93s
     0     0 697055.049    0  414          - 697055.049      -     -   94s
     0     0 697129.232    0  374          - 697129.232      -     -   95s
     0     0 697143.350    0  400          - 697143.350      -     -   96s
     0     0 697186.760    0  392          - 697186.760      -     -   97s
     0     0 698080.104    0  393          - 698080.104      -     -   97s
     0     2 698092.556    0  393          - 698092.556      -     -  197s
     1     3 698818.408    1  396          - 698092.556      -  9181  213s
     2     4 711435.761    1  391          - 698834.146      -  6788  221s
     3     5 699660.568    2  405          - 698846.652      -  5241  225s
     5     7 699552.489    3  403          - 699474.096      -  5363  244s
     6     8 699710.708    4  377          - 699474.096      -  4795  247s
     8    10 699983.530    6  371          - 699474.096      -  4329  256s
     9    11 711711.132    7  376          - 699474.096      -  4425  265s
    10    12 700637.684    7  379          - 699474.096      -  5615  285s
    11    13 703776.610    8  378          - 699474.096      -  6222  310s
    14    16 701865.743    9  373          - 699474.096      -  6144  331s
    16    18 701817.630   11  362          - 699474.096      -  7413  378s
    18    20 701537.010   12  350          - 699474.096      -  6657  380s
    19    21 702190.933   12  368          - 699474.096      -  6463  385s
    27    29 701875.899   19  339          - 699474.096      -  4689  391s
    31    33 701967.924   23  336          - 699474.096      -  4168  395s
    35    37 703421.500   26  353          - 699474.096      -  3821  402s
    37    39 702185.324   28  331          - 699474.096      -  3703  406s
    39    41 706849.709   29  333          - 699474.096      -  3643  415s
    41    43 702605.783   31  319          - 699474.096      -  3562  420s
    45    47 702613.707   34  325          - 699474.096      -  3344  426s
    47    49 709585.649   36  342          - 699474.096      -  3362  438s
    48    50 711809.193   36  333          - 699474.096      -  3464  448s
    50    52 709668.567   38  336          - 699474.096      -  3370  451s
    53    55 709771.609   40  325          - 699474.096      -  3252  456s
    56    58 715159.501   42  321          - 699474.096      -  3168  464s
    57    59 710739.266   43  322          - 699474.096      -  3159  467s
    58    60 737709.016   43  319          - 699474.096      -  3176  473s
    59    61 710902.082   44  325          - 699474.096      -  3213  478s
    60    62 710903.927   45  306          - 699474.096      -  3199  482s
    62    64 714371.156   46  317          - 699474.096      -  3148  487s
    67    69 711430.709   51  320          - 699474.096      -  2966  491s
    68    70 711443.188   52  311          - 699474.096      -  2973  495s
    72    74 711966.529   55  321          - 699474.096      -  2859  500s
    74    76 712110.846   56  307          - 699474.096      -  2837  505s
    77    79 729494.331   58  291          - 699474.096      -  2792  512s
    78    80 713177.527   59  296          - 699474.096      -  2827  517s
    82    84 713476.140   61  287          - 699474.096      -  2718  520s
    92    94 713756.664   68  286          - 699474.096      -  2462  525s
   103   105 714036.087   78  274          - 699474.096      -  2259  533s
   108   110 714384.351   82  267          - 699474.096      -  2178  536s
   112   112 infeasible   85               - 699474.096      -  2130  540s
   113   113 736407.752   85  285          - 699474.096      -  2187  551s
   124   124 738455.597   94  282          - 699474.096      -  2022  555s
   125   125 765183.415   95  284          - 699474.096      -  2073  567s
   126   126 752188.501   95  276          - 699474.096      -  2086  572s
   129   129 753027.854   97  278          - 699474.096      -  2057  575s
   133   133 753857.964  100  267          - 699474.096      -  2027  580s
   138   138 758242.431  103  260          - 699474.096      -  1992  586s
   144   144 756504.402  108  273          - 699474.096      -  1946  592s
   148   148 754205.635  110  257          - 699474.096      -  1915  595s
   154   154 755359.802  115  251          - 699474.096      -  1864  600s
   158   158 756314.863  118  247          - 699474.096      -  1850  606s
   160   160 757995.166  119  258          - 699474.096      -  1846  610s
   165   165 782454.624  121  248          - 699474.096      -  1837  619s
   166   166 757022.213  122  242          - 699474.096      -  1832  620s
   172   172 757928.669  125  237          - 699474.096      -  1792  625s
   176   176 763864.152  127  226          - 699474.096      -  1781  632s
   180   180 761839.845  129  226          - 699474.096      -  1763  636s
   190   190 759049.709  138  222          - 699474.096      -  1685  640s
   195   195 764471.209  141  220          - 699474.096      -  1667  645s
   208   208 760008.383  152  205          - 699474.096      -  1583  650s
   218   218 763803.965  160  200          - 699474.096      -  1535  655s
   222   222 768458.749  163  200          - 699474.096      -  1529  660s
   228   228 768929.935  168  189          - 699474.096      -  1512  665s
   238   236 780086.489  176  183          - 699474.096      -  1473  670s
   245   243 782948.845  180  176          - 699474.096      -  1451  675s
   253   251 786729.379  185  175          - 699474.096      -  1425  680s
   261   259 788443.731  189  167          - 699474.096      -  1401  685s
   272   270 788767.497  197  163          - 699474.096      -  1364  690s
   280   278 794185.838  202  163          - 699474.096      -  1345  695s
   282   279 788900.791  204  155          - 699474.096      -  1337  706s
   283   279 788912.776  205  155          - 699474.096      -  1335  713s
   284   280 788912.669  206  155          - 699474.096      -  1333  720s
   285   281 795255.555  207  154          - 699474.096      -  1334  727s
   286   282 797761.913  207  152          - 699474.096      -  1331  733s
   287   283 803448.602  208  153          - 699474.096      -  1327  738s
   288   284 800786.609  208  154          - 699474.096      -  1323  743s
   289   285 801001.812  209  154          - 699474.096      -  1323  748s
   290   286 801211.133  209  154          - 699474.096      -  1320  753s
   291   287 800859.059  210  155          - 699474.096      -  1320  758s
   292   288 801893.205  211  152          - 699474.096      -  1320  763s
   293   289 800973.972  211  155          - 699474.096      -  1316  767s
   294   290 800973.972  212  155          - 699474.096      -  1316  771s
   295   291 803282.388  212  155          - 699474.096      -  1311  775s
   297   293 800973.972  213  155          - 699474.096      -  1302  782s
   298   294 800973.972  214  155          - 699474.096      -  1301  786s
   300   296 802992.514  215  155          - 699474.096      -  1292  793s
   301   297 800973.972  215  155          - 699474.096      -  1288  797s
   302   298 800973.972  216  155          - 699474.096      -  1285  801s
   304   300 802754.056  217  155          - 699474.096      -  1276  808s
   305   301 800973.972  217  155          - 699474.096      -  1272  812s
   306   302 800973.972  218  155          - 699474.096      -  1275  817s
   307   303 802593.288  218  155          - 699474.096      -  1271  821s
   309   305 800973.972  219  155          - 699474.096      -  1263  828s
   310   306 800973.972  220  155          - 699474.096      -  1260  832s
   311   307 800973.972  221  155          - 699474.096      -  1258  836s
   313   309 802206.959  222  155          - 699474.096      -  1250  843s
   314   310 800973.972  222  155          - 699474.096      -  1246  846s
   315   311 800973.972  223  155          - 699474.096      -  1244  850s
   317   313 802036.981  224  155          - 699474.096      -  1237  857s
   318   314 800982.681  224  154          - 699474.096      -  1233  861s
   320   316 801030.001  226  155          - 699474.096      -  1235  869s
   321   317 801891.315  226  154          - 699474.096      -  1232  872s
   322   318 801873.669  227  155          - 699474.096      -  1228  875s
   324   320 801085.415  228  155          - 699474.096      -  1222  882s
   325   321 801799.746  228  155          - 699474.096      -  1218  885s
   327   323 801197.450  229  154          - 699474.096      -  1211  892s
   328   324 801197.450  230  154          - 699474.096      -  1212  896s
   330   326 801785.452  231  154          - 699474.096      -  1205  902s
   331   327 801197.450  231  154          - 699474.096      -  1201  905s
   333   329 801734.474  232  154          - 699474.096      -  1197  912s
   334   330 801756.676  233  154          - 699474.096      -  1194  915s
   336   332 802201.976  234  154          - 699474.096      -  1191  920s
   338   334 801626.545  235  154          - 699474.096      -  1188  927s
   339   335 802110.327  235  154          - 699474.096      -  1184  930s
   341   337 801737.891  236  154          - 699474.096      -  1177  936s
   343   339 802028.664  237  154          - 699474.096      -  1173  940s
   345   341 801837.758  239  153          - 699474.096      -  1173  948s
   346   342 802004.387  240  153          - 699474.096      -  1174  952s
   347   343 802251.173  240  153          - 699474.096      -  1171  955s
   349   345 802059.955  241  154          - 699474.096      -  1165  961s
   350   346 802155.105  242  154          - 699474.096      -  1168  966s
   352   348 802473.057  243  154          - 699474.096      -  1161  972s
   353   349 802290.878  243  154          - 699474.096      -  1158  975s
   355   351 802474.977  244  154          - 699474.096      -  1155  982s
   356   352 802516.038  245  154          - 699474.096      -  1152  985s
   358   354 802580.974  246  154          - 699474.096      -  1149  992s
   359   355 802705.502  246  154          - 699474.096      -  1146  995s
   361   357 802690.491  247  154          - 699474.096      -  1140 1001s
   363   359 802803.137  248  154          - 699474.096      -  1135 1007s
   364   360 802864.954  249  154          - 699474.096      -  1132 1010s
   366   362 802939.684  250  154          - 699474.096      -  1129 1017s
   367   363 803005.251  250  154          - 699474.096      -  1126 1020s
   369   365 803014.046  251  154          - 699474.096      -  1119 1025s
   371   367 803081.081  252  154          - 699474.096      -  1117 1032s
   372   368 803120.159  253  154          - 699474.096      -  1114 1035s
   374   370 803170.903  254  154          - 699474.096      -  1113 1041s
   376   372 803244.074  255  154          - 699474.096      -  1107 1047s
   377   373 803217.571  255  154          - 699474.096      -  1104 1050s
   379   375 803256.649  256  154          - 699474.096      -  1102 1056s
   380   376 803293.991  257  154          - 699474.096      -  1103 1060s
   382   378 803303.188  258  154          - 699474.096      -  1097 1065s
   384   380 803331.771  259  154          - 699474.096      -  1094 1071s
   386   382 803338.690  260  154          - 699474.096      -  1088 1077s
   387   383 803338.579  260  153          - 699474.096      -  1086 1080s
   389   385 803370.951  261  153          - 699474.096      -  1083 1086s
   391   387 803368.764  262  152          - 699474.096      -  1077 1092s
   393   389 803368.441  263  152          - 699474.096      -  1072 1097s
   394   390 803392.400  264  152          - 699474.096      -  1069 1100s
   396   392 803400.367  265  151          - 699474.096      -  1065 1106s
   398   394 803556.194  266  151          - 699474.096      -  1061 1111s
   401   397 803556.652  267  151          - 699474.096      -  1054 1117s
   402   398 803570.478  268  151          - 699474.096      -  1051 1120s
   404   400 803567.555  269  150          - 699474.096      -  1048 1126s
   406   402 803575.791  270  151          - 699474.096      -  1044 1132s
   408   404 803583.702  271  151          - 699474.096      -  1039 1137s
   409   405 803582.037  271  151          - 699474.096      -  1037 1140s
   411   407 803582.057  272  151          - 699474.096      -  1033 1145s
   413   409 803582.062  273  151          - 699474.096      -  1029 1151s
   415   411 803588.010  274  151          - 699474.096      -  1026 1157s
   416   412 803591.241  275  151          - 699474.096      -  1023 1160s
   418   414 803590.320  276  151          - 699474.096      -  1019 1165s
   420   416 803931.574  277  151          - 699474.096      -  1015 1171s
   422   418 804275.369  278  150          - 699474.096      -  1010 1177s
   424   420 803998.941  279  151          - 699474.096      -  1006 1182s
   425   421 803967.065  279  151          - 699474.096      -  1003 1185s
   427   423 803970.421  280  151          - 699474.096      -  1001 1191s
   429   425 803971.775  281  151          - 699474.096      -   996 1196s
   431   427 813399.616  282  150          - 699474.096      -   993 1200s
   433   429 806035.922  284  151          - 699474.096      -   995 1207s
   434   430 806276.113  284  151          - 699474.096      -   994 1210s
   437   433 806115.999  286  150          - 699474.096      -   988 1216s
   440   436 806114.270  287  151          - 699474.096      -   985 1222s
   442   438 815653.360  288  150          - 699474.096      -   984 1225s
   445   441 813131.358  290  151          - 699474.096      -   985 1233s
   446   442 813131.358  291  151          - 699474.096      -   986 1237s
   448   444 814033.895  292  151          - 699474.096      -   982 1241s
   450   446 813411.727  293  151          - 699474.096      -   982 1247s
   452   448 814062.550  294  151          - 699474.096      -   977 1251s
   454   450 813684.555  295  151          - 699474.096      -   976 1257s
   456   452 814136.489  296  151          - 699474.096      -   972 1261s
   458   454 813913.764  297  149          - 699474.096      -   969 1266s
   460   456 814215.461  298  149          - 699474.096      -   964 1270s
   463   459 814259.091  299  150          - 699474.096      -   960 1277s
   465   461 814192.045  300  151          - 699474.096      -   956 1281s
   467   463 814345.102  301  151          - 699474.096      -   953 1285s
   470   466 814462.832  303  150          - 699474.096      -   949 1292s
   472   468 814534.882  304  150          - 699474.096      -   945 1296s
   475   471 814527.787  306  149          - 699474.096      -   941 1301s
   477   473 814583.121  307  149          - 699474.096      -   937 1305s
   480   476 814598.078  308  149          - 699474.096      -   931 1311s
   482   478 814599.459  309  149          - 699474.096      -   927 1315s
   485   481 814599.774  311  149          - 699474.096      -   922 1321s
   487   483 814599.822  312  149          - 699474.096      -   918 1325s
   489   485 814599.834  313  149          - 699474.096      -   914 1330s
   492   488 814599.838  314  149          - 699474.096      -   908 1336s
   496   492 820738.609  317  147          - 699474.096      -   905 1341s
   498   494 820657.737  318  149          - 699474.096      -   907 1347s
   500   496 820657.737  320  149          - 699474.096      -   906 1352s
   501   497 820657.737  321  149          - 699474.096      -   910 1355s
   504   500 820657.737  322  149          - 699474.096      -   905 1361s
   506   502 820657.737  324  149          - 699474.096      -   907 1366s
   509   505 820657.737  325  149          - 699474.096      -   901 1371s
   511   507 821638.817  326  149          - 699474.096      -   900 1375s
   514   510 820824.076  328  149          - 699474.096      -   898 1381s
   517   513 820913.863  329  147          - 699474.096      -   893 1386s
   518   514 821009.320  330  147          - 699474.096      -   899 1390s
   521   517 821128.284  331  146          - 699474.096      -   894 1395s
   524   520 821508.961  333  146          - 699474.096      -   890 1400s
   527   523 821563.119  334  147          - 699474.096      -   886 1405s
   530   526 821585.993  336  147          - 699474.096      -   882 1410s
   533   529 821634.552  337  147          - 699474.096      -   877 1415s
   536   532 821731.084  339  147          - 699474.096      -   874 1420s
   539   535 828986.872  340  147          - 699474.096      -   873 1425s
   544   540 830559.599  343  149          - 699474.096      -   871 1431s
   547   543 830595.237  344  149          - 699474.096      -   869 1435s
   551   547 831196.246  346  146          - 699474.096      -   869 1441s
   554   550 831085.492  348  148          - 699474.096      -   868 1446s
   557   553 831089.623  349  148          - 699474.096      -   865 1451s
   560   556 831092.224  351  147          - 699474.096      -   863 1456s
   562   558 831086.257  352  147          - 699474.096      -   863 1460s
   565   561 831085.234  353  148          - 699474.096      -   861 1465s
   569   565 831085.174  355  148          - 699474.096      -   855 1470s
   572   568 831085.174  357  147          - 699474.096      -   861 1478s
   574   570 839005.916  358  146          - 699474.096      -   858 1480s
   577   573 833858.270  359  146          - 699474.096      -   855 1485s
   582   578 837745.334  362  146          - 699474.096      -   851 1490s
   590   586 836140.159  369  147          - 699474.096      -   843 1495s
   594   590 841993.821  371  147          - 699474.096      -   842 1501s
   597   593 842085.339  373  147          - 699474.096      -   842 1506s
   600   596 842056.690  374  147          - 699474.096      -   839 1510s
   603   599 842058.013  376  147          - 699474.096      -   838 1515s
   607   603 842057.605  378  147          - 699474.096      -   837 1520s
   611   607 842057.579  380  147          - 699474.096      -   834 1526s
   615   611 842294.038  382  148          - 699474.096      -   832 1530s
   620   616 842312.829  385  147          - 699474.096      -   830 1536s
   623   619 843115.783  387  152          - 699474.096      -   831 1540s
   627   623 844468.561  389  147          - 699474.096      -   831 1545s
   632   628 842418.096  391  147          - 699474.096      -   832 1551s
   635   631 843724.396  393  144          - 699474.096      -   832 1555s
   640   636 842457.632  395  148          - 699474.096      -   831 1560s
   645   641 842728.226  398  148          - 699474.096      -   828 1565s
   650   646 843046.863  400  148          - 699474.096      -   825 1570s
   654   650 843651.202  402  147          - 699474.096      -   823 1575s
   659   655 843292.327  405  150          - 699474.096      -   825 1580s
   665   661 847886.173  408  152          - 699474.096      -   824 1586s
   669   665 844892.465  410  152          - 699474.096      -   824 1590s
   680   676 858774.169  419  149          - 699474.096      -   817 1595s
   686   682 854038.921  422  141          - 699474.096      -   813 1601s
   691   687 854002.577  424  141          - 699474.096      -   810 1605s
   697   693 854345.156  427  143          - 699474.096      -   807 1610s
   704   700 854373.220  431  142          - 699474.096      -   803 1615s
   711   707 854463.583  435  142          - 699474.096      -   801 1620s
   717   713 854693.070  438  141          - 699474.096      -   799 1625s
   724   720 854608.099  441  144          - 699474.096      -   799 1630s
   732   728 854714.516  445  144          - 699474.096      -   796 1635s
   741   737 858997.055  450  149          - 699474.096      -   794 1640s
   747   743 855513.689  453  140          - 699474.096      -   793 1645s
   753   749 855146.632  456  145          - 699474.096      -   796 1651s
   759   755 854965.584  459  144          - 699474.096      -   795 1655s
   771   767 855008.492  466  145          - 699474.096      -   787 1660s
   777   773 855038.239  469  145          - 699474.096      -   788 1665s
   788   784 855117.920  474  144          - 699474.096      -   781 1670s
   803   799 855319.134  483  143          - 699474.096      -   769 1675s
   813   809 885207.948  489  141          - 699474.096      -   766 1680s
   827   823 855565.982  497  143          - 699474.096      -   757 1685s
   840   836 855706.105  503  144          - 699474.096      -   750 1690s
   858   854 855856.749  514  143          - 699474.096      -   739 1695s
   873   869 857785.391  521  148          - 699474.096      -   732 1700s
   889   885 860117.425  530  145          - 699474.096      -   724 1705s
   898   894 857068.799  535  141          - 699474.096      -   724 1710s
   918   914 857124.596  545  143          - 699474.096      -   713 1715s
   937   933 858366.260  555  137          - 699474.096      -   704 1720s
   959   955 859108.663  566  141          - 699474.096      -   693 1725s
   978   974 861315.399  576  138          - 699474.096      -   685 1730s
   997   993 858543.064  586  137          - 699474.096      -   677 1735s
  1018  1014 858817.184  596  138          - 699474.096      -   668 1740s
  1036  1032 859689.275  607  134          - 699474.096      -   661 1745s
  1050  1046 860815.987  615  133          - 699474.096      -   660 1750s
  1093  1089 862602.948  637  131          - 699474.096      -   640 1755s
  1122  1118 862658.546  651  130          - 699474.096      -   630 1760s
  1157  1153 862793.859  669  132          - 699474.096      -   616 1765s
  1194  1190 862964.572  688  129          - 699474.096      -   603 1770s
  1242  1238 862920.586  713  131          - 699474.096      -   586 1775s
  1292  1288 863365.385  739  129          - 699474.096      -   569 1780s
  1348  1343 863178.046  771  123          - 699474.096      -   550 1785s
  1389  1384 863237.761  791  125          - 699474.096      -   539 1790s
  1465  1460 863277.544  830  120          - 699474.096      -   516 1795s
  1559  1554 863401.674  878  115          - 699474.096      -   489 1800s
  1613  1608 863530.942  913  101          - 699474.096      -   477 1805s
  1684  1679 864130.878  950  100          - 699474.096      -   460 1810s
  1810  1803 864102.199 1014  102          - 699474.096      -   431 1815s
  1929  1922 864226.547 1075   87          - 699474.096      -   407 1820s
  1975  1968 864103.678 1098   90          - 699474.096      -   399 1828s
  2009  1998 864103.635 1115   82          - 699474.096      -   393 1830s
  2138  2127 864107.257 1181   57          - 699474.096      -   372 1835s
  2270  2259 864104.899 1247   31          - 699474.096      -   353 1840s
* 2399  2046            1312    864104.75665 699474.096  19.1%   335 1843s
* 2400  2033            1312    864104.75502 699474.096  19.1%   335 1843s
H 2403  1504                    863337.25502 699474.096  19.0%   334 1853s
  2405  1507 803368.441  264  150 863337.255 699557.307  19.0%   337 1975s
  NLP heuristic elapsed time = 5.03s
  NLP heuristic elapsed time = 10.02s
  NLP heuristic elapsed time = 15.02s
  2407  1508 814345.102  302  217 863337.255 699557.307  19.0%   336 2016s
  2408  1509 713187.123   60  174 863337.255 699557.307  19.0%   336 2036s
  2409  1510 859458.346  586  160 863337.255 699557.307  19.0%   336 2045s
  2410  1510 856893.885  543  158 863337.255 701940.077  18.7%   336 2060s
  2412  1512 803582.064  274  149 863337.255 703606.402  18.5%   336 2068s
  2413  1512 833154.528  342  153 863337.255 703848.993  18.5%   335 2071s
  2414  1513 858400.590  576  150 863337.255 704338.699  18.4%   335 2075s
  2416  1514 863224.592  739  162 863337.255 704914.330  18.4%   335 2081s
  2418  1516 857114.237  540  158 863337.255 705220.120  18.3%   335 2086s
  2420  1517 855538.142  492  144 863337.255 705562.281  18.3%   335 2090s
  2423  1519 855056.088  450  152 863337.255 705978.888  18.2%   334 2095s
  2425  1520 724658.263    4  147 863337.255 706456.626  18.2%   334 2100s
  2428  1522 863294.471  796  151 863337.255 706781.954  18.1%   333 2107s
  2430  1524 855013.876  447  150 863337.255 706920.637  18.1%   333 2111s
  2433  1526 831089.623  350  145 863337.255 707071.370  18.1%   333 2115s
  2436  1528 814345.102  302  149 863337.255 707216.782  18.1%   332 2121s
  2438  1529 854693.070  439  153 863337.255 707359.303  18.1%   332 2125s
  2442  1532 711439.400    2  144 863337.255 707524.955  18.0%   332 2131s
  2446  1534 758993.285  123  150 863337.255 707551.028  18.0%   331 2135s
  2451  1538 724669.004    4  149 863337.255 707565.560  18.0%   330 2140s
  2456  1541 862898.148  671  149 863337.255 707614.596  18.0%   330 2146s
  2459  1543 707739.814   24  158 863337.255 707739.814  18.0%   329 2150s
