2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance uflp nldep holmberg 60 log
===========================================================================
 BARON version 23.11.13. Built: LNX-64 Mon Nov 13 23:14:09 EST 2023

 BARON is a product of The Optimization Firm.
 For information on BARON, see https://minlp.com/about-baron
 Licensee: Claudio Contardo at Concordia University, claudio.contardo@concordia.ca.

 If you use this software, please cite publications from
 https://minlp.com/baron-publications, such as: 

 Khajavirad, A. and N. V. Sahinidis,
 A hybrid LP/NLP paradigm for global optimization relaxations,
 Mathematical Programming Computation, 10, 383-421, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP/QP: CLP/CBC, ILOG CPLEX                             
 For NLP: IPOPT, FILTERSQP
===========================================================================
 Doing local search
 Preprocessing found feasible solution with value 11302.3
 Solving bounding LP
 Starting multi-start local search
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
          1             1             4.95      9382.00          11302.3       
*         4             2             6.63      9428.63          11301.8       
        579           177            36.49      10151.4          11301.8       
       2163           586            66.33      10259.0          11301.8       
       3941          1020            96.17      10300.3          11301.8       
       5675          1446           126.00      10322.8          11301.8       
       7374          1844           155.84      10335.3          11301.8       
       9269          2303           185.67      10348.6          11301.8       
      10913          2705           215.51      10360.0          11301.8       
      12548          3087           245.34      10364.8          11301.8       
      14098          3445           275.18      10370.3          11301.8       
      15719          3818           305.02      10377.6          11301.8       
      17316          4195           334.86      10381.2          11301.8       
      19139          4636           364.69      10387.7          11301.8       
      20875          5062           394.52      10392.6          11301.8       
      22691          5498           424.35      10399.1          11301.8       
      24416          5904           454.18      10401.9          11301.8       
      26246          6326           484.01      10404.6          11301.8       
      27973          6730           513.84      10407.4          11301.8       
      29794          7142           543.67      10410.8          11301.8       
      31632          7553           573.51      10416.6          11301.8       
      33406          7937           603.35      10418.9          11301.8       
      35206          8352           633.18      10420.3          11301.8       
      36914          8739           663.02      10423.4          11301.8       
      38682          9136           692.85      10426.6          11301.8       
      40396          9535           722.68      10428.2          11301.8       
      42152          9944           752.51      10430.5          11301.8       
      43806         10328           782.35      10434.4          11301.8       
      45586         10734           812.18      10436.6          11301.8       
      47284         11120           842.02      10439.3          11301.8       
      49050         11515           871.85      10440.1          11301.8       
      50665         11876           901.68      10441.7          11301.8       
      52198         12221           931.51      10443.4          11301.8       
      53737         12571           961.34      10444.3          11301.8       
      55382         12938           991.17      10445.5          11301.8       
      57097         13317          1021.00      10446.4          11301.8       
      58688         13677          1050.84      10447.0          11301.8       
      60378         14054          1080.67      10451.4          11301.8       
      61977         14412          1110.50      10454.0          11301.8       
      63655         14783          1140.33      10455.4          11301.8       
      65267         15143          1170.16      10456.5          11301.8       
      66958         15521          1199.99      10456.9          11301.8       
      68557         15868          1229.82      10457.7          11301.8       
      70096         16194          1259.65      10457.9          11301.8       
      71600         16526          1289.49      10458.9          11301.8       
      73123         16873          1319.33      10460.7          11301.8       
      74815         17257          1349.16      10461.4          11301.8       
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
      76385         17608          1378.99      10462.6          11301.8       
      78054         17995          1408.82      10464.6          11301.8       
      79670         18360          1438.64      10466.4          11301.8       
Failure to change feasibility, error 1014.
      81279         18734          1468.47      10466.4          11301.8       
      82928         19119          1498.29      10467.2          11301.8       
      84513         19491          1528.11      10467.9          11301.8       
      86205         19869          1557.93      10469.5          11301.8       
      87785         20234          1587.75      10471.5          11301.8       
      89435         20617          1617.57      10472.3          11301.8       
      90989         20971          1647.39      10475.1          11301.8       
      92656         21350          1677.20      10476.9          11301.8       
      94263         21720          1707.02      10477.7          11301.8       
      95899         22084          1736.83      10478.1          11301.8       
      97587         22449          1766.65      10478.5          11301.8       
      99217         22819          1796.46      10478.5          11301.8       
     100920         23199          1826.28      10479.0          11301.8       
     102404         23530          1856.10      10479.7          11301.8       
