2023/05/23
Julia is now 1.9.0
previous version was 1.7.2
2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance uflp nldep holmberg 38 sqrt
===========================================================================
 BARON version 23.11.13. Built: LNX-64 Mon Nov 13 23:14:09 EST 2023

 BARON is a product of The Optimization Firm.
 For information on BARON, see https://minlp.com/about-baron
 Licensee: Claudio Contardo at Concordia University, claudio.contardo@concordia.ca.

 If you use this software, please cite publications from
 https://minlp.com/baron-publications, such as: 

 Khajavirad, A. and N. V. Sahinidis,
 A hybrid LP/NLP paradigm for global optimization relaxations,
 Mathematical Programming Computation, 10, 383-421, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP/QP: CLP/CBC, ILOG CPLEX                             
 For NLP: IPOPT, FILTERSQP
===========================================================================
 Doing local search
 Preprocessing found feasible solution with value 8915.55
 Solving bounding LP
 Starting multi-start local search
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
          1             1            14.38      8195.05          8915.55       
         34            11            44.30      8273.81          8915.55       
        269            62            74.44      8425.22          8915.55       
        874           122           105.99      8469.79          8915.55       
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
Failure to change feasibility, error 1014.
       2247           165           135.87      8469.79          8915.55       
*      7317           140           154.21      8469.79          8915.54       
*      7321           124           155.46      8469.79          8915.43       
*      7887           127           163.70      8469.79          8915.42       
*      8384           134           168.61      8469.79          8915.42       
      13444           169           198.50      8469.79          8915.42       
      20737           171           229.50      8469.79          8915.42       
      26985           175           259.39      8469.79          8915.42       
      31241           176           289.29      8469.79          8915.42       
      34470           180           319.21      8469.79          8915.42       
      36537           181           349.14      8469.79          8915.42       
      38109           182           379.07      8469.79          8915.42       
      39327           183           409.00      8469.79          8915.42       
      40521           184           438.93      8469.79          8915.42       
      41071           186           468.85      8469.79          8915.42       
      41435           186           498.79      8469.79          8915.42       
      41787           186           528.72      8469.79          8915.42       
      42117           191           558.66      8469.79          8915.42       
      42409           191           588.59      8469.79          8915.42       
      42721           190           618.52      8469.79          8915.42       
      43033           190           648.44      8469.79          8915.42       
      43349           189           678.42      8469.79          8915.42       
      43659           189           708.35      8469.79          8915.42       
      43975           190           738.30      8469.79          8915.42       
      44283           190           768.23      8469.79          8915.42       
      44581           189           798.16      8469.79          8915.42       
      44891           189           828.12      8469.79          8915.42       
      45209           188           858.09      8469.79          8915.42       
      45517           187           888.01      8469.79          8915.42       
      45835           190           917.95      8469.79          8915.42       
      46143           189           947.88      8469.79          8915.42       
      46439           189           977.82      8469.79          8915.42       
      46749           188          1007.75      8469.79          8915.42       
      47063           188          1037.68      8469.79          8915.42       
      47375           189          1067.62      8469.79          8915.42       
      47689           189          1097.55      8469.79          8915.42       
      48003           188          1127.50      8469.79          8915.42       
      48315           188          1157.44      8469.79          8915.42       
      48609           187          1187.38      8469.79          8915.42       
      48921           187          1217.30      8469.79          8915.42       
      49242           189          1247.24      8469.79          8915.42       
      49559           190          1277.19      8469.79          8915.42       
      49870           189          1307.11      8469.79          8915.42       
      50183           189          1337.05      8469.79          8915.42       
      50469           188          1366.99      8469.79          8915.42       
      50781           188          1396.93      8469.79          8915.42       
      51093           189          1426.87      8469.79          8915.42       
      51403           189          1456.80      8469.79          8915.42       
      51715           188          1486.73      8469.79          8915.42       
      52025           188          1516.66      8469.79          8915.42       
      52339           187          1546.62      8469.79          8915.42       
      52629           187          1576.55      8469.79          8915.42       
      52943           189          1606.48      8469.79          8915.42       
      53255           189          1636.42      8469.79          8915.42       
      53569           188          1666.35      8469.79          8915.42       
      53879           188          1696.28      8469.79          8915.42       
      54195           187          1726.22      8469.79          8915.42       
      54487           187          1756.16      8469.79          8915.42       
      54803           188          1786.09      8469.79          8915.42       
      55111           188          1816.03      8469.79          8915.42       
      55429           187          1845.97      8469.79          8915.42       
      55737           187          1875.92      8469.79          8915.42       
      56055           186          1905.85      8469.79          8915.42       
      56459           185          1935.80      8469.79          8915.42       
      56803           185          1965.72      8469.79          8915.42       
      57163           185          1995.66      8469.79          8915.42       
      57511           187          2025.60      8469.79          8915.42       
      57836           191          2055.53      8469.79          8915.42       
      58147           191          2085.48      8469.79          8915.42       
      58463           190          2115.45      8469.79          8915.42       
      58745           190          2145.38      8469.79          8915.42       
      59059           189          2175.32      8469.79          8915.42       
      59364           188          2205.25      8469.79          8915.42       
      59677           190          2235.19      8469.79          8915.42       
      59981           190          2265.12      8469.79          8915.42       
      60295           189          2295.04      8469.79          8915.42       
      60579           189          2324.96      8469.79          8915.42       
      60897           188          2354.89      8469.79          8915.42       
      61207           188          2384.82      8469.79          8915.42       
      61523           190          2414.76      8469.79          8915.42       
      61833           189          2444.70      8469.79          8915.42       
      62147           189          2474.64      8469.79          8915.42       
      62459           188          2504.57      8469.79          8915.42       
      62749           188          2534.50      8469.79          8915.42       
      63061           189          2564.43      8469.79          8915.42       
