
Note: the module "julia" cannot be unloaded because it was not loaded.

2023/11/29
gurobi is now 11.0.0
previous version was 10.0.2
solving instance uflp nldep gunluk ../../../../../instances/uflp/gunluk/gunluk-40-80-2.txt cost log
The latest version of Julia in the `1.10` channel is 1.10.6+0.x64.linux.gnu. You currently have `1.10.5+0.x64.linux.gnu` installed. Run:

  juliaup update

in your terminal shell to install Julia 1.10.6+0.x64.linux.gnu and update the `1.10` channel to that version.
===========================================================================
 BARON version 23.11.13. Built: LNX-64 Mon Nov 13 23:14:09 EST 2023

 BARON is a product of The Optimization Firm.
 For information on BARON, see https://minlp.com/about-baron
 Licensee: Claudio Contardo at Concordia University, claudio.contardo@concordia.ca.

 If you use this software, please cite publications from
 https://minlp.com/baron-publications, such as: 

 Khajavirad, A. and N. V. Sahinidis,
 A hybrid LP/NLP paradigm for global optimization relaxations,
 Mathematical Programming Computation, 10, 383-421, 2018.
===========================================================================
 This BARON run may utilize the following subsolver(s)
 For LP/MIP/QP: CLP/CBC, ILOG CPLEX                             
 For NLP: IPOPT, FILTERSQP
===========================================================================
 Doing local search
 Preprocessing found feasible solution with value 517.722
 Solving bounding LP
 Starting multi-start local search
 Preprocessing found feasible solution with value 517.084
 Done with local search
===========================================================================
  Iteration    Open nodes         Time (s)    Lower bound      Upper bound
          1             1             3.12      383.989          517.084       
       1798+          287            32.91      450.658          517.084       
       4743           758            62.75      464.612          517.084       
       7650          1373            92.61      469.299          517.084       
      10607          2045           122.47      471.519          517.084       
      13676          2764           152.32      474.039          517.084       
      16993          3555           182.18      475.917          517.084       
      20111          4302           212.04      477.184          517.084       
      23165          5021           241.90      477.950          517.084       
      26310          5754           271.77      478.590          517.084       
      29385          6463           301.63      479.259          517.084       
      32213          7120           331.41      479.774          517.084       
      34895          7773           361.18      480.170          517.084       
      37557          8417           390.94      480.539          517.084       
      40457          9107           420.74      480.969          517.084       
      43468          9789           450.54      481.298          517.084       
      46304         10446           480.31      481.605          517.084       
      49030         11051           510.07      481.890          517.084       
      51663         11654           539.83      482.156          517.084       
      54274         12234           569.59      482.381          517.084       
      57005         12832           599.36      482.596          517.084       
      59801         13490           629.12      482.754          517.084       
      62605         14137           658.87      482.906          517.084       
      65378         14789           688.63      483.083          517.084       
      68178         15410           718.39      483.186          517.084       
      70913         16029           748.15      483.299          517.084       
      73632         16676           777.91      483.449          517.084       
      76444         17332           807.68      483.572          517.084       
      79236         17970           837.44      483.698          517.084       
      82416         18663           867.27      483.842          517.084       
      85199         19288           897.04      483.948          517.084       
      87975         19898           926.80      484.035          517.084       
      90748         20537           956.56      484.135          517.084       
