solving instance uflp nlass orlib 83 sinabc3
The latest version of Julia in the `1.10` channel is 1.10.6+0.x64.linux.gnu. You currently have `1.10.5+0.x64.linux.gnu` installed. Run:

  juliaup update

in your terminal shell to install Julia 1.10.6+0.x64.linux.gnu and update the `1.10` channel to that version.
reading orlib data file ../../../../../instances/uflp/orlib/cap83.txt
263.7737386482649 * (sin(10.0x) + 5.0x) ^ 2
405.267314673776 * (sin(10.0x) + 5.0x) ^ 2
299.4149776370231 * (sin(10.0x) + 5.0x) ^ 2
204.2764398954881 * (sin(10.0x) + 5.0x) ^ 2
226.06116512909784 * (sin(10.0x) + 5.0x) ^ 2
259.91677090198647 * (sin(10.0x) + 5.0x) ^ 2
171.20651273758216 * (sin(10.0x) + 5.0x) ^ 2
150.564592762129 * (sin(10.0x) + 5.0x) ^ 2
251.63143278035128 * (sin(10.0x) + 5.0x) ^ 2
211.20469677306235 * (sin(10.0x) + 5.0x) ^ 2
204.2764398954881 * (sin(10.0x) + 5.0x) ^ 2
163.70685323092962 * (sin(10.0x) + 5.0x) ^ 2
289.2725809708835 * (sin(10.0x) + 5.0x) ^ 2
197.2053323606443 * (sin(10.0x) + 5.0x) ^ 2
405.0530386878717 * (sin(10.0x) + 5.0x) ^ 2
236.84638975295053 * (sin(10.0x) + 5.0x) ^ 2
374.4829980321833 * (sin(10.0x) + 5.0x) ^ 2
354.7696073289823 * (sin(10.0x) + 5.0x) ^ 2
280.2015642342657 * (sin(10.0x) + 5.0x) ^ 2
187.13436102313946 * (sin(10.0x) + 5.0x) ^ 2
236.13213646660267 * (sin(10.0x) + 5.0x) ^ 2
260.70244951696907 * (sin(10.0x) + 5.0x) ^ 2
346.198567892808 * (sin(10.0x) + 5.0x) ^ 2
456.1935739903785 * (sin(10.0x) + 5.0x) ^ 2
339.0560350293294 * (sin(10.0x) + 5.0x) ^ 2
125.42923687222029 * (sin(10.0x) + 5.0x) ^ 2
213.57445219708222 * (sin(10.0x) + 5.0x) ^ 2
150.49805957929112 * (sin(10.0x) + 5.0x) ^ 2
93.8059172264586 * (sin(10.0x) + 5.0x) ^ 2
102.87155260269985 * (sin(10.0x) + 5.0x) ^ 2
126.02510023028309 * (sin(10.0x) + 5.0x) ^ 2
71.97178132030014 * (sin(10.0x) + 5.0x) ^ 2
88.6985170144917 * (sin(10.0x) + 5.0x) ^ 2
122.0243033975757 * (sin(10.0x) + 5.0x) ^ 2
101.08396252851142 * (sin(10.0x) + 5.0x) ^ 2
89.89024373061733 * (sin(10.0x) + 5.0x) ^ 2
69.63088955648197 * (sin(10.0x) + 5.0x) ^ 2
200.21008830910222 * (sin(10.0x) + 5.0x) ^ 2
85.67663855574462 * (sin(10.0x) + 5.0x) ^ 2
211.3186837701302 * (sin(10.0x) + 5.0x) ^ 2
111.08595461027993 * (sin(10.0x) + 5.0x) ^ 2
193.35765969137995 * (sin(10.0x) + 5.0x) ^ 2
181.69576254072223 * (sin(10.0x) + 5.0x) ^ 2
137.26138069661025 * (sin(10.0x) + 5.0x) ^ 2
79.67544330668353 * (sin(10.0x) + 5.0x) ^ 2
113.12891469506667 * (sin(10.0x) + 5.0x) ^ 2
154.3286097382663 * (sin(10.0x) + 5.0x) ^ 2
234.2168613871151 * (sin(10.0x) + 5.0x) ^ 2
270.8198962395445 * (sin(10.0x) + 5.0x) ^ 2
171.65120879052066 * (sin(10.0x) + 5.0x) ^ 2
192.3200355678568 * (sin(10.0x) + 5.0x) ^ 2
1033.5969091031484 * (sin(10.0x) + 5.0x) ^ 2
767.9651334812197 * (sin(10.0x) + 5.0x) ^ 2
543.0986303557255 * (sin(10.0x) + 5.0x) ^ 2
358.01114313401035 * (sin(10.0x) + 5.0x) ^ 2
586.1651682350234 * (sin(10.0x) + 5.0x) ^ 2
855.0844658324711 * (sin(10.0x) + 5.0x) ^ 2
1382.7317429032576 * (sin(10.0x) + 5.0x) ^ 2
591.4252033958537 * (sin(10.0x) + 5.0x) ^ 2
926.7524448987834 * (sin(10.0x) + 5.0x) ^ 2
384.6400711357136 * (sin(10.0x) + 5.0x) ^ 2
755.4725499742477 * (sin(10.0x) + 5.0x) ^ 2
2249.3225356500448 * (sin(10.0x) + 5.0x) ^ 2
437.5691749415682 * (sin(10.0x) + 5.0x) ^ 2
898.4797559093207 * (sin(10.0x) + 5.0x) ^ 2
606.2190522856888 * (sin(10.0x) + 5.0x) ^ 2
833.3868207940461 * (sin(10.0x) + 5.0x) ^ 2
743.3087186648278 * (sin(10.0x) + 5.0x) ^ 2
651.9156077454018 * (sin(10.0x) + 5.0x) ^ 2
481.29321721596983 * (sin(10.0x) + 5.0x) ^ 2
933.6562410473732 * (sin(10.0x) + 5.0x) ^ 2
1900.8452062450394 * (sin(10.0x) + 5.0x) ^ 2
2585.6360337456304 * (sin(10.0x) + 5.0x) ^ 2
2621.1412710812347 * (sin(10.0x) + 5.0x) ^ 2
634.1629890775996 * (sin(10.0x) + 5.0x) ^ 2
1266.9527528300084 * (sin(10.0x) + 5.0x) ^ 2
1173.4193281244372 * (sin(10.0x) + 5.0x) ^ 2
822.8325054518073 * (sin(10.0x) + 5.0x) ^ 2
1161.6458900496102 * (sin(10.0x) + 5.0x) ^ 2
832.6437038474966 * (sin(10.0x) + 5.0x) ^ 2
785.5499515481881 * (sin(10.0x) + 5.0x) ^ 2
2516.2453485477763 * (sin(10.0x) + 5.0x) ^ 2
3138.2753268344763 * (sin(10.0x) + 5.0x) ^ 2
1014.4779141142711 * (sin(10.0x) + 5.0x) ^ 2
2708.5448371032858 * (sin(10.0x) + 5.0x) ^ 2
903.9384121895052 * (sin(10.0x) + 5.0x) ^ 2
1905.9888083359033 * (sin(10.0x) + 5.0x) ^ 2
5290.198174955658 * (sin(10.0x) + 5.0x) ^ 2
1586.143740636433 * (sin(10.0x) + 5.0x) ^ 2
2368.423292719391 * (sin(10.0x) + 5.0x) ^ 2
2070.816941383483 * (sin(10.0x) + 5.0x) ^ 2
775.0846732594528 * (sin(10.0x) + 5.0x) ^ 2
594.5586227787701 * (sin(10.0x) + 5.0x) ^ 2
671.7400501581924 * (sin(10.0x) + 5.0x) ^ 2
1360.4861775355796 * (sin(10.0x) + 5.0x) ^ 2
1940.000962774293 * (sin(10.0x) + 5.0x) ^ 2
4120.703326189496 * (sin(10.0x) + 5.0x) ^ 2
5590.420845863749 * (sin(10.0x) + 5.0x) ^ 2
5362.8010430837585 * (sin(10.0x) + 5.0x) ^ 2
476.8242420304988 * (sin(10.0x) + 5.0x) ^ 2
67.13834127295982 * (sin(10.0x) + 5.0x) ^ 2
84.23003104360038 * (sin(10.0x) + 5.0x) ^ 2
61.7545348234679 * (sin(10.0x) + 5.0x) ^ 2
41.55388639889539 * (sin(10.0x) + 5.0x) ^ 2
48.93955890848009 * (sin(10.0x) + 5.0x) ^ 2
53.367929283836816 * (sin(10.0x) + 5.0x) ^ 2
59.646509199582326 * (sin(10.0x) + 5.0x) ^ 2
37.398497759005856 * (sin(10.0x) + 5.0x) ^ 2
51.60871365527044 * (sin(10.0x) + 5.0x) ^ 2
70.01981514733578 * (sin(10.0x) + 5.0x) ^ 2
44.34436636144895 * (sin(10.0x) + 5.0x) ^ 2
39.73400816244742 * (sin(10.0x) + 5.0x) ^ 2
78.49741459878925 * (sin(10.0x) + 5.0x) ^ 2
54.00488666659361 * (sin(10.0x) + 5.0x) ^ 2
98.34925302804255 * (sin(10.0x) + 5.0x) ^ 2
71.36955817270136 * (sin(10.0x) + 5.0x) ^ 2
78.60357416258205 * (sin(10.0x) + 5.0x) ^ 2
74.41785421875171 * (sin(10.0x) + 5.0x) ^ 2
58.615244865595145 * (sin(10.0x) + 5.0x) ^ 2
43.37376463534336 * (sin(10.0x) + 5.0x) ^ 2
35.54828821861708 * (sin(10.0x) + 5.0x) ^ 2
45.76993764666653 * (sin(10.0x) + 5.0x) ^ 2
79.84715762415483 * (sin(10.0x) + 5.0x) ^ 2
62.64930828972148 * (sin(10.0x) + 5.0x) ^ 2
71.87002468772455 * (sin(10.0x) + 5.0x) ^ 2
251.31980309308852 * (sin(10.0x) + 5.0x) ^ 2
927.6134625590383 * (sin(10.0x) + 5.0x) ^ 2
633.9056622086824 * (sin(10.0x) + 5.0x) ^ 2
406.37783176967304 * (sin(10.0x) + 5.0x) ^ 2
292.88738750021525 * (sin(10.0x) + 5.0x) ^ 2
482.67622683275437 * (sin(10.0x) + 5.0x) ^ 2
619.9586437562913 * (sin(10.0x) + 5.0x) ^ 2
1066.5367051828566 * (sin(10.0x) + 5.0x) ^ 2
487.05176203350453 * (sin(10.0x) + 5.0x) ^ 2
695.436625969232 * (sin(10.0x) + 5.0x) ^ 2
275.11177574716766 * (sin(10.0x) + 5.0x) ^ 2
544.7541324933976 * (sin(10.0x) + 5.0x) ^ 2
1779.7489429051363 * (sin(10.0x) + 5.0x) ^ 2
272.6505371967457 * (sin(10.0x) + 5.0x) ^ 2
795.5269936863923 * (sin(10.0x) + 5.0x) ^ 2
428.80244967351774 * (sin(10.0x) + 5.0x) ^ 2
761.0696539804846 * (sin(10.0x) + 5.0x) ^ 2
685.591671767544 * (sin(10.0x) + 5.0x) ^ 2
537.3704168421316 * (sin(10.0x) + 5.0x) ^ 2
327.6181981561698 * (sin(10.0x) + 5.0x) ^ 2
