solving instance mcf arcs c43 3 6 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 1722 rows, 12976 columns and 48864 nonzeros
Model fingerprint: 0xa9a331a1
Model has 294 function constraints treated as nonlinear
  294 POLY
Variable types: 12662 continuous, 314 integer (314 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+04]
  Objective range  [1e+00, 1e+00]
  Bounds range     [6e+01, 1e+10]
  RHS range        [2e+02, 7e+02]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 314 rows and 334 columns
Presolve time: 0.05s
Presolved: 3724 rows, 12643 columns, 42498 nonzeros
Presolved model has 294 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 12349 continuous, 294 integer (294 binary)

Root relaxation: objective 2.258640e+05, 7069 iterations, 0.57 seconds (0.58 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 225864.010    0  118          - 225864.010      -     -    0s
H    0     0                    457977.83645 225864.010  50.7%     -    0s
H    0     0                    452347.57136 225864.010  50.1%     -    0s
H    0     0                    451924.46937 225864.010  50.0%     -    0s
H    0     0                    448548.63369 225864.010  49.6%     -    0s
     0     0 254956.801    0  145 448548.634 254956.801  43.2%     -    1s
H    0     0                    443733.36945 255000.278  42.5%     -    1s
H    0     0                    439890.83547 255000.278  42.0%     -    1s
H    0     0                    433326.73985 255000.278  41.2%     -    1s
H    0     0                    432257.79184 255000.278  41.0%     -    1s
     0     0 255003.157    0  145 432257.792 255003.157  41.0%     -    1s
     0     0 263482.922    0  161 432257.792 263482.922  39.0%     -    2s
     0     0 264561.669    0  166 432257.792 264561.669  38.8%     -    4s
     0     0 269000.720    0  173 432257.792 269000.720  37.8%     -    5s
     0     0 269565.007    0  182 432257.792 269565.007  37.6%     -    5s
     0     0 271205.213    0  171 432257.792 271205.213  37.3%     -    6s
     0     0 271494.050    0  175 432257.792 271494.050  37.2%     -    6s
     0     0 271911.560    0  172 432257.792 271911.560  37.1%     -    7s
     0     0 272048.126    0  178 432257.792 272048.126  37.1%     -    7s
     0     0 272268.731    0  171 432257.792 272268.731  37.0%     -    7s
     0     0 272320.552    0  174 432257.792 272320.552  37.0%     -    7s
     0     0 272424.064    0  180 432257.792 272424.064  37.0%     -    7s
     0     0 272447.133    0  179 432257.792 272447.133  37.0%     -    7s
     0     0 272511.769    0  178 432257.792 272511.769  37.0%     -    8s
     0     0 272512.182    0  178 432257.792 272512.182  37.0%     -    8s
     0     2 272513.508    0  178 432257.792 272513.508  37.0%     -   11s
    11    13 274372.011    6  151 432257.792 273460.410  36.7%  1370   15s
    32    34 276024.718   18  131 432257.792 273604.126  36.7%  1037   20s
    50    52 279437.439   32  133 432257.792 273604.126  36.7%   819   25s
    65    67 279641.132   42  104 432257.792 273604.126  36.7%   875   30s
    94    96 282551.626   66   96 432257.792 273604.126  36.7%   714   35s
   153   155 291370.637  121   90 432257.792 273604.126  36.7%   507   40s
   267   252 380833.133  207   66 432257.792 273604.126  36.7%   343   45s
   353   314 278006.458   11  147 432257.792 273615.832  36.7%   282   51s
   371   332 288439.568   23  100 432257.792 273615.832  36.7%   292   55s
   406   367 292106.406   51   81 432257.792 273615.832  36.7%   293   60s
   452   413 295526.579   88   82 432257.792 273615.832  36.7%   291   65s
   485   446 308477.203  115   74 432257.792 273615.832  36.7%   288   70s
   536   496 295104.226  126   80 432257.792 273615.832  36.7%   274   79s
   539   498 282239.936   58   76 432257.792 273615.832  36.7%   273   81s
   544   501 296155.085  139   81 432257.792 273615.832  36.7%   270   85s
   554   508 302460.653  112   88 432257.792 274084.631  36.6%   265   90s
   564   515 289638.832   33  100 432257.792 274297.966  36.5%   261   95s
   575   522 294898.033   80  102 432257.792 274419.016  36.5%   256  101s
   588   531 280476.860   49   99 432257.792 274440.644  36.5%   250  106s
   589   531 274440.644    5   99 432257.792 274440.644  36.5%   250  116s
   590   534 274918.597   13  197 432257.792 274560.919  36.5%   287  124s
   591   535 275346.041   13  187 432257.792 274918.597  36.4%   289  128s
   592   535 283418.775   14  197 432257.792 274918.597  36.4%   288  131s
   593   536 274979.063   14  194 432257.792 274979.063  36.4%   288  135s
   595   537 278531.823   15  194 432257.792 275032.729  36.4%   287  142s
   596   538 282867.912   16  197 432257.792 275032.729  36.4%   287  145s
   598   539 275095.785   17  203 432257.792 275036.698  36.4%   287  152s
   599   540 278513.343   17  202 432257.792 275095.785  36.4%   287  156s
