node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,825.0,660.0,823.0,1525.0,2601.0,9.296296
2.0,2019.0,1615.0,1931.0,3577.0,6102.0,8.908009
3.0,1121.0,897.0,929.0,1720.0,2934.0,7.711648
4.0,1751.0,1401.0,2324.0,4305.0,7344.0,12.358566
5.0,1324.0,1059.0,1054.0,1952.0,3330.0,7.4125
6.0,878.0,702.0,1128.0,2090.0,3565.0,11.974961
7.0,1017.0,814.0,710.0,1315.0,2243.0,6.501701
8.0,1898.0,1518.0,1586.0,2938.0,5012.0,7.784389
9.0,1175.0,940.0,905.0,1677.0,2860.0,7.172859
10.0,1291.0,1033.0,1417.0,2624.0,4477.0,10.224966
11.0,1528.0,1223.0,1152.0,2134.0,3640.0,7.01994
12.0,1600.0,1280.0,1023.0,1894.0,3232.0,5.951941
13.0,1149.0,919.0,910.0,1686.0,2876.0,7.378933
14.0,783.0,626.0,900.0,1667.0,2843.0,10.70516
15.0,1377.0,1102.0,1842.0,3413.0,5821.0,12.461431
16.0,1246.0,997.0,1391.0,2577.0,4397.0,10.4
17.0,1579.0,1263.0,903.0,1672.0,2853.0,5.325988
18.0,1594.0,1275.0,1282.0,2375.0,4051.0,7.489196
19.0,1394.0,1115.0,1175.0,2177.0,3713.0,7.851979
20.0,2024.0,1619.0,1672.0,3098.0,5285.0,7.695833
