node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,368.0,111.0,306.0,566.0,965.0,11.767196
2.0,460.0,138.0,489.0,905.0,1543.0,15.040936
3.0,400.0,120.0,272.0,503.0,858.0,9.614286
4.0,587.0,177.0,485.0,898.0,1532.0,11.692308
5.0,520.0,156.0,302.0,560.0,954.0,8.226891
6.0,302.0,91.0,197.0,365.0,623.0,9.259459
7.0,209.0,63.0,146.0,271.0,462.0,9.899225
8.0,263.0,79.0,134.0,247.0,422.0,7.181818
9.0,455.0,137.0,335.0,621.0,1059.0,10.43038
10.0,419.0,126.0,310.0,574.0,978.0,10.463087
11.0,190.0,57.0,109.0,201.0,342.0,8.069182
12.0,353.0,106.0,221.0,409.0,698.0,8.857843
13.0,640.0,192.0,507.0,938.0,1600.0,11.205479
14.0,268.0,81.0,277.0,512.0,874.0,14.620513
15.0,337.0,101.0,275.0,508.0,867.0,11.551587
16.0,440.0,132.0,366.0,677.0,1155.0,11.782313
17.0,279.0,84.0,356.0,660.0,1125.0,18.099237
18.0,549.0,165.0,366.0,678.0,1156.0,9.445055
19.0,223.0,67.0,256.0,473.0,807.0,16.284946
20.0,153.0,46.0,166.0,307.0,523.0,15.370968
21.0,441.0,133.0,331.0,613.0,1045.0,10.628141
22.0,422.0,127.0,434.0,804.0,1372.0,14.59058
23.0,485.0,146.0,419.0,776.0,1323.0,12.225627
24.0,171.0,52.0,192.0,354.0,604.0,15.875
25.0,442.0,133.0,369.0,683.0,1165.0,11.814961
26.0,385.0,116.0,153.0,283.0,482.0,5.616667
27.0,107.0,33.0,52.0,95.0,162.0,6.766667
28.0,326.0,98.0,323.0,597.0,1018.0,14.023041
29.0,149.0,45.0,166.0,306.0,522.0,15.716418
30.0,565.0,170.0,318.0,588.0,1004.0,7.969565
