node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,2075.0,623.0,824.0,1526.0,2603.0,5.620243
2.0,3147.0,944.0,698.0,1293.0,2205.0,3.13994
3.0,1287.0,386.0,759.0,1405.0,2397.0,8.34881
4.0,1588.0,477.0,569.0,1054.0,1798.0,5.074442
5.0,2122.0,637.0,813.0,1505.0,2567.0,5.420985
6.0,1725.0,518.0,762.0,1410.0,2406.0,6.250348
7.0,1430.0,429.0,850.0,1574.0,2684.0,8.414706
8.0,1682.0,505.0,595.0,1102.0,1879.0,5.007109
9.0,2794.0,839.0,864.0,1600.0,2729.0,4.375865
10.0,2161.0,649.0,472.0,873.0,1489.0,3.088753
11.0,1715.0,515.0,571.0,1058.0,1805.0,4.715632
12.0,1389.0,417.0,738.0,1367.0,2331.0,7.522907
13.0,1917.0,575.0,469.0,869.0,1482.0,3.464956
14.0,1543.0,463.0,768.0,1423.0,2427.0,7.050761
15.0,2461.0,739.0,799.0,1479.0,2523.0,4.594775
16.0,1786.0,536.0,547.0,1013.0,1727.0,4.333781
17.0,1534.0,461.0,1030.0,1907.0,3254.0,9.505081
18.0,1249.0,375.0,632.0,1170.0,1996.0,7.166423
19.0,1559.0,468.0,849.0,1573.0,2684.0,7.71327
20.0,1819.0,546.0,591.0,1095.0,1867.0,4.601719
21.0,2020.0,606.0,701.0,1299.0,2216.0,4.914765
22.0,1821.0,547.0,613.0,1135.0,1935.0,4.762402
23.0,1912.0,574.0,678.0,1256.0,2143.0,5.021249
24.0,1697.0,510.0,844.0,1563.0,2667.0,7.040563
25.0,2194.0,659.0,967.0,1791.0,3055.0,6.239815
26.0,1199.0,360.0,482.0,893.0,1522.0,5.688172
27.0,2012.0,604.0,505.0,935.0,1595.0,3.553288
28.0,2314.0,695.0,579.0,1073.0,1829.0,3.542154
29.0,1159.0,348.0,460.0,851.0,1452.0,5.616541
30.0,1673.0,502.0,386.0,715.0,1219.0,3.262899
