node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,475.0,143.0,272.0,503.0,857.0,8.099379
2.0,502.0,151.0,283.0,524.0,894.0,7.983051
3.0,343.0,103.0,299.0,553.0,944.0,12.355556
4.0,247.0,74.0,260.0,481.0,820.0,14.923077
5.0,187.0,56.0,174.0,323.0,550.0,13.246575
6.0,358.0,108.0,258.0,478.0,814.0,10.198473
7.0,465.0,140.0,407.0,753.0,1284.0,12.382979
8.0,256.0,77.0,145.0,268.0,456.0,7.990654
9.0,169.0,51.0,231.0,428.0,730.0,19.46729
10.0,477.0,143.0,388.0,719.0,1226.0,11.530612
11.0,418.0,126.0,172.0,319.0,544.0,5.828897
12.0,355.0,107.0,283.0,524.0,893.0,11.29771
13.0,453.0,136.0,425.0,786.0,1341.0,13.273333
14.0,381.0,115.0,271.0,501.0,854.0,10.05694
15.0,283.0,85.0,266.0,493.0,840.0,13.33945
16.0,328.0,99.0,231.0,428.0,729.0,9.966851
17.0,433.0,130.0,512.0,948.0,1616.0,16.757692
18.0,454.0,137.0,297.0,550.0,939.0,9.268041
19.0,347.0,105.0,249.0,461.0,787.0,10.160584
20.0,411.0,124.0,243.0,450.0,767.0,8.372881
21.0,200.0,60.0,227.0,420.0,716.0,16.090323
22.0,520.0,156.0,489.0,906.0,1546.0,13.325905
23.0,356.0,107.0,199.0,368.0,628.0,7.91954
24.0,538.0,162.0,346.0,641.0,1094.0,9.111111
25.0,407.0,123.0,230.0,425.0,725.0,7.985612
26.0,194.0,58.0,191.0,353.0,601.0,13.931507
27.0,313.0,94.0,300.0,556.0,949.0,13.616858
28.0,304.0,92.0,364.0,674.0,1149.0,16.948387
29.0,355.0,107.0,173.0,320.0,545.0,6.890909
30.0,519.0,156.0,335.0,621.0,1059.0,9.145631
