node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1239.0,991.0,933.0,1728.0,2947.0,7.01107
2.0,1631.0,1305.0,1008.0,1866.0,3184.0,5.751816
3.0,1947.0,1558.0,792.0,1467.0,2502.0,3.786696
4.0,2055.0,1644.0,974.0,1805.0,3078.0,4.414496
5.0,1825.0,1460.0,1142.0,2115.0,3607.0,5.826613
6.0,1763.0,1411.0,939.0,1738.0,2965.0,4.955713
7.0,1645.0,1316.0,581.0,1076.0,1836.0,3.289902
8.0,1636.0,1309.0,861.0,1594.0,2719.0,4.898279
9.0,1507.0,1205.0,884.0,1637.0,2792.0,5.462098
10.0,2158.0,1727.0,1167.0,2162.0,3687.0,5.034843
11.0,1744.0,1395.0,561.0,1038.0,1771.0,2.992188
12.0,1480.0,1184.0,1227.0,2272.0,3876.0,7.717342
13.0,1307.0,1046.0,897.0,1661.0,2833.0,6.387061
14.0,2066.0,1653.0,1007.0,1865.0,3180.0,4.537166
15.0,2385.0,1908.0,933.0,1728.0,2947.0,3.641851
16.0,1101.0,881.0,930.0,1723.0,2939.0,7.868047
17.0,1375.0,1100.0,766.0,1418.0,2419.0,5.185792
18.0,2043.0,1634.0,1027.0,1902.0,3244.0,4.680166
19.0,1960.0,1568.0,872.0,1615.0,2755.0,4.141458
20.0,2000.0,1600.0,737.0,1365.0,2329.0,3.431914
21.0,1347.0,1078.0,706.0,1307.0,2229.0,4.876902
22.0,2039.0,1632.0,1233.0,2285.0,3897.0,5.632107
23.0,1483.0,1186.0,823.0,1524.0,2599.0,5.166055
24.0,1828.0,1463.0,647.0,1199.0,2045.0,3.295848
25.0,1465.0,1172.0,956.0,1770.0,3019.0,6.076142
26.0,1663.0,1330.0,1032.0,1911.0,3260.0,5.779854
27.0,1437.0,1150.0,723.0,1339.0,2283.0,4.682773
28.0,2759.0,2208.0,1419.0,2628.0,4483.0,4.787349
29.0,1772.0,1417.0,993.0,1839.0,3137.0,5.21753
30.0,1601.0,1281.0,916.0,1696.0,2893.0,5.32428
