node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1240.0,992.0,1119.0,2072.0,3534.0,8.4002
2.0,1295.0,1036.0,1439.0,2665.0,4547.0,10.3465
3.0,1544.0,1235.0,866.0,1604.0,2735.0,5.2218
4.0,2396.0,1917.0,977.0,1810.0,3087.0,3.7975
5.0,1623.0,1298.0,1028.0,1903.0,3247.0,5.8956
6.0,2368.0,1895.0,1069.0,1980.0,3378.0,4.2035
7.0,2693.0,2155.0,1570.0,2908.0,4961.0,5.4279
8.0,1329.0,1063.0,733.0,1358.0,2317.0,5.138
9.0,1850.0,1480.0,1001.0,1853.0,3161.0,5.0366
10.0,1850.0,1480.0,950.0,1760.0,3003.0,4.7839
11.0,1931.0,1545.0,1178.0,2181.0,3721.0,5.6776
12.0,1997.0,1598.0,1158.0,2144.0,3658.0,5.397
13.0,1910.0,1528.0,1313.0,2433.0,4150.0,6.4046
14.0,1762.0,1410.0,845.0,1566.0,2671.0,4.4664
15.0,1964.0,1571.0,1225.0,2269.0,3870.0,5.808
16.0,1643.0,1315.0,952.0,1763.0,3008.0,5.3939
17.0,1460.0,1168.0,691.0,1280.0,2184.0,4.4084
18.0,1245.0,996.0,1014.0,1879.0,3205.0,7.5884
19.0,1792.0,1434.0,706.0,1307.0,2229.0,3.6653
20.0,2409.0,1927.0,1244.0,2305.0,3932.0,4.81
21.0,866.0,693.0,1044.0,1934.0,3299.0,11.2322
22.0,2218.0,1775.0,1947.0,3607.0,6153.0,8.1755
23.0,1643.0,1315.0,1228.0,2275.0,3881.0,6.9601
24.0,1989.0,1591.0,1616.0,2994.0,5107.0,7.5678
25.0,1369.0,1095.0,1154.0,2138.0,3647.0,7.8542
26.0,2197.0,1757.0,1386.0,2568.0,4380.0,5.8766
27.0,2169.0,1735.0,1263.0,2340.0,3991.0,5.4227
28.0,1515.0,1212.0,1308.0,2423.0,4133.0,8.0414
29.0,1425.0,1140.0,851.0,1577.0,2690.0,5.5628
30.0,1481.0,1185.0,1197.0,2218.0,3783.0,7.5277
