node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,471.0,377.0,1076.0,1993.0,3399.0,21.289474
2.0,506.0,405.0,567.0,1049.0,1790.0,10.436975
3.0,747.0,598.0,1140.0,2112.0,3602.0,14.219672
4.0,277.0,221.0,413.0,764.0,1304.0,13.912195
5.0,584.0,467.0,994.0,1841.0,3141.0,15.867797
6.0,379.0,303.0,880.0,1631.0,2781.0,21.678363
7.0,308.0,246.0,717.0,1328.0,2266.0,21.727778
8.0,608.0,486.0,793.0,1468.0,2504.0,12.15
9.0,700.0,560.0,1150.0,2130.0,3633.0,15.298246
10.0,399.0,319.0,976.0,1807.0,3083.0,22.8
11.0,285.0,228.0,510.0,945.0,1611.0,16.686957
12.0,371.0,297.0,549.0,1017.0,1735.0,13.783871
13.0,585.0,468.0,866.0,1604.0,2736.0,13.794574
14.0,310.0,248.0,716.0,1326.0,2262.0,21.522124
15.0,368.0,294.0,602.0,1115.0,1902.0,15.256098
16.0,345.0,276.0,828.0,1534.0,2616.0,22.381395
17.0,268.0,215.0,564.0,1044.0,1780.0,19.594828
18.0,675.0,540.0,760.0,1407.0,2400.0,10.484496
19.0,398.0,318.0,854.0,1582.0,2698.0,20.015326
20.0,181.0,145.0,418.0,773.0,1318.0,21.575758
21.0,460.0,368.0,855.0,1584.0,2702.0,17.3213
22.0,904.0,723.0,1094.0,2026.0,3455.0,11.266781
23.0,771.0,617.0,1090.0,2019.0,3444.0,13.170115
24.0,350.0,280.0,406.0,752.0,1283.0,10.821012
25.0,427.0,341.0,459.0,849.0,1448.0,10.013746
26.0,698.0,558.0,851.0,1576.0,2689.0,11.361371
27.0,501.0,401.0,674.0,1249.0,2130.0,12.539106
28.0,608.0,486.0,807.0,1495.0,2550.0,12.374622
29.0,389.0,312.0,846.0,1567.0,2672.0,20.25
30.0,715.0,572.0,637.0,1180.0,2012.0,8.301775
