node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,680.0,544.0,1404.0,2601.0,4436.0,19.243243
2.0,233.0,187.0,683.0,1266.0,2159.0,27.317073
3.0,230.0,184.0,560.0,1037.0,1768.0,22.723404
4.0,904.0,723.0,1089.0,2017.0,3440.0,11.217391
5.0,371.0,297.0,757.0,1402.0,2391.0,18.993151
6.0,655.0,524.0,921.0,1707.0,2911.0,13.11435
7.0,285.0,228.0,333.0,616.0,1050.0,10.873563
8.0,633.0,506.0,841.0,1558.0,2658.0,12.383513
9.0,548.0,438.0,786.0,1456.0,2483.0,13.367033
10.0,453.0,362.0,647.0,1198.0,2044.0,13.310526
11.0,418.0,335.0,901.0,1669.0,2847.0,20.084906
12.0,352.0,282.0,549.0,1017.0,1735.0,14.539749
13.0,629.0,504.0,721.0,1336.0,2278.0,10.674584
14.0,343.0,274.0,800.0,1482.0,2529.0,21.781513
15.0,572.0,457.0,819.0,1516.0,2586.0,13.34
16.0,662.0,529.0,703.0,1302.0,2222.0,9.898039
17.0,683.0,547.0,1052.0,1948.0,3323.0,14.339578
18.0,341.0,273.0,689.0,1276.0,2176.0,18.812155
19.0,407.0,326.0,387.0,717.0,1223.0,8.858209
20.0,343.0,274.0,681.0,1261.0,2151.0,18.529412
21.0,404.0,323.0,550.0,1019.0,1739.0,12.701887
22.0,902.0,721.0,793.0,1469.0,2506.0,8.191489
23.0,589.0,471.0,939.0,1740.0,2968.0,14.87062
24.0,484.0,387.0,864.0,1601.0,2730.0,16.634058
25.0,416.0,333.0,754.0,1396.0,2382.0,16.9
26.0,428.0,342.0,1046.0,1938.0,3305.0,22.793103
27.0,280.0,224.0,614.0,1136.0,1938.0,20.420513
28.0,365.0,292.0,584.0,1081.0,1844.0,14.894273
29.0,104.0,83.0,400.0,740.0,1262.0,36.015152
30.0,260.0,208.0,578.0,1071.0,1827.0,20.764977
