node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1724.0,1379.0,1932.0,3579.0,6106.0,10.440299
2.0,1571.0,1257.0,1244.0,2304.0,3931.0,7.372434
3.0,1421.0,1137.0,1133.0,2099.0,3580.0,7.423077
4.0,1574.0,1259.0,1563.0,2894.0,4937.0,9.246681
5.0,1396.0,1117.0,1453.0,2692.0,4592.0,9.69419
6.0,1694.0,1355.0,1619.0,3000.0,5117.0,8.903761
7.0,875.0,700.0,1023.0,1895.0,3232.0,10.884021
8.0,1412.0,1129.0,1309.0,2425.0,4136.0,8.63489
9.0,1346.0,1077.0,908.0,1682.0,2870.0,6.284689
10.0,1499.0,1200.0,991.0,1835.0,3130.0,6.152194
11.0,874.0,699.0,883.0,1635.0,2788.0,9.402985
12.0,2690.0,2152.0,1468.0,2720.0,4639.0,5.082661
13.0,1642.0,1314.0,1118.0,2071.0,3532.0,6.339795
14.0,884.0,707.0,1306.0,2419.0,4127.0,13.767486
15.0,1792.0,1434.0,1822.0,3374.0,5756.0,9.465798
16.0,1528.0,1223.0,1086.0,2012.0,3431.0,6.618182
17.0,2014.0,1611.0,1355.0,2511.0,4283.0,6.266722
18.0,1615.0,1292.0,1017.0,1884.0,3214.0,5.866315
19.0,1960.0,1568.0,1630.0,3019.0,5151.0,7.744292
20.0,1346.0,1077.0,1570.0,2909.0,4962.0,10.868735
