node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1604.0,481.0,651.0,1205.0,2056.0,5.745509
2.0,1352.0,406.0,1416.0,2622.0,4473.0,14.831507
3.0,1385.0,416.0,747.0,1384.0,2361.0,7.639329
4.0,1159.0,348.0,807.0,1495.0,2550.0,9.867188
5.0,1939.0,582.0,724.0,1341.0,2287.0,5.287449
6.0,1477.0,443.0,1009.0,1869.0,3188.0,9.676533
7.0,904.0,272.0,756.0,1400.0,2388.0,11.841542
8.0,1439.0,432.0,883.0,1635.0,2789.0,8.683333
9.0,1515.0,455.0,1340.0,2482.0,4235.0,12.528555
10.0,2050.0,615.0,1290.0,2390.0,4077.0,8.911565
11.0,1281.0,385.0,844.0,1563.0,2666.0,9.328211
12.0,1975.0,593.0,1213.0,2247.0,3834.0,8.701188
13.0,1610.0,483.0,1125.0,2084.0,3556.0,9.899743
14.0,1339.0,402.0,927.0,1716.0,2927.0,9.801939
15.0,1937.0,582.0,1125.0,2083.0,3554.0,8.22108
16.0,575.0,173.0,384.0,711.0,1213.0,9.448549
17.0,1911.0,574.0,980.0,1816.0,3097.0,7.263661
18.0,1461.0,439.0,879.0,1628.0,2777.0,8.519305
19.0,1159.0,348.0,826.0,1530.0,2610.0,10.096037
20.0,1549.0,465.0,895.0,1658.0,2828.0,8.185603
