node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1413.0,424.0,736.0,1363.0,2324.0,7.37246
2.0,1480.0,444.0,793.0,1469.0,2506.0,7.587591
3.0,1217.0,366.0,626.0,1159.0,1977.0,7.27787
4.0,1312.0,394.0,493.0,914.0,1558.0,5.322314
5.0,993.0,298.0,302.0,560.0,954.0,4.30674
6.0,1124.0,337.0,469.0,868.0,1480.0,5.903061
7.0,1612.0,484.0,794.0,1471.0,2509.0,6.974328
8.0,877.0,263.0,544.0,1008.0,1719.0,8.78882
9.0,859.0,258.0,388.0,718.0,1224.0,6.392037
10.0,1054.0,317.0,519.0,961.0,1640.0,6.970745
11.0,1006.0,302.0,493.0,912.0,1555.0,6.929009
12.0,1373.0,412.0,714.0,1323.0,2257.0,7.364835
13.0,1179.0,354.0,934.0,1731.0,2952.0,11.224427
14.0,1828.0,549.0,644.0,1193.0,2034.0,4.986923
15.0,1364.0,409.0,583.0,1079.0,1840.0,6.046365
16.0,1131.0,340.0,703.0,1302.0,2221.0,8.80303
17.0,1065.0,320.0,625.0,1157.0,1973.0,8.302817
18.0,1173.0,352.0,420.0,777.0,1325.0,5.063961
19.0,1269.0,381.0,869.0,1609.0,2745.0,9.694707
20.0,1085.0,326.0,527.0,977.0,1666.0,6.88
