node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,1897.0,1517.0,2317.0,4292.0,7321.0,11.377091
2.0,1199.0,960.0,1944.0,3601.0,6143.0,15.099558
3.0,1202.0,961.0,1035.0,1917.0,3270.0,8.019394
4.0,1801.0,1441.0,1357.0,2514.0,4289.0,7.019934
5.0,812.0,649.0,828.0,1533.0,2614.0,9.494436
6.0,1382.0,1105.0,883.0,1636.0,2791.0,5.952546
7.0,1439.0,1152.0,1398.0,2590.0,4419.0,9.048583
8.0,727.0,581.0,1027.0,1902.0,3245.0,13.167131
9.0,2486.0,1989.0,1872.0,3468.0,5915.0,7.013078
10.0,1937.0,1550.0,1147.0,2125.0,3624.0,5.512821
11.0,1360.0,1088.0,1163.0,2154.0,3675.0,7.963576
12.0,1846.0,1477.0,1693.0,3136.0,5350.0,8.540761
13.0,1486.0,1189.0,1175.0,2177.0,3713.0,7.363958
14.0,1702.0,1362.0,1218.0,2256.0,3849.0,6.664656
15.0,1838.0,1470.0,1174.0,2175.0,3710.0,5.949717
16.0,993.0,794.0,749.0,1388.0,2367.0,7.026266
17.0,1258.0,1007.0,1115.0,2066.0,3524.0,8.255525
18.0,1731.0,1385.0,1642.0,3042.0,5190.0,8.836854
19.0,1102.0,882.0,916.0,1697.0,2895.0,7.743812
20.0,1703.0,1363.0,1792.0,3320.0,5664.0,9.800582
