node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,475.0,380.0,413.0,764.0,1303.0,8.099379
2.0,502.0,402.0,430.0,797.0,1359.0,7.983051
3.0,343.0,274.0,454.0,841.0,1435.0,12.355556
4.0,247.0,197.0,395.0,731.0,1246.0,14.923077
5.0,187.0,149.0,265.0,491.0,837.0,13.246575
6.0,358.0,287.0,392.0,726.0,1238.0,10.198473
7.0,465.0,372.0,618.0,1144.0,1952.0,12.382979
8.0,256.0,205.0,220.0,407.0,694.0,7.990654
9.0,169.0,135.0,352.0,651.0,1110.0,19.46729
10.0,477.0,382.0,590.0,1093.0,1865.0,11.530612
11.0,418.0,335.0,262.0,485.0,827.0,5.828897
12.0,355.0,284.0,430.0,796.0,1358.0,11.29771
13.0,453.0,362.0,645.0,1195.0,2038.0,13.273333
14.0,381.0,305.0,411.0,762.0,1299.0,10.05694
15.0,283.0,226.0,404.0,749.0,1277.0,13.33945
16.0,328.0,263.0,351.0,650.0,1109.0,9.966851
17.0,433.0,346.0,778.0,1441.0,2457.0,16.757692
18.0,454.0,363.0,452.0,837.0,1427.0,9.268041
19.0,347.0,278.0,379.0,701.0,1196.0,10.160584
20.0,411.0,329.0,369.0,684.0,1167.0,8.372881
21.0,200.0,160.0,345.0,638.0,1088.0,16.090323
22.0,520.0,416.0,744.0,1378.0,2350.0,13.325905
23.0,356.0,285.0,303.0,560.0,955.0,7.91954
24.0,538.0,431.0,526.0,975.0,1663.0,9.111111
25.0,407.0,326.0,349.0,647.0,1103.0,7.985612
26.0,194.0,155.0,290.0,536.0,914.0,13.931507
27.0,313.0,250.0,457.0,846.0,1442.0,13.616858
28.0,304.0,243.0,553.0,1024.0,1747.0,16.948387
29.0,355.0,284.0,262.0,486.0,828.0,6.890909
30.0,519.0,415.0,510.0,944.0,1609.0,9.145631
