node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,826.0,248.0,986.0,1826.0,3114.0,16.900662
2.0,433.0,130.0,265.0,490.0,835.0,8.655629
3.0,235.0,71.0,308.0,569.0,971.0,18.585859
4.0,591.0,178.0,355.0,657.0,1121.0,8.503597
5.0,477.0,143.0,386.0,715.0,1219.0,11.46473
6.0,459.0,138.0,343.0,635.0,1082.0,10.576336
7.0,934.0,281.0,944.0,1748.0,2982.0,14.311504
8.0,380.0,114.0,524.0,970.0,1654.0,19.538153
9.0,257.0,78.0,440.0,814.0,1389.0,24.226563
10.0,315.0,95.0,686.0,1271.0,2168.0,30.894737
11.0,116.0,35.0,200.0,371.0,632.0,24.57377
12.0,627.0,188.0,668.0,1237.0,2110.0,15.092593
13.0,365.0,110.0,447.0,828.0,1413.0,17.350515
14.0,325.0,98.0,483.0,895.0,1527.0,21.107843
15.0,820.0,246.0,724.0,1342.0,2288.0,12.508403
16.0,389.0,117.0,759.0,1405.0,2397.0,27.619048
17.0,886.0,266.0,1381.0,2557.0,4363.0,22.071429
18.0,377.0,114.0,776.0,1438.0,2452.0,29.157895
19.0,608.0,183.0,544.0,1007.0,1718.0,12.67354
20.0,170.0,51.0,241.0,446.0,761.0,20.131579
21.0,395.0,119.0,572.0,1059.0,1807.0,20.5
22.0,503.0,151.0,558.0,1033.0,1762.0,15.69863
23.0,490.0,147.0,511.0,947.0,1615.0,14.778325
24.0,381.0,115.0,783.0,1451.0,2474.0,29.142857
25.0,544.0,164.0,444.0,822.0,1402.0,11.555024
26.0,710.0,213.0,1022.0,1893.0,3229.0,20.399329
27.0,634.0,191.0,498.0,922.0,1573.0,11.121711
28.0,297.0,89.0,358.0,663.0,1130.0,17.081081
29.0,267.0,80.0,257.0,476.0,811.0,13.634483
30.0,562.0,169.0,501.0,928.0,1583.0,12.625498
