node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,4.0,2.0,37.0,69.0,117.0,144.5
2.0,2.0,1.0,6.0,10.0,17.0,63.0
3.0,5.0,2.0,58.0,106.0,181.0,168.6
4.0,4.0,2.0,26.0,47.0,80.0,99.0
5.0,4.0,2.0,45.0,83.0,141.0,175.0
6.0,17.0,6.0,91.0,168.0,287.0,76.333
7.0,5.0,2.0,62.0,114.0,193.0,180.0
8.0,5.0,2.0,33.0,61.0,104.0,96.6
9.0,13.0,4.0,93.0,171.0,291.0,108.636
10.0,8.0,3.0,95.0,175.0,299.0,185.714
11.0,10.0,3.0,129.0,238.0,405.0,188.889
12.0,10.0,3.0,129.0,238.0,405.0,188.889
13.0,17.0,6.0,228.0,422.0,719.0,191.667
14.0,16.0,5.0,153.0,283.0,482.0,138.357
15.0,2.0,1.0,6.0,10.0,17.0,63.0
16.0,5.0,2.0,62.0,114.0,193.0,180.0
17.0,5.0,2.0,62.0,114.0,193.0,180.0
18.0,7.0,2.0,47.0,87.0,149.0,110.833
19.0,2.0,1.0,6.0,11.0,19.0,70.0
20.0,2.0,1.0,6.0,10.0,17.0,63.0
21.0,2.0,1.0,6.0,10.0,17.0,63.0
22.0,5.0,2.0,22.0,40.0,69.0,63.6
23.0,4.0,2.0,45.0,83.0,141.0,175.0
24.0,7.0,2.0,53.0,98.0,168.0,124.833
25.0,2.0,1.0,6.0,10.0,17.0,63.0
