node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,2075.0,1660.0,1253.0,2320.0,3958.0,5.620243
2.0,3147.0,2518.0,1061.0,1966.0,3353.0,3.13994
3.0,1287.0,1030.0,1154.0,2137.0,3645.0,8.34881
4.0,1588.0,1271.0,866.0,1603.0,2735.0,5.074442
5.0,2122.0,1698.0,1235.0,2288.0,3904.0,5.420985
6.0,1725.0,1380.0,1158.0,2145.0,3658.0,6.250348
7.0,1430.0,1144.0,1292.0,2393.0,4082.0,8.414706
8.0,1682.0,1345.0,904.0,1675.0,2857.0,5.007109
9.0,2794.0,2235.0,1313.0,2432.0,4149.0,4.375865
10.0,2161.0,1729.0,717.0,1328.0,2265.0,3.088753
11.0,1715.0,1372.0,869.0,1609.0,2745.0,4.715632
12.0,1389.0,1111.0,1122.0,2078.0,3545.0,7.522907
13.0,1917.0,1534.0,714.0,1321.0,2254.0,3.464956
14.0,1543.0,1234.0,1168.0,2163.0,3690.0,7.050761
15.0,2461.0,1969.0,1214.0,2249.0,3836.0,4.594775
16.0,1786.0,1429.0,831.0,1540.0,2627.0,4.333781
17.0,1534.0,1227.0,1566.0,2900.0,4947.0,9.505081
18.0,1249.0,999.0,961.0,1780.0,3036.0,7.166423
19.0,1559.0,1248.0,1292.0,2392.0,4081.0,7.71327
20.0,1819.0,1455.0,899.0,1665.0,2840.0,4.601719
21.0,2020.0,1616.0,1066.0,1975.0,3369.0,4.914765
22.0,1821.0,1457.0,931.0,1725.0,2943.0,4.762402
23.0,1912.0,1530.0,1031.0,1910.0,3258.0,5.021249
24.0,1697.0,1358.0,1283.0,2377.0,4055.0,7.040563
25.0,2194.0,1755.0,1470.0,2723.0,4646.0,6.239815
26.0,1199.0,960.0,733.0,1357.0,2315.0,5.688172
27.0,2012.0,1609.0,768.0,1422.0,2426.0,3.553288
28.0,2314.0,1851.0,880.0,1631.0,2782.0,3.542154
29.0,1159.0,927.0,699.0,1294.0,2208.0,5.616541
30.0,1673.0,1339.0,587.0,1086.0,1853.0,3.262899
