node,InitCapacity,IncremCapacity,IncremCosts6,IncremCosts7,IncremCosts8,D
1.0,182.0,145.0,950.0,1760.0,3003.0,48.823529
2.0,182.0,145.0,1123.0,2080.0,3548.0,57.692308
3.0,202.0,162.0,1600.0,2963.0,5055.0,73.878788
4.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
5.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
6.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
7.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
8.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
9.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
10.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
11.0,166.0,133.0,840.0,1556.0,2654.0,47.222222
12.0,166.0,133.0,1630.0,3020.0,5152.0,91.666667
13.0,166.0,133.0,2292.0,4246.0,7244.0,128.888889
14.0,166.0,133.0,2292.0,4246.0,7244.0,128.888889
15.0,166.0,133.0,2292.0,4246.0,7244.0,128.888889
16.0,166.0,133.0,2292.0,4246.0,7244.0,128.888889
17.0,166.0,133.0,2292.0,4246.0,7244.0,128.888889
18.0,166.0,133.0,1616.0,2993.0,5106.0,90.84
19.0,166.0,133.0,2846.0,5271.0,8992.0,160.0
20.0,166.0,133.0,851.0,1575.0,2687.0,47.804878
21.0,166.0,133.0,1245.0,2307.0,3934.0,70.0
22.0,137.0,110.0,623.0,1153.0,1967.0,42.365854
23.0,137.0,110.0,890.0,1649.0,2813.0,60.583333
24.0,137.0,110.0,646.0,1196.0,2039.0,43.916667
25.0,164.0,131.0,619.0,1147.0,1956.0,35.3125
26.0,164.0,131.0,677.0,1254.0,2139.0,38.614286
27.0,164.0,131.0,596.0,1104.0,1884.0,34.0
28.0,182.0,145.0,662.0,1226.0,2091.0,34.0
29.0,182.0,145.0,662.0,1226.0,2091.0,34.0
30.0,182.0,145.0,803.0,1487.0,2537.0,41.243902
31.0,182.0,145.0,640.0,1185.0,2022.0,32.873563
32.0,164.0,131.0,594.0,1099.0,1875.0,33.847619
33.0,164.0,131.0,540.0,999.0,1705.0,30.769231
34.0,164.0,131.0,554.0,1027.0,1751.0,31.605263
35.0,164.0,131.0,502.0,929.0,1584.0,28.596491
36.0,182.0,145.0,557.0,1031.0,1759.0,28.596491
37.0,153.0,122.0,506.0,937.0,1598.0,30.888889
38.0,164.0,131.0,502.0,929.0,1584.0,28.596491
39.0,110.0,88.0,407.0,754.0,1286.0,34.69863
40.0,110.0,88.0,430.0,796.0,1357.0,36.610169
41.0,82.0,66.0,414.0,767.0,1308.0,47.222222
42.0,82.0,66.0,428.0,793.0,1353.0,48.823529
43.0,82.0,66.0,428.0,793.0,1353.0,48.823529
44.0,57.0,46.0,531.0,984.0,1678.0,87.666667
45.0,57.0,46.0,726.0,1344.0,2293.0,119.777778
46.0,57.0,46.0,387.0,717.0,1222.0,63.821429
47.0,57.0,46.0,609.0,1127.0,1923.0,100.434783
48.0,57.0,46.0,489.0,905.0,1543.0,80.586207
49.0,57.0,46.0,415.0,769.0,1312.0,68.518519
50.0,86.0,69.0,408.0,755.0,1287.0,44.5
51.0,113.0,91.0,431.0,798.0,1362.0,35.555556
52.0,86.0,69.0,408.0,755.0,1287.0,44.5
53.0,86.0,69.0,793.0,1469.0,2506.0,86.666667
54.0,86.0,69.0,682.0,1262.0,2153.0,74.444444
55.0,86.0,69.0,682.0,1262.0,2153.0,74.444444
56.0,104.0,83.0,383.0,710.0,1210.0,34.545455
57.0,131.0,105.0,1142.0,2115.0,3607.0,81.25
58.0,149.0,120.0,1127.0,2087.0,3561.0,70.5
59.0,130.0,104.0,1131.0,2095.0,3574.0,81.25
60.0,130.0,104.0,1253.0,2321.0,3959.0,90.0
61.0,130.0,104.0,961.0,1779.0,3035.0,69.0
62.0,130.0,104.0,853.0,1580.0,2694.0,61.25
63.0,130.0,104.0,899.0,1665.0,2839.0,64.545455
64.0,130.0,104.0,899.0,1665.0,2839.0,64.545455
65.0,130.0,104.0,790.0,1463.0,2495.0,56.724138
66.0,112.0,90.0,883.0,1635.0,2788.0,73.608696
67.0,112.0,90.0,1415.0,2620.0,4470.0,118.0
68.0,112.0,90.0,1308.0,2422.0,4132.0,109.090909
69.0,112.0,90.0,365.0,676.0,1153.0,30.425532
70.0,112.0,90.0,365.0,676.0,1153.0,30.425532
71.0,112.0,90.0,365.0,676.0,1153.0,30.425532
72.0,131.0,105.0,867.0,1606.0,2740.0,61.714286
73.0,131.0,105.0,2248.0,4164.0,7103.0,160.0
74.0,109.0,87.0,357.0,662.0,1128.0,30.769231
75.0,109.0,87.0,357.0,662.0,1128.0,30.769231
76.0,131.0,105.0,1399.0,2592.0,4421.0,99.590909
77.0,131.0,105.0,970.0,1796.0,3063.0,69.0
78.0,131.0,105.0,970.0,1796.0,3063.0,69.0
79.0,131.0,105.0,970.0,1796.0,3063.0,69.0
80.0,131.0,105.0,970.0,1796.0,3063.0,69.0
81.0,131.0,105.0,970.0,1796.0,3063.0,69.0
82.0,159.0,127.0,728.0,1349.0,2301.0,42.790698
83.0,159.0,127.0,1261.0,2335.0,3983.0,74.088235
84.0,159.0,127.0,831.0,1539.0,2625.0,48.823529
85.0,159.0,127.0,831.0,1539.0,2625.0,48.823529
86.0,159.0,127.0,831.0,1539.0,2625.0,48.823529
87.0,159.0,127.0,831.0,1539.0,2625.0,48.823529
88.0,136.0,109.0,1243.0,2302.0,3927.0,85.333333
89.0,136.0,109.0,1243.0,2302.0,3927.0,85.333333
90.0,136.0,109.0,1243.0,2302.0,3927.0,85.333333
91.0,136.0,109.0,1243.0,2302.0,3927.0,85.333333
92.0,136.0,109.0,1243.0,2302.0,3927.0,85.333333
93.0,159.0,127.0,1157.0,2143.0,3656.0,68.0
94.0,139.0,111.0,1204.0,2231.0,3806.0,81.25
95.0,139.0,111.0,1204.0,2231.0,3806.0,81.25
96.0,139.0,111.0,1204.0,2231.0,3806.0,81.25
97.0,139.0,111.0,1204.0,2231.0,3806.0,81.25
98.0,182.0,145.0,816.0,1512.0,2579.0,41.9375
99.0,182.0,145.0,950.0,1760.0,3003.0,48.823529
100.0,182.0,145.0,950.0,1760.0,3003.0,48.823529
